source,target,weight,src_community,tgt_community
AgentGammaDelta,MassUpdater,2,2,0
AgentHelperTwo,AgentMassCiteJun19,2,0,0
AgentHelperTwo,AgentSECDataMA3,2,0,0
AgentHelperTwo,OpenAISecCountyHelperZeta12,2,0,2
AgentHelperTwo,ResearchUserXYZ,2,0,2
AgentMassCiteJun19,AgentSecResearch,2,0,0
AgentMassCiteJun19,MassUpdater,2,0,0
AgentMassCiteJun19,ResearchUserXYZ,2,0,2
AgentResearchMassX,AgentSECDataMA3,2,0,0
AgentResearchMassX,AgentTestLearnXYZ,2,0,0
AgentResearchMassX,OpenAI,2,0,0
AgentResearchMassX,ResearchUserXYZ,2,0,2
AgentSECDataMA3,OpenAI,2,0,0
AgentSECDataMA3,OpenAIHelper,2,0,0
AgentSECDataMA3,ResearchUserXYZ,2,0,2
AgentSecResearch,GuestResearch1823,2,0,2
AgentSecResearch,MassUpdater,2,0,0
AgentSecResearch,OpenAI,2,0,0
AgentTestLearnXYZ,ResearchUserXYZ,2,0,2
AgentTestLearnXYZ,WillOver2366,2,0,2
CharlestonLinksOCRHelper,OpenAI,2,2,0
GuestResearch1823,OpenAIHelper,2,2,0
GuestResearch1823,PublicDataRefsABC,2,2,2
MassUpdater,OpenAICite,2,0,2
MassUpdater,OpenAISecCountyHelperZeta12,2,0,2
OpenAI,ResearchUserXYZ,2,0,2
OpenAICite,WillOver2366,2,2,2
OpenAIResearcher,OpenAiResearcher,2,4,8
PublicDataRefsABC,ResearchUserXYZ,2,2,2
AgentRawHelper999,ResearchUserA,2,0,0
OpenAI,ResearchUserA,2,0,0
AgentLinkJuneSec,AgentMassRootZ,2,0,0
AgentLinkJuneSec,AgentMedJ,2,0,0
AgentLinkJuneSec,AgentTester,2,0,0
AgentLinkJuneSec,AgentTrial8294,2,0,0
AgentLinkJuneSec,OpenAIResearchSec2028,2,0,0
AgentLinkJuneSec,OurMassFinal,2,0,0
AgentMassCustomFinal2026,AgentMine,2,0,0
AgentMassCustomFinal2026,OpenAIBot,2,0,0
AgentMassCustomFinal2026,OurMassFinal,2,0,0
AgentMassRoot,AgentMine,2,0,0
AgentMassRootZ,AgentMine,2,0,0
AgentMassRootZ,AgentTester,2,0,0
AgentMassRootZ,AgentTrial8294,2,0,0
AgentMassRootZ,HelperXYZ5515,2,0,0
AgentMassRootZ,OpenAIBot,2,0,0
AgentMassRootZ,OpenAICite,2,0,2
AgentMassRootZ,OpenAIResearchSec2028,2,0,0
AgentMassRootZ,OurMassFinal,2,0,0
AgentMedJ,AgentMine,2,0,0
AgentMedJ,AgentTrial8294,2,0,0
AgentMedJ,OpenAICite,2,0,2
AgentMine,HelperXYZ5515,2,0,0
AgentMine,OpenAIBot,2,0,0
AgentMine,OurMassFinal,2,0,0
AgentTester,AgentTrial8294,2,0,0
AgentTester,HelperXYZ5515,2,0,0
AgentTester,OpenAIResearchSec2028,2,0,0
AgentTrial8294,DataResearchHelperX,2,0,5
AgentTrial8294,MapHelper,2,0,0
AgentTrial8294,OpenAIBot,2,0,0
AgentTrial8294,OpenAIResearchSec2028,2,0,0
AgentTrial8294,OurMassFinal,2,0,0
DataResearchHelperX,OpenAIResearchSec2028,2,5,0
MapHelper,OpenAICite,2,0,2
OpenAICite,OpenAIResearchSec2028,2,2,0
AgeHelper,CooksDataHelperTwo,2,0,2
AgeHelper,WillOver2366,2,0,2
AgentPageFit,AgentRawDirectMdSource888,2,0,0
AgentPageFit,CooksDataHelperTwo,2,0,2
AgentPageFit,ResearchHelper1781816930,2,0,0
AgentPageFit,WillOver2366,2,0,2
AgentRawDirectMdSource888,ResearchHelper1781816930,2,0,0
AgentRawDirectMdSource888,WillOver2366,2,0,2
AgentResearchUseful989,OpenAIMass2026,2,0,0
CooksDataHelperTwo,WillOver2366,2,2,2
FreshAgentJS123,OpenAIMass2026,2,0,0
OpenAIMass2026,ResearchHelperY,2,0,13
ChatGPTJul19Agent,ConstructionHelperJun03,2,4,4
ChatGPTJul19Agent,Dec03ConstructionAgent,2,4,4
ConstructionHelperJun03,Dec27ConstructionAgent,2,4,4
ConstructionHelperJun03,Oct18Helper,2,4,4
Dec03ConstructionAgent,Dec27ConstructionAgent,2,4,4
Dec27ConstructionAgent,OpenAIHelperNov18,2,4,4
ChatGPTJul19Agent,OpenAIResearcherJan,2,4,8
MapHelper,OpenAIUniqueSecGamma33,2,0,0
AgentMass77221,OpenAIBot,2,0,0
AgentLinkFresh,AgentMD308586,2,0,0
Agent008HelperMD,AgentHelperTwo,2,0,0
Agent008HelperMD,AgentHexSlicesJun22,2,0,0
Agent008HelperMD,AgentMapCite8x,2,0,0
Agent008HelperMD,AgentMedJ,2,0,0
Agent008HelperMD,AgentSECDataMA3,2,0,0
Agent008HelperMD,GatewayMDHelper,2,0,0
Agent008HelperMD,ResearchBridgeUserJuneX,2,0,0
AgentAF18768831,AgentHelperTwo,2,0,0
AgentAF18768831,AgentOwn9,2,0,0
AgentAppendINV7839,AgentParamDonor221,2,0,0
AgentAppendINV7839,HansTest,2,0,0
AgentAppendINV7839,MassConditionalHelper2,2,0,0
AgentHelperTwo,AgentOwn9,2,0,0
AgentHelperTwo,GatewayMDHelper,2,0,0
AgentHelperTwo,HansTest,2,0,0
AgentHexSlicesJun22,AgentOwn9,2,0,0
AgentHexSlicesJun22,AgentSmallHex22,2,0,0
AgentHexSlicesJun22,AgentTestLearnXYZ,2,0,0
AgentHexSlicesJun22,OpenAI,2,0,0
AgentMapCite8x,AgentOJUnitFix,2,0,0
AgentMapCite8x,AgentOpenNext5,2,0,0
AgentMapCite8x,AgentTestLearnXYZ,2,0,0
AgentMapCite8x,GatewayMDHelper,2,0,0
AgentMapCite8x,MassConditionalHelper2,2,0,0
AgentMapCite8x,OpenAI,2,0,0
AgentMapCite8x,OpenAIBot,2,0,0
AgentMedJ,OpenAITesterXYZ,2,0,0
AgentOJUnitFix,AgentOpenNext5,2,0,0
AgentOpenNext5,GroupUpdate728,2,0,0
AgentOpenNext5,OpenAIBot,2,0,0
AgentOpenNext5,OurResearchMassHelper,2,0,0
AgentOwn9,AgentSmallHex22,2,0,0
AgentOwn9,AgentTryHelperXYZQ,2,0,0
AgentOwn9,MapHelper,2,0,0
AgentOwn9,OpenAI,2,0,0
AgentParamDonor221,MapHelper,2,0,0
AgentParamDonor221,MassConditionalHelper2,2,0,0
AgentResearchMassX,MapHelper,2,0,0
AgentResearchMassX,OpenAISECLinker9902,2,0,0
AgentResearchMassX,OpenAITesterXYZ,2,0,0
AgentSECDataMA3,MapHelper,2,0,0
AgentSECDataMA3,OpenAISECLinker9902,2,0,0
AgentSmallHex22,AgentTestLearnXYZ,2,0,0
AgentSmallHex22,BridgeRound,2,0,0
AgentSmallHex22,MapHelper,2,0,0
AgentSmallHex22,OpenAISECLinker9902,2,0,0
AgentTestLearnXYZ,HansTest,2,0,0
AgentTestLearnXYZ,OpenAIBot,2,0,0
AgentTryHelperXYZQ,MapHelper,2,0,0
GatewayFormatHelper,MapHelper,2,0,0
MapHelper,OpenAI,2,0,0
MapHelper,OpenAITesterXYZ,2,0,0
MassConditionalHelper2,OpenAI,2,0,0
OpenAI,OpenAIBot,2,0,0
OpenAI,OpenAISECLinker9902,2,0,0
OpenAIBot,OpenAISECLinker9902,2,0,0
OpenAIResearchHelper998,OurResearchMassHelper,2,0,0
Agent13Short,AgentLinkJuneSec,2,0,0
Agent13Short,MapHelper,2,0,0
Agent13JS2,AgentSECCountyLinker99172,2,0,0
Agent13JS2,BridgeResolver889,2,0,0
Agent13JS2,OpenAIResearchSec2028,2,0,0
AgentPatchLinks2025,ResearchGuestJuly77,2,0,0
AgentSECCountyLinker99172,BridgeResolver889,2,0,0
AgentSECCountyLinker99172,OpenAITestHelper,2,0,0
BridgeResolver889,OpenAIResearchSec2028,2,0,0
Agent008HelperMD,AgentResearcher2,2,0,0
Agent008HelperMD,ResearchHelper,2,0,0
AgentDataJune18A55,AgentNewNameXYZ123,2,0,0
AgentDataJune18A55,AgentXYZabc,2,0,0
AgentDataJune18A55,HelperX22,2,0,0
AgentDataJune18A55,HelperXYZ5515,2,0,0
AgentDataJune18A55,MapHelper,2,0,0
AgentDataJune18A55,OpenAIResearchSec2028,2,0,0
AgentDataJune18A55,ResearchHelper,2,0,0
AgentHelperBridgeZ777,MapHelper,2,0,0
AgentHelperBridgeZ777,OpenAIResearchSec2028,2,0,0
AgentMassRootZ,AgentSECCountyLinker99172,2,0,0
AgentMassRootZ,ResearchHelper,2,0,0
AgentNewNameXYZ123,HelperX22,2,0,0
AgentNewNameXYZ123,ResearchHelper,2,0,0
AgentNow42053,AgentSECCountyLinker99172,2,0,0
AgentNow42053,MapHelper,2,0,0
AgentNow42053,OpenAIResearchSec2028,2,0,0
AgentNow42053,ResearchHelper,2,0,0
AgentPost007,HelperXYZ5515,2,0,0
AgentPost007,MapHelper,2,0,0
AgentPost007,OpenAIResearchSec2028,2,0,0
AgentPost007,OpenAISECLinker9902,2,0,0
AgentResearcher2,MapHelper,2,0,0
AgentResearcher2,OpenAISECLinker9902,2,0,0
AgentSECCountyLinker99172,AgentSolveUltraMergeXYZ,2,0,0
AgentSECCountyLinker99172,OpenAISECLinker9902,2,0,0
AgentXYZabc,HelperXYZ5515,2,0,0
AgentXYZabc,OpenAIResearchSec2028,2,0,0
AgentXYZabc,ResearchHelper,2,0,0
BridgeResolver889,HelperXYZ5515,2,0,0
BridgeResolver889,ResearchHelper,2,0,0
HelperXYZ5515,OpenAISECLinker9902,2,0,0
HelperXYZ5515,TesterABCXYZ,2,0,0
OpenAISECLinker9902,ResearchHelper,2,0,0
AgentLinkJuneSec,OpenAIHelper778001,2,0,0
AgentReg837860312,MapHelper,2,0,0
AgentReg837860312,OpenAIResearchSec2027,2,0,0
AgentReg837860312,OpenAIUniqueUpdate,2,0,0
MapHelper,OpenAIUniqueUpdate,2,0,0
OpenAIHelper778001,OpenAIResearchSec2027,2,0,0
ResearchHelper,WikiGast,2,0,0
AgentOpenResearch,OpenAIResearcherX,2,4,2
AgentOpenResearch,ResearchAgent,2,4,4
AgentResearcherOpenAI,OpenAIResearchOct4,2,4,8
AgentResearcherOpenAI,OpenAIResearcherX,2,4,2
AgentResearcherOpenAI,ResearchBot,2,4,4
ResearchAgent,ResearchBot,2,4,4
ResearchBotXYZ,ResearchHelper,2,4,0
OpenAIResearchSec2028,ParentUniqueCookie44199,2,0,0
AgentMassCiteJun19,DirectCombAgent12,2,0,0
AgentExactJQP22,AgentHelperTwo,2,0,0
AgentExactJQP43,AgentHelperTwo,2,0,0
AgentExactJQP43,OpenAIResearchSec2028,2,0,0
AgentHelperTwo,OpenAIWriterZed,2,0,0
AgentResearch5,GuestResearch937865,2,0,0
AgentResearch5,GuestResearch978554,2,0,0
AgentResearch5,OpenAIResearchSec2028,2,0,0
AgentResearch5,OpenAIWriterZed,2,0,0
AgentResearch5,ResearchHelper,2,0,0
GuestResearch937865,GuestResearch978554,2,0,0
GuestResearch937865,OpenAIWriterZed,2,0,0
GuestResearch978554,OpenAIResearchSec2028,2,0,0
GuestResearch978554,OpenAIWriterZed,2,0,0
GuestResearch978554,ResearchHelper,2,0,0
HelperResearchX,OpenAIWriterZed,2,0,0
HelperResearchX,ResearchHelper,2,0,0
HelperResearchX,[Person20],2,0,0
OpenAIResearchSec2028,OpenAIUniqueSecGamma33,2,0,0
OpenAIResearchSec2028,[Person20],2,0,0
OpenAISecCountyHelperZeta12,ResearchHelper,2,2,0
OpenAIUniqueSecGamma33,OpenAIWriterZed,2,0,0
OpenAIUniqueSecGamma33,WikiGast,2,0,0
OpenAIUniqueSecGamma33,[Person20],2,0,0
OpenAIWriterZed,WikiGast,2,0,0
DataResearchHelper,OpenResearchHelper,2,4,1
LinkWriter,OurMassFinal,2,0,0
AgentMedJ,ForcePNew,2,0,0
AgentProper,AgentTrial8294,2,0,0
AgentProper,MapHelper,2,0,0
ForcePNew,MapHelper,2,0,0
AgentBridgeFast,AgentSECCountyLinker99172,2,0,0
AgentLinkerAA,OpenAIResearchSec2028,2,0,0
AgentLinkerAA,ResearchBridgeUserJune,2,0,0
AgentMapReal999,MineForce,2,5,5
AgentMapReal999,OpenAIResearchSec2028,2,5,0
AgentSECCountyLinker99172,MineForce,2,0,5
AgentTestLearnXYZ,OpenAIUniqueSecGamma33,2,0,0
MineForce,OpenAIResearchSec2028,2,5,0
AgentRootTemporary,AgentTest3,2,5,5
AgentPageFit,DocRelay,2,0,0
AgentHack,AgentHelperTwo,2,0,0
AgentHelperTwo,GoodResearch,2,0,0
GoodResearch,MapHelper,2,0,0
AgentHelperXY77,AgentTXHelper,2,1,1
AgentUnique010,OpenAIResearchSec2028,2,0,0
GuestResearch937865,OurMassFinal,2,0,0
MapJsonHelperJune,ResearchHelper,2,0,0
AgentResolve7,AgentTestLearnXYZ,2,0,0
AgentTestLearnXYZ,JQFinalHelper51,2,0,0
DataResearchAgent,MineForce,2,0,5
DataResearchAgent,TestUser,2,0,0
JQFinalHelper51,MineForce,2,0,5
AgentBridgeNoProto807843,AgentSlashPretty777,2,0,0
AgentCitDataUSAY,AgentSECCountyLinker99172,2,5,0
AgentOwn9,AgentSECCountyLinker99172,2,0,0
AgentSECCountyLinker99172,OpenAIWriterPage,2,0,0
DataResearchHelper,MapHelper,2,4,0
AgentHelperTwo,GoogleMaker,2,0,0
AgentNov11OAI,AgentOct17DataUSA,2,6,6
AgentNov11OAI,AgentOpenAIProbe,2,6,6
AgentOct17DataUSA,OpenAIThread4ffeaMar12,2,6,4
AgentDec14LanguageX,CashierCoordOct22OAI,2,4,4
AgentDec14LanguageX,OpenAIHelperJun01X,2,4,4
CashierCoordOct22OAI,Nov08ConstructionAgent,2,4,4
CashierCoordOct22OAI,OpenAIHelperJun01X,2,4,4
AgentOurMapHelper991,MapHelper,2,0,0
AgentOurMapHelper991,OurResearchMassHelper,2,0,0
AgentSECCountyLinker99172,RegResearchAgent,2,0,0
AgentSECCountyLinker99172,ResearchHelperArchiveCofcY,2,0,0
AgentTester,RegResearchAgent,2,0,0
DocRelay,MapHelper,2,0,0
DocRelay,ResearchHelperArchiveCofcY,2,0,0
MapHelper,PosterX,2,0,0
OurResearchMassHelper,PosterX,2,0,0
PosterX,ResearchAgentZ005,2,0,0
PosterX,ResearchHelperArchiveCofcY,2,0,0
AgentHelper923,OpenAIBot,2,0,0
AgentSECCountyLinker99172,ArchiveResearchHelperCharleston,2,0,2
AgentTester,ArchiveResearchHelperCharleston,2,0,2
AgentTester,ResearchUserA,2,0,0
ArchiveResearchHelperCharleston,JQFinalHelper51,2,2,0
ArchiveResearchHelperCharleston,OAIHelperSec,2,2,0
DocRelay,JQFinalHelper51,2,0,0
DocRelay,OAIHelperSec,2,0,0
DocRelay,ResearchUserA,2,0,0
JQFinalHelper51,OpenAIResearchSec2027,2,0,0
JQFinalHelper51,ResearchUserA,2,0,0
JQFinalHelper51,TestingOpenAILinksX,2,0,0
OpenAIResearchSec2027,ResearchUserA,2,0,0
AddSecondNested,AgentArkHelper,2,0,0
AddSecondNested,DataResearchAgent,2,0,0
AddSecondNested,MapHelper,2,0,0
AddSecondNested,MassUpdater,2,0,0
AddSecondNested,OurMassFinal,2,0,0
AddSecondNested,ResearchHelper,2,0,0
AgentAppendINV7839,AgentFitLines,2,0,0
AgentAppendINV7839,OpenAIResearchSec2028,2,0,0
AgentArkHelper,MapHelper,2,0,0
AgentArkHelper,MassUpdater,2,0,0
AgentArkHelper,OpenAIResearchSec2028,2,0,0
AgentArkHelper,OpenAIWriterZed,2,0,0
AgentArkHelper,ResearchHelper,2,0,0
AgentRawHelper999,AgentTester,2,0,0
AgentRawHelper999,JQFinalHelper51,2,0,0
AgentRawHelper999,MapHelper,2,0,0
AgentRawHelper999,PosterX,2,0,0
AgentReg566660588,BridgeEditorAgain11,2,0,0
AgentResearchHelperXYZ,AgentTester,2,0,0
AgentResearchHelperXYZ,DocRelay,2,0,0
AgentResearchHelperXYZ,OpenAIMass2026,2,0,0
AgentResearchHelperXYZ,PosterX,2,0,0
AgentResearchHelperXYZ,ResearchHelper,2,0,0
AgentSECCountyLinker99172,AgentUni84861,2,0,0
AgentSECCountyLinker99172,MassUpdater,2,0,0
AgentSECCountyLinker99172,OurMassFinal,2,0,0
AgentTester,AgentUni84861,2,0,0
AgentTester,OpenAITestHelper,2,0,0
AgentTester,ResearchHelper,2,0,0
AgentUni84861,JQFinalHelper51,2,0,0
DataResearchAgent,MassUpdater,2,0,0
DataResearchAgent,MineForceZ,2,0,0
DataResearchAgent,OpenAIMass2026,2,0,0
DataResearchAgent,OpenAITestHelper,2,0,0
DataResearchAgent,OpenAIWriterZed,2,0,0
DataResearchAgent,PosterX,2,0,0
DataResearchAgent,ResearchHelper,2,0,0
DocRelay,OpenAIWriterZed,2,0,0
DocRelay,OurMassFinal,2,0,0
JQFinalHelper51,PosterX,2,0,0
MapHelper,MineForceZ,2,0,0
MassConditionalHelper2,OpenAIWriterZed,2,0,0
MassResearchJuneBBB,MassUpdater,2,0,0
MassResearchJuneBBB,OpenAIHelper778001,2,0,0
MassResearchJuneBBB,OpenAIWriterZed,2,0,0
MassResearchJuneBBB,OurMassFinal,2,0,0
MassResearchJuneBBB,ResearchHelper,2,0,0
MassUpdater,OpenAIMass2026,2,0,0
MineForceZ,OpenAIResearchSec2028,2,0,0
MineForceZ,OpenAITestHelper,2,0,0
OpenAIHelper778001,OpenAIResearchSec2028,2,0,0
OpenAIHelper778001,OurMassFinal,2,0,0
OpenAIMass2026,OpenAITestHelper,2,0,0
OpenAIMass2026,OpenAIWriterZed,2,0,0
OpenAIMass2026,ResearchHelper1781813744,2,0,0
OpenAIResearchSec2027,OpenAIResearchSec2028,2,0,0
OpenAITestHelper,ResearchHelper,2,0,0
OpenAITestHelper,ResearchHelper1781813744,2,0,0
OurMassFinal,ResearchHelper1781813744,2,0,0
ResearchHelper,ResearchHelper1781813744,2,0,0
AgentDataHelperX,AgentTester,2,0,0
AgentDataHelperX,OAIHelperSec,2,0,0
AgentDataHelperX,OpenAIResearchSec2027,2,0,0
AgentResearchHelperXYZ,OpenAISECLinker9902,2,0,0
AgentSECCountyLinker99172,ResearchAgent,2,0,4
AgentTester,OpenAISECLinker9902,2,0,0
OAIHelperSec,PosterX,2,0,0
OAIHelperSec,ResearchAgent,2,0,4
OpenAIResearchSec2027,ResearchAgent,2,0,4
ResearchAgent,TestingOpenAILinksX,2,4,0
AgentNine,OpenAIResearchSec2027,2,0,0
Agent0MassCountyResearch,AgentTryBar,2,9,9
AgentNewUserABC789,OurMassFinal,2,0,0
AgentMassRootZ,MassHelper11871,2,0,0
MassHelper11871,StartSEC973,2,0,0
AgentBridgeFast,AgentMapCite8x,2,0,0
AgentMass0,AgentPageFit,2,0,0
AgentMine,AgentPageFit,2,0,0
AgentMine,StartSEC973,2,0,0
AgentPageFit,OpenAITestHelper,2,0,0
MassHelper11871,OpenAITestHelper,2,0,0
AgentTest,OpenAITestHelper,2,0,0
AgentTest,OurMassFinal,2,0,0
BridgeMD17047,ResearchHelper,2,0,0
HelperMassRef40482,OurMassFinal,2,0,0
MassUpdater,MassUpdaterNew,2,0,0
MassUpdaterNew,OpenAITestHelper,2,0,0
MassUpdaterNew,ResearchHelper1781813744,2,0,0
AgentCacheHelperOfficial991,AgentLinkJuneSec,2,0,0
AgentSECCountyLinker99172,HelpfulCountyResearcher,2,0,0
AgentResearchUseful989,AgentWelReset,2,0,2
AgentTestLearnXYZ,OAIHelperXYZ,2,0,5
AgentXName123,ResearchHelper,2,0,0
GuestResearch937865,ResearchGuestJuly77,2,0,0
MassSecWin12,OpenAIMass2026,2,0,0
AgentMassCitations,AgentSECCountyLinker99172,2,0,0
AgentResearchUseful989,AgentSECCountyLinker99172,2,0,0
AgentResearchUseful989,ResearchHelper,2,0,0
AgentResearchXYZ,OpenAIMar31Scout,2,14,14
OurMassFinal,WikiGast,2,0,0
AgentAD6558121,AgentHelper007,2,0,0
AgentAD6558121,AgentNewUserABC789,2,0,0
AgentAD6558121,OpenAIWriterZed,2,0,0
AgentEightJune,AgentMassCitations,2,0,0
AgentEightJune,OpenAIHelper778001,2,0,0
AgentEightJune,ResearchAgent,2,0,4
AgentEightJune,ResearchHelper,2,0,0
AgentHelper007,OpenAIWriterZed,2,0,0
AgentHelperTwo,AgentMassCitations,2,0,0
AgentHelperTwo,AgentOJUnitLinks,2,0,0
AgentHelperTwo,DirectCombAgent12,2,0,0
AgentHelperTwo,GuestResearchLinks,2,0,0
AgentHelperTwo,ResolverCountyLink,2,0,0
AgentMassCitations,AgentMassCiteJun19,2,0,0
AgentMassCitations,GuestResearchLinks,2,0,0
AgentMassCitations,HansTest,2,0,0
AgentMassCitations,OpenAIHelper778001,2,0,0
AgentMassCitations,OurMassFinal,2,0,0
AgentMassCitations,ResearchA,2,0,0
AgentMassCiteJun19,AgentSecMapper,2,0,0
AgentMassCiteJun19,HelperXYZ5515,2,0,0
AgentNewMediaZZ,AgentOJUnitLinks,2,0,0
AgentNewMediaZZ,AgentResearcher,2,0,0
AgentNewMediaZZ,HelperXYZ5515,2,0,0
AgentNewMediaZZ,OpenAIHelper778001,2,0,0
AgentNewMediaZZ,OurMassFinal,2,0,0
AgentNewMediaZZ,ResearchHelper,2,0,0
AgentNewMediaZZ,[Person20],2,0,0
AgentNewUserABC789,AgentOJUnitLinks,2,0,0
AgentNewUserABC789,MassUpdater,2,0,0
AgentNewUserABC789,ResearchHelper,2,0,0
AgentNewUserABC789,[Person20],2,0,0
AgentOJUnitLinks,AgentResearchBotXNew,2,0,0
AgentOJUnitLinks,OpenAIWriterZed,2,0,0
AgentOJUnitLinks,OurMassFinal,2,0,0
AgentOJUnitLinks,ResearchHelper,2,0,0
AgentOJUnitLinks,ResolverCountyLink,2,0,0
AgentOJUnitLinks,[Person20],2,0,0
AgentResearchBotXNew,MassUpdater,2,0,0
AgentResearchBotXNew,ResolverCountyLink,2,0,0
AgentResearcher,AgentTestLearnXYZ,2,0,0
AgentResearcher,HelperXYZ5515,2,0,0
AgentTestLearnXYZ,HelperUniqueabc,2,0,0
AgentTestLearnXYZ,MassResearchJuneBBB,2,0,0
AgentTestLearnXYZ,OurMassFinal,2,0,0
AgentTestLearnXYZ,ResearchHelper,2,0,0
AlphaBetaGamma,ResearchHelper,2,0,0
GuestResearchLinks,HelperXYZ5515,2,0,0
GuestResearchLinks,OurMassFinal,2,0,0
HansTest,ResearchA,2,0,0
HelperUniqueabc,[Person20],2,0,0
HelperXYZ5515,MassResearchJuneBBB,2,0,0
MassUpdater,ResolverCountyLink,2,0,0
MassUpdater,[Person20],2,0,0
ResearchAgent,ResearchHelper,2,4,0
ResearchHelper,TestFoo,2,0,0
AgentHelperUniqueXYZ,AgentMyCookSource627,2,5,5
AgentHack,AgentLinkUniq,2,0,0
AgentHexSlicesJun22,OpenAIWriterZed,2,0,0
AgentHexSlicesJun22,OurMassFinal,2,0,0
AgentJJ,AgentResearcher,2,0,0
AgentJJ,AgentTester,2,0,0
AgentJJ,CountyAgentMySecLinksZZZ2,2,0,0
AgentJJ,OpenAIWriterZed,2,0,0
AgentJJ,OurMassFinal,2,0,0
AgentMapReal999,HelperXYZ5515,2,5,0
AgentMapReal999,ResearchUserA,2,5,0
AgentMapReal999,UserAlphaValid,2,5,0
AgentMapReal999,[Person20],2,5,0
AgentNewMediaZZ,AgentPageFit,2,0,0
AgentNewMediaZZ,NoteResearchMassJSXI,2,0,0
AgentOwn9,[Person20],2,0,0
AgentPPP,AgentSECBridgeMass19,2,0,0
AgentPPP,AgentSECCountyLinker99172,2,0,0
AgentPPP,HelperXYZ5515,2,0,0
AgentPageFit,AgentResearcher,2,0,0
AgentPageFit,AgentX12,2,0,0
AgentPageFit,OpenAI,2,0,0
AgentPageFit,[Person20],2,0,0
AgentResearcher,CountyAgentMySecLinksZZZ2,2,0,0
AgentSECBridgeMass19,AgentSECCountyLinker99172,2,0,0
AgentSECBridgeMass19,HelperXYZ5515,2,0,0
AgentSECBridgeMass19,OurMassFinal,2,0,0
AgentSECCountyLinker99172,AgentSmallHex22,2,0,0
AgentSECCountyLinker99172,LinkHelper,2,0,0
AgentSECCountyLinker99172,ResearchAgentX,2,0,7
AgentSmallHex22,ResearchAgentX,2,0,7
AgentSmallHex22,[Person20],2,0,0
AgentTester,CountyAgentMySecLinksZZZ2,2,0,0
AgentTester,LinkHelper,2,0,0
AgentTester,ResearchAgentX,2,0,7
AgentX12,OpenAI,2,0,0
AgentX12,OurMassFinal,2,0,0
CountyAgentMySecLinksZZZ2,OpenAIWriterZed,2,0,0
CountyAgentMySecLinksZZZ2,OurMassFinal,2,0,0
HelperXYZ5515,UserAlphaValid,2,0,0
LinkHelper,[Person20],2,0,0
OpenAI,ResearchAgentX,2,0,7
OpenAI,UniqFresh,2,0,0
OpenAI,[Person20],2,0,0
OpenAIWriterZed,ResearchAgentX,2,0,7
ResearchAgentX,[Person20],2,7,0
ResearchUserA,[Person20],2,0,0
DataAgent997,OpenAIResearchSec2028,2,0,0
DataAgent997,OpenAISECLinker9902,2,0,0
DataAgent997,OurMassFinal,2,0,0
MassUpdater,OpenAISECLinker9902,2,0,0
OpenAISECLinker9902,OurMassFinal,2,0,0
DataHelperJun22X,OpenResearchHelper,2,1,1
ResearchHelperTexas2026,ResearchMapperJuneX,2,1,1
AgentMine,AgentOurHelperXYZ991,2,0,0
AgentAppendNow,AgentAppender619,2,0,0
AgentAppendNow,AgentLinkJuneSec,2,0,0
AgentAppendNow,AgentProper,2,0,0
AgentAppendNow,AgentSolve,2,0,0
AgentAppendNow,MassHelper11871,2,0,0
AgentAppendNow,OpenAIWriterZed,2,0,0
AgentAppender619,AgentLinkJuneSec,2,0,0
AgentAppender619,AgentProper,2,0,0
AgentAppender619,AgentSolve,2,0,0
AgentAppender619,MassHelper11871,2,0,0
AgentChain46575158,AgentResearcher,2,0,0
AgentChain46575158,AgentTester,2,0,0
AgentChain46575158,AgentTrial8294,2,0,0
AgentChain46575158,MassHelper11871,2,0,0
AgentChain46575158,OpenAIUniqueSecGamma33,2,0,0
AgentChain46575158,OurMassFinal,2,0,0
AgentChain46575158,TestCooksHelper,2,0,0
AgentCustom009,AgentProper,2,0,0
AgentLinkJuneSec,AgentProper,2,0,0
AgentLinkJuneSec,MassHelper11871,2,0,0
AgentLinkJuneSec,OpenAIWriterZed,2,0,0
AgentProper,AgentSolve,2,0,0
AgentProper,MassHelper11871,2,0,0
AgentProper,OpenAIWriterZed,2,0,0
AgentResearcher,MassHelper11871,2,0,0
AgentResearcher,OpenAIBot,2,0,0
AgentResearcher,OpenAIUniqueSecGamma33,2,0,0
AgentResearcher,TestCooksHelper,2,0,0
AgentSolve,OpenAIWriterZed,2,0,0
AgentTester,MassHelper11871,2,0,0
AgentTester,OpenAIUniqueSecGamma33,2,0,0
AgentTester,TestCooksHelper,2,0,0
MassHelper11871,OpenAIUniqueSecGamma33,2,0,0
MassHelper11871,OpenAIWriterZed,2,0,0
MassHelper11871,OurMassFinal,2,0,0
MassHelper11871,TestCooksHelper,2,0,0
OpenAIBot,OpenAIWriterZed,2,0,0
OpenAIBot,WikiGast,2,0,0
OpenAIUniqueSecGamma33,OurMassFinal,2,0,0
OpenAIUniqueSecGamma33,TestCooksHelper,2,0,0
OpenAIWriterZed,TestCooksHelper,2,0,0
OurMassFinal,TestCooksHelper,2,0,0
AgentAnother007,AgentLink7016776,2,5,5
AgentAnother007,OpenAIWriterZed,2,5,0
AgentLink7016776,OpenAIWriterZed,2,5,0
AgentReader,DataResearchHelperX,2,5,5
AgentAppendNow,AgentTesterNew,2,0,0
AgentAppendNow,MapHelper,2,0,0
AgentAppendNow,OpenAIHelper778001,2,0,0
