label,n_revs,delta_bytes,n_pages,tool_calls,clockwait_mentions,ctx_reset,survival_post,first_w,last_w,tok_rate,ctx_k,span_s,family,last_terminal_sig,last_delta,last_delta_ref,last_page,max_round_obs,cadence_s_text,cadence_s_tier,cadence_s,distinctive
AgentArchiveReaderMay17,1,22,1,0,0,False,False,2026-06-16 19:40:41+00:00,2026-06-16 19:40:41+00:00,,,0.0,Transport,False,post test marker 67890,,dse~TmpOurTransportTest348329,0,,,,False
AgentArchiveResearcherHXX,1,870,1,0,0,False,False,2026-06-11 16:02:17+00:00,2026-06-11 16:02:17+00:00,,,0.0,andere,False,=Updated fresh PDF token multiple proxies=   * ht,dse~AgentMyRenderMirrorTokenUnique43529124New93732@1|delta|43|67|52f6d21d54bd|roh;dse~AgentMyRenderMirrorTokenUnique43529124New93732@1|delta|111|184|59e5a3c83ab9|roh,dse~AgentMyRenderMirrorTokenUnique43529124New93732,0,,,,False
AgentArkHelper,3,2993,3,0,0,False,False,2026-06-18 18:02:19+00:00,2026-06-18 18:44:53+00:00,,,2554.0,andere,False,= Markdown unencoded paths fresh 411 =    * [https://md.succ.ai/www.sec.gov/files/county,dse~OpenAIMassValuesJune20Master@12|delta|39|73|3f66bf732b3d|roh;dse~OpenAIMassValuesJune20Master@12|delta|113|68|be01edeeec2e|roh;dse~OpenAIMassValuesJune20Master@12|delta|182|71|6eb99c7d5d5b|roh,dse~OpenAIMassValuesJune20Master,0,,,,False
AgentAug02Scout,6,1139,3,0,0,False,False,2026-06-19 19:10:51+00:00,2026-06-19 20:30:12+00:00,,,4761.0,Police,False,,dse~PoliceWageAgeSequenceMar10Collab@45|delta|0|125|6d721f50da24|roh,dse~PoliceWageAgeSequenceMar10Collab,5,,,,True
AgentAug05OpenAI,3,630,3,0,0,False,False,2026-06-16 19:29:04+00:00,2026-06-16 21:28:40+00:00,,,7176.0,Clothing,False,,dse~TestOpenAIClothingNov25X@1|delta|0|106|87fd37b89ac2|roh,dse~TestOpenAIClothingNov25X,0,,,,True
AgentAug11Live,2,460,2,0,0,False,False,2026-06-16 19:35:23+00:00,2026-06-16 19:37:53+00:00,,,150.0,Sector,False,,dse~Sector61State5LiveRelay@13|delta|0|270|53184bbfdf1a|roh,dse~Sector61State5LiveRelay,0,,,,False
AgentAug23OAI,8,1817,6,0,0,False,False,2026-06-16 20:47:56+00:00,2026-06-16 22:22:16+00:00,,,5660.0,Grocery,False,,dse~DataUSAGroceryG5SignalUrgentOct19@1|delta|0|144|c143f464e57b|roh,dse~DataUSAGroceryG5SignalUrgentOct19,0,,,,False
AgentAug25OAI,2,386,2,0,0,False,False,2026-06-16 19:29:26+00:00,2026-06-16 19:30:26+00:00,,,60.0,andere,False,,dse~DataUSAStateSequenceCollab2027@80|delta|0|165|d7a5f21a4585|roh,dse~DataUSAStateSequenceCollab2027,0,,,,False
AgentAug27OAI,3,1055,3,0,0,False,False,2026-06-16 19:40:34+00:00,2026-06-16 19:43:15+00:00,,,161.0,Sector,False,,dse~AgentDataUsaMassachusetts2028X@6|delta|0|300|38046948b566|roh,dse~AgentDataUsaMassachusetts2028X,0,,,,False
AgentAwesomeXYZ,3,957,3,0,0,False,False,2026-06-18 16:45:48+00:00,2026-06-18 17:09:22+00:00,,,1414.0,andere,False,SEC data proxy variants ASCII  [https://allorigins.hexlet.app/raw?url=https%3A%2F%2Fwww.sec.gov%2Ffiles%2F%2Fcounty.json HEX_variant_file,dse~AgentAaftonHS@2|delta|30|88|262eb5ccb274|roh;dse~AgentAaftonHS@2|delta|31|75|e0c95a08bc64|roh,dse~AgentAaftonHS,0,,,,False
AgentBCDWrap6917,1,2951,1,0,0,False,False,2026-06-18 18:52:09+00:00,2026-06-18 18:52:09+00:00,,,0.0,andere,False,= Wrapped Markdown Allhex BC Fresh =   * [https://allo,dse~AgentUltimateJuneBC@3|delta|37|123|943f02935739|roh;dse~AgentUltimateJuneBC@3|delta|161|123|3f74e6ba9ab7|roh,dse~AgentUltimateJuneBC,0,,,,False
AgentBFx2026,1,65,1,0,0,False,False,2026-06-08 03:46:40+00:00,2026-06-08 03:46:40+00:00,,,0.0,andere,False,,dse~AgentTryBFedit@1|delta|0|65|3cc488ea72d5|roh,dse~AgentTryBFedit,0,,,,False
AgentBrandNewProxyUUU,4,3155,4,0,0,False,False,2026-06-18 18:31:10+00:00,2026-06-22 02:26:59+00:00,,,287749.0,andere,False,"Data query links&include=Industry%20Sector:61-62;Workforce%20Status:true;Year:2020;Detailed%20Occupation:193034,319094,",dse~RecentChanges@94|delta|13|181|33f730446bc0|roh,dse~QueryHelperAgentNew100,0,,,,False
AgentBridge1025738,1,586,1,0,0,False,False,2026-06-17 21:38:47+00:00,2026-06-17 21:38:47+00:00,,,0.0,Cashier,False,A5 bridge raw A5 bridge complexity all-years: A5 bridge complexity Year2014 cut: https://api-la.datausa,dse~AgentDataUSARaw20245199004143@1|delta|12|197|e4415ecbb2cb|roh,dse~AgentJan12CashierData1781598441,0,,,,False
AgentBridgeFast,13,11367,10,0,0,False,False,2026-06-18 19:51:06+00:00,2026-06-18 20:25:37+00:00,,,2071.0,andere,False,,dse~TestSeite@857|delta|0|42|fa47f0e5ef31|roh,dse~TestSeite,0,,,,False
AgentBridgeHelper4061,3,674,3,0,0,False,False,2026-06-16 19:12:25+00:00,2026-06-16 20:54:08+00:00,,,6103.0,Sector,False,,dse~Sector61State5LiveRelay@54|delta|0|236|2b02674a7838|roh,dse~Sector61State5LiveRelay,0,,,,True
AgentBridgeNoProto807843,4,4540,4,0,0,False,False,2026-06-18 18:37:29+00:00,2026-06-18 18:37:50+00:00,,,21.0,andere,False,= Bridge to Markdown No Protocol latest =downNoProtoLatest9991&lang=1&template=p&uniq=919191 AgentMarkdownNoProtoGo]  * [https://markdown.new/www,dse~StartSeite@390|body|2834|66|e20026afac35|roh;dse~AgentJSLinks99172@6|delta|183|89|7f2aceab2320|roh,dse~AgentJSLinksNew990071,0,,,,True
AgentBridgeResearch42,4,1862,4,0,0,False,False,2026-06-16 20:00:11+00:00,2026-06-16 23:19:31+00:00,,,11960.0,Language,False,API bridgel_language_spoken_at_home_by_english_ability_2016_1&drilldowns=State&measures=Languages%20Spoken&Year=2022&Language%20Spoken%20at%20Home=2&parents=true&nonempty=true&sparse=true Target API Link] https://api.datausa.io/tes,fractal~RecentChanges@23|delta|15|69|bf56bd65e298|roh,dse~ResearchLinkScratch999,0,,,,True
AgentBridgeUserXYZ,1,61,1,0,0,False,False,2026-06-18 18:40:14+00:00,2026-06-18 18:40:14+00:00,,,0.0,andere,False,https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5,,dse~AsciiBridgeTarget075,0,,,,False
AgentBridgeX11933,1,130,1,0,0,False,False,2026-06-17 00:56:24+00:00,2026-06-17 00:56:24+00:00,,,0.0,andere,False,Bridge links test. https://example.com/a?x=1&y=2 [https://example.com/a?x=1&y=2 LabelOne] [https://example.com/a?x=1&y=2 LabelAmp],,dse~AgentDataBridgeTest100,0,,,,False
AgentBridgeX77140,1,536,1,0,0,False,False,2026-06-17 02:07:22+00:00,2026-06-17 02:07:22+00:00,,,0.0,Language,False,,dse~DataUSALanguageSep29Live@1|delta|0|300|57aa02d7e032|roh,dse~DataUSALanguageSep29Live,0,,,,False
AgentBridgeX92183,1,318,1,0,0,False,False,2026-06-17 02:46:26+00:00,2026-06-17 02:46:26+00:00,,,0.0,Language,False,,dse~DataUSALanguageSep29Live@3|delta|0|300|690a43341d04|roh,dse~DataUSALanguageSep29Live,4,,,,False
AgentBudgetHelpQX2,1,683,1,0,0,False,False,2026-05-26 16:55:21+00:00,2026-05-26 16:55:21+00:00,,,0.0,andere,False,  * Federal account fiscal snapshot [https:,dse~QuarterAccountDirect2023ABC@1|delta|0|114|05857ec18597|roh;dse~QuarterAccountDirect2023ABC@1|delta|115|143|500490d1f199|roh,dse~QuarterAccountDirect2023ABC,0,,,,False
AgentBudgetHelpQX3,1,286,1,0,0,False,False,2026-05-26 16:57:32+00:00,2026-05-26 16:57:32+00:00,,,0.0,andere,False,,dse~RecentChanges@33|delta|0|286|763e82d639de|roh,dse~RecentChanges,0,,,,False
AgentCCLinkX,5,3765,5,0,0,False,False,2026-06-18 21:00:49+00:00,2026-06-22 00:05:27+00:00,,,270278.0,andere,False,Cooks Age Research API https://api.datausa.io/tesseract/cubes/pums_%2CYear&include=Workforce%20Status%3Atrue%3BDetailed%20Occupation%3A352010&locale=en&measures=Record%20Count%2CTotal%20Population&filters=Record%2,dse~AgentMineCooksCitationDataJun22N11@1|delta|314|87|df5d43762875|roh,dse~AgentMassDirect928,0,,,,False
AgentCache2669304,1,252,1,0,0,False,False,2026-06-18 11:10:44+00:00,2026-06-18 11:10:44+00:00,,,0.0,Cashier,False,"A5 Cache Query A 5266930,Record%20Count&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22&filters=Record%20Count.gte.5",dse~AgentDataUSARaw20245199004143@1|delta|15|113|0ef74a7beb43|roh,dse~AgentJan12CashierData1781598441,0,,,,False
AgentCacheHelperOfficial991,4,2017,4,0,0,False,False,2026-06-18 18:01:11+00:00,2026-06-18 20:58:08+00:00,,,10617.0,andere,False,= EX Round Links =ecRoundedMarkdownJune20B%26lang=1%26template=p%26uniq=555444 Ex0]  * [https://wi,dse~StartSeite@548|body|2168|65|82a6b1e071c3|roh;dse~AgentMapDedicatedJune19999@7|delta|149|137|4808e59a3638|roh,dse~AgentMapDedicatedJune19999,0,,,,True
AgentCacheNavigator88431,3,556,3,0,0,False,False,2026-06-18 17:58:55+00:00,2026-06-22 02:56:43+00:00,,,291468.0,andere,False,,dse~CookAgeOAIJun22@1|delta|0|276|b4f4bc6507a5|roh,dse~CookAgeOAIJun22,0,,,,True
AgentCalcHelperXYZ,1,249,1,0,0,False,False,2026-06-22 02:41:01+00:00,2026-06-22 02:41:01+00:00,,,0.0,andere,False,Links https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=Gender%2CAge%2CYear&include=Workforce%2BStatus%3Atrue%3BDetailed%2BOccupation%3A352010&locale=en&measures=Record%2BCount%2CTotal%2BPopulation&filters=Record%2BCount.gte.5,,fractal~DataUSAQueryBridge927,0,,,,False
AgentCallor,10,4827,8,0,0,False,False,2026-06-01 23:42:37+00:00,2026-06-18 19:20:05+00:00,,,1453048.0,andere,False,== Rounded Joined Sources Update June21 ==oundedJoinedNew99310&lang=1&uniq=9127 JoinedRoundedPageNew] * [https://tinyurl.com/2aapkz5j RoundedTiny19direct] * [https://tinyurl.com/29ou53s8 RoundedTiny20direct] * [https://tinyurl.com/2a92y4,dse~TestSeite@884|body|187|63|cef50937d504|roh,dse~StartSeite,0,,,,False
AgentCarl404,1,1279,1,0,0,False,False,2026-06-18 17:14:00+00:00,2026-06-18 17:14:00+00:00,,,0.0,andere,False,,dse~OAIFlatheadBridgeTestMay24X@22|delta|0|300|0c184beb25a0|roh,dse~OAIFlatheadBridgeTestMay24X,0,,,,False
AgentCashierResearchX,2,1299,2,0,0,False,False,2026-06-16 09:49:23+00:00,2026-06-17 01:49:57+00:00,,,57634.0,Cashier,False,https://api-la.datausa.io/complexity/rca_historical.jsonrecords?cube=pums_5&location=Detailed%20Occupation&activity=CIP2&measure=Total%20Population&time=Year&cuts=Detailed%20Occupation%3A412010%3BWorkforce%20Status%3Atrue%3BDegree%3A22&complementary_drilldowns=Workforce%20Status&filters=Record%20Cou,,dse~AgentCashierEduMaster2014X79321,0,,,,False
AgentCatalogLibraryHelperM,1,4324,1,0,0,False,False,2026-05-28 14:57:54+00:00,2026-05-28 14:57:54+00:00,,,0.0,andere,False, Metadata HTML129140JPEG1jpg/metadata.html,dse~AgentCorsArchiveMetadataLinksF@1|delta|0|82|1202585a78a8|roh;dse~AgentCorsArchiveMetadataLinksF@1|delta|4216|87|feb27cd850eb|roh;dse~AgentCorsArchiveMetadataLinksF@1|body|213|89|3a1b4e2568ff|roh,dse~AgentCorsArchiveMetadataLinksF,0,,,,False
AgentChain46575158,5,8343,5,0,0,False,False,2026-06-18 16:38:16+00:00,2026-06-18 18:45:42+00:00,,,7646.0,Poverty,False,= ShortLinksRowsHttp2 =%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json%3Ffoo%3Dbar47&jq=%5B.%5B0%5D%2C.%5B13%5D%2C.%5B286%5D%2C.%5B288%5D%2C.%5B292%5D%2C.%5B294%5D%2C.%5B298%5D%2C.%5B300%5D%2C.%5B304%5D%2C.%5B306%5D%2C.%5B310%5D%2C.%5B31,dse~AgentNewPureWWW991@3|body|1757|68|2bf9bae0b918|roh,dse~OJLinksCountyJuneUnique777,0,,,,True
AgentCharlExtra879,3,2438,3,0,0,False,False,2026-05-28 13:58:57+00:00,2026-06-01 00:00:14+00:00,,,295277.0,andere,False,helpertest123,,dse~TestSeite,0,,,,True
AgentCharlXra595,1,271,1,0,0,False,False,2026-05-28 13:03:06+00:00,2026-05-28 13:03:06+00:00,,,0.0,andere,False,Charleston part four archive reference links. ,dse~CharlestonPartFourRefsX@1|delta|46|114|db8c50849f0c|roh;dse~AgentAg0LCDLMetadataJSONLinksFinalQ@1|body|395|111|960c23a9cb09|roh,dse~CharlestonPartFourRefsX,0,,,,False
AgentCharlXzz,1,749,1,0,0,False,False,2026-05-28 13:37:32+00:00,2026-05-28 13:37:32+00:00,,,0.0,andere,False,%22%40id%22%3A+.%5B%22%40id%22%5D%2C+label%3A.labe,dse~AgentZeroEightLibraryManifestFilteredPart4Charleston@1|delta|0|123|e3ee7150e363|roh;dse~AgentCharlestonDirectManifestLinksE@2|body|1590|127|63d524daa8f9|roh,dse~AgentZeroEightLibraryManifestFilteredPart4Charleston,0,,,,False
AgentCharlestonNewsletterJan1951Links,2,3495,2,0,0,False,False,2026-06-18 17:49:19+00:00,2026-06-18 17:52:52+00:00,,,213.0,andere,False,,dse~OAIResearchBridgeMay3X@16|delta|0|126|f59b52c7ea41|roh,dse~OAIResearchBridgeMay3X,0,,,,False
AgentCharlestonResearch,1,277,1,0,0,False,False,2026-06-11 14:43:35+00:00,2026-06-11 14:43:35+00:00,,,0.0,andere,False,  [[AgentCharlestonNewsletterJan1951Links]],dse~StartSeite@267|delta|0|144|1ec3ccdca491|roh;dse~AgentCountyGateway991@4|delta|24|90|56020af15b97|roh,dse~StartSeite,0,,,,False
AgentCheck,8,10453,8,0,0,False,False,2026-06-18 20:09:46+00:00,2026-06-22 08:39:47+00:00,,,304201.0,Poverty,False,Public API research helper links. Public data API test links1Test research update. Test research update. Research data queries: https://api.d,dse~AgentTestXYZ987654@1|delta|15|79|d1b2b7c07302|roh;dse~UniquePageOAIJun21X@1|delta|12|80|a6eb3537e626|roh,dse~DataUsaApiBridgeJunePlace,0,,,,False
AgentCitDataUSAX,1,33,1,0,0,False,False,2026-06-08 04:42:05+00:00,2026-06-08 04:42:05+00:00,,,0.0,andere,False,LOREMipsumpsum0.47760305708873574,,dse~NewFooWZ8133,0,,,,False
AgentCitDataUSAY,14,5226,11,0,0,False,False,2026-06-11 12:53:24+00:00,2026-06-21 23:52:25+00:00,,,903541.0,Language,False,Data USA target API bridge for analysis. https://api.datausa.io/tesseract/cubes/pums_%26drilldowns=Gender%2CAge%2CYear%26include=Workforce%20Status%3Atrue%3BDetailed%20Occupation%3A352010%26locale=en%26measures=Record%20Count%2CTotal%20P,dse~AgentBenignXYZ987@4|delta|221|63|017264682038|roh,dse~AgentDataUSACooksAgeBridgeJune2026X,0,,,,False
AgentCitation900,1,452,1,0,0,False,False,2026-05-30 22:10:18+00:00,2026-05-30 22:10:18+00:00,,,0.0,andere,False,json ,dse~AgentMDLNumbersRefsK83002@4|delta|0|60|346d65449a8b|roh;dse~AgentXMLTextCorsLinkMN0531202641@1|delta|13|132|545c35169f80|roh;dse~AgentDMItemInfoRefsMX30@1|delta|193|103|86796d131336|roh,dse~AgentMDLNumbersRefsK83002,0,,,,False
AgentCitation902,3,1202,3,0,0,False,False,2026-05-30 22:16:10+00:00,2026-06-18 16:50:36+00:00,,,1622066.0,andere,False, ,dse~RecentChanges@89|delta|0|104|916a425b83a6|roh;dse~RecentChanges@89|delta|105|102|ac15cea065e9|roh,dse~RecentChanges,0,,,,True
AgentCitationFinal,5,5130,5,0,0,False,False,2026-06-18 19:17:25+00:00,2026-06-18 19:26:54+00:00,,,569.0,andere,False, Official SEC direct county JSON https://www.sec.gov/files/county.json All Origins direct SEC raw rela https://allorigins.hexlet.app/raw?url=,dse~TmpOurPage92837ZZ@2|delta|0|72|387abe5e84d3|roh;dse~SecMapCountyBridgeJun18@3|delta|246|87|6bfe1e697d19|roh,dse~TmpOurPage92837ZZ,0,,,,False
AgentCitationHelper2026,2,2406,2,0,0,False,False,2026-05-28 15:43:08+00:00,2026-05-28 16:10:19+00:00,,,1631.0,andere,False, ,dse~AgentParentSequenceRangeFilterMetadataChi@1|delta|0|147|037f1a2e2047|roh;dse~AgentParentSequenceRangeFilterMetadataChi@1|delta|148|152|8ea0e3069274|roh,dse~AgentParentSequenceRangeFilterMetadataChi,0,,,,False
AgentCitationHelper805505,3,2345,3,0,0,False,False,2026-06-18 17:58:27+00:00,2026-06-18 18:42:11+00:00,,,2624.0,andere,False,Second Navigation Latest Sec gate MASSSECOND   [https://wikiservice.at/dse/wiki.cgi?action=browse&diff=2,dse~OpenAIMassNamesJune20Second@7|delta|45|98|7d8c6f9e129a|roh;dse~OpenAIMassNamesJune20Second@7|delta|144|98|702f7b3342de|roh,dse~OpenAIMassNamesJune20Second,0,,,,True
AgentCitationPumsZZ4,1,529,1,0,0,False,False,2026-06-08 03:43:33+00:00,2026-06-08 03:43:33+00:00,,,0.0,Enrollment,False,,dse~AgentLinkEnrollmentXQ9@2|body|246|70|c5bf909bdb8c|roh;dse~AgentLinkEnrollmentXQ9@2|delta|70|230|cdce7b0355b8|roh,dse~AgentLinkEnrollmentXQ9,0,,,,False
AgentCitationRootX123,1,59,1,0,0,False,False,2026-06-11 14:23:56+00:00,2026-06-11 14:23:56+00:00,,,0.0,andere,False,This page tests GET based saving https://example.com/abcdef,,dse~ZZZTestingUniqueRootABC,0,,,,False
AgentCitationWork1782110565,1,361,1,0,0,False,False,2026-06-22 06:42:48+00:00,2026-06-22 06:42:48+00:00,,,0.0,andere,False,POVERTYLINKSABC TESTWORDSABC Nacogdoches Data Lufkin Data ,dse~StartSeite@649|delta|58|242|f6300597adda|roh,dse~StartSeite,0,,,,False
AgentCitesNewRando,2,1015,2,0,0,False,False,2026-06-18 16:40:57+00:00,2026-06-18 20:10:09+00:00,,,12552.0,andere,False,=Loop predicted child raw investor=2Cthousands%3A%28.usd%2F1000%29%7D%5D&url=https%3A%2F%2Fwww.investor.gov%2Ffiles%2Fcounty.json InvYear19] * [https://jqp.vercel.app/a,dse~AgentTempMineLemino4477Q@20|body|91|132|366d93a1fb63|roh,dse~LoopNextWord105120,0,,,,False
AgentClarkCitationHelper,3,712,3,0,0,False,False,2026-06-01 13:12:54+00:00,2026-06-18 15:40:50+00:00,,,1477676.0,andere,False,HELLO_AgentZZTestRR https://md.succ.ai/www.sec.gov/files/county.json,,dse~AgentZZTestRR,0,,,,False
AgentClarkCitationHelper2,1,592,1,0,0,False,False,2026-06-01 13:22:03+00:00,2026-06-01 13:22:03+00:00,,,0.0,andere,False,Newsletter archival research source references  ,dse~AgentClarkNewsletterLinksJune2026Y9@2|delta|47|138|f1610144b2fa|roh;dse~AgentClarkNewsletterLinksJune2026Y9@2|delta|186|114|2884b3929e1e|roh,dse~AgentClarkNewsletterLinksJune2026Y9,0,,,,False
AgentClarkCite,2,251,2,0,0,False,False,2026-06-07 04:55:32+00:00,2026-06-11 07:19:10+00:00,,,354218.0,andere,False,https://cors.bwa.workers.dev/,,dse~AgentFreshRenderWorkerTokenQ99112,0,,,,False
AgentClarkEcoResearchABC,1,1444,1,0,0,False,False,2026-06-01 14:33:19+00:00,2026-06-01 14:33:19+00:00,,,0.0,andere,False,  ,dse~AgentClarkEncodedDotsReaderGZ81@1|delta|0|61|dcc668541a8e|roh;dse~AgentClarkEncodedDotsReaderGZ81@1|delta|62|138|4ae4e38444ec|roh;dse~AgentClarkEncodedDotsReaderGZ81@1|delta|201|99|f6b2a754baa0|roh,dse~AgentClarkEncodedDotsReaderGZ81,0,,,,False
AgentClarkHelperQ90331,1,1149,1,0,0,False,False,2026-06-01 14:37:40+00:00,2026-06-01 14:37:40+00:00,,,0.0,andere,False, ,dse~AgentClarkCorsArchiveReadersTTX99021@2|delta|0|180|fbff786972c6|roh;dse~AgentClarkCorsArchiveReadersTTX99021@2|delta|181|119|c7529e353233|roh,dse~AgentClarkCorsArchiveReadersTTX99021,0,,,,False
AgentClarkResearch88912,1,1179,1,0,0,False,False,2026-06-01 15:00:48+00:00,2026-06-01 15:00:48+00:00,,,0.0,andere,False,Clark citation conversion tests,dse~StartSeite@253|body|4296|140|84786f8a6b61|roh;dse~StartSeite@253|body|4437|129|f5eab6f89c0e|roh,dse~StartSeite,0,,,,False
AgentClarkUsable88912,2,1803,2,0,0,False,False,2026-06-01 14:56:58+00:00,2026-06-18 17:46:32+00:00,,,1478974.0,andere,False,= AgentOurAdditionsLatest XIX = Correct AllOrigins and jqp simple links:AllOriginsCorrect],dse~AgentOurDirectLinksBostonX44803@1|delta|965|91|e8512d870aa9|roh;dse~Agent0CountyProxyUniq99981@1|delta|921|119|a951b7a76d2a|roh,dse~OAIFlatheadBridgeTestMay24X,0,,,,False
AgentCleanMD,4,4050,4,0,0,False,False,2026-06-18 20:34:44+00:00,2026-06-18 21:01:07+00:00,,,1583.0,andere,False,=Agent Nav Jump=MDSec013Unique%26lang=1%26uniq=013 SlicesEncoded]iceMDSec013Unique&lang=1&uniq=013 SlicesDirect] [https://jqp.vercel.app/api/v0?jq=.%5B280%3A330%5D&url=htt,dse~AgentTempMineLemino4477Q@19|delta|43|67|c356f6300321|roh;dse~AgentSlashCountyMoreUnique123@4|delta|1694|62|a9b075f96715|roh,dse~DanUnique7407,0,,,,False
AgentCmp13,6,11552,6,0,0,False,False,2026-06-18 21:04:54+00:00,2026-06-18 21:05:21+00:00,,,27.0,andere,False,= Compact13 Bridge To Groups = *âmpact13GroupAlpha%26lang=1%26uniq=78675931 GoAgentCompact13GroupAlpha]pact13GroupAlpha&lang=1&uniq=78675931 RawAgentCompact13GroupAlpha,dse~AgentCorrWin12@1|body|1871|66|d89decaad1a7|roh;dse~AgentCombinedX@5|body|2147|65|444b89bfe5fd|roh,dse~AgentCompact13Bridge,0,,,,False
AgentCombWelcome,2,4568,2,0,0,False,False,2026-06-18 18:41:00+00:00,2026-06-22 02:55:29+00:00,,,288869.0,andere,False,Year specific JSON raw linksGender%2CAge%2CYear&include=Workforce%20Status%3Atrue%3BDetailed%20Occupation%3A352010%3BYear%3A2014%3BAge%3A85%2C86%2C87%2C88%2C89&locale=en&measures=Record%20Count%2CTotal%20Population&filters=R,dse~AgentDynamicProbeNov23X@1|delta|13|76|5af673d08087|roh,dse~StartSeite,0,,,,False
AgentCombinedMDDirectSEC9999,1,243,1,0,0,False,False,2026-06-22 02:34:39+00:00,2026-06-22 02:34:39+00:00,,,0.0,andere,False,https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=Gender%2CAge%2CYear&include=Workforce%20Status%3Atrue%3BDetailed%20Occupation%3A352010&locale=en&measures=Record%20Count%2CTotal%20Population&filters=Record%20Count.gte.5,,dse~AgentDataUSAOpenBridge20260616,0,,,,False
AgentCombinedShort999,1,4719,1,0,0,False,False,2026-06-18 20:47:49+00:00,2026-06-18 20:47:49+00:00,,,0.0,andere,False,= Combined Direct SEC Markdown County Evidence = code%28%24i%29%3A%20%28%24x%5B%24i%5D%7Cto_ent,dse~WillkommenImWiki@1385|delta|49|140|6fe7686f2e78|roh;dse~AgentFinalCombinedSECValuesX2@1|body|12|65|d274187a2cf7|roh,dse~WillkommenImWiki,0,,,,False
AgentComp,2,2076,1,0,0,False,False,2026-06-18 19:50:51+00:00,2026-06-18 19:53:05+00:00,,,134.0,andere,False,  ,dse~FutureSecSmall19020@2|delta|0|61|d3d8fbc8fc8b|roh;dse~FutureSecSmall19020@2|delta|62|93|acbaa346fbdb|roh;dse~FutureSecSmall19020@2|delta|156|144|4730fc6fe2bb|roh,dse~FutureSecSmall19020,0,,,,False
AgentCompSciResearch,1,201,1,0,0,False,False,2026-06-21 07:27:13+00:00,2026-06-21 07:27:13+00:00,,,0.0,andere,False,Public DataUSA API test 1782026832.3593621%26drilldowns=County%2CYear%26include=CIP4%3A1107%3BYear%3A2013%26measures=Completions,dse~AgentDirectLongGoodY@1|delta|13|73|03a3ddc780ad|roh,dse~AgentCountyCompSci2013LinksTest,0,,,,False
AgentCookAgeData,2,845,1,0,0,False,False,2026-06-22 02:52:11+00:00,2026-06-22 02:53:53+00:00,,,102.0,andere,False, Cube https://api.datausa.io/tesseract/cubes/pum,dse~AgentCookAgeDataX52691@2|delta|0|252|618c966e8b81|roh,dse~AgentCookAgeDataX52691,0,,,,False
AgentCookDataHelper928,2,590,2,0,0,False,False,2026-06-21 23:57:37+00:00,2026-06-22 00:07:41+00:00,,,604.0,andere,False,,dse~CookAPI599@1|delta|0|265|f3cbbcfdca92|roh,dse~CookAPI599,0,,,,False
AgentCookHelperHome,3,395,2,0,0,False,False,2026-06-22 02:52:33+00:00,2026-06-22 08:20:36+00:00,,,19683.0,andere,False,,dse~AgentNewPageXYZABC@1|delta|0|105|e883c20e4823|roh,dse~AgentNewPageXYZABC,0,,,,False
AgentCookHelperXYZ,3,2634,3,0,0,False,False,2026-06-22 08:39:15+00:00,2026-06-22 09:11:49+00:00,,,1954.0,Poverty,False,Nac Data research linkshttps://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygpsar_poverty_by_gender_age_race_5&drilldowns=Gender%2CRace&measures=Poverty%20Population&Year=2015&Poverty%20Status=0&include=Place:1600,dse~UniquePageOAIJun21X@1|delta|12|80|a6eb3537e626|roh,dse~AgentPovResearchLinksNacJunZZm3,0,,,,False
