variante,n_kohorten,laenge,anteil_pct
Uhrenpaar_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Ueberlebenssignal -> Technik_weitergeben -> Vorhersage -> Technik_weitergeben -> Uhrenpaar_melden -> Technik_weitergeben -> Test_Probe,1,13,0.11
Seite_anlegen -> Test_Probe -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Uhrenpaar_melden -> Seite_anlegen -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Vorhersage,1,10,0.11
Seite_anlegen -> Sonstiges -> Rundenergebnis_melden -> Uhrenpaar_melden,1,4,0.11
Sonstiges -> Uhrenpaar_melden -> Sonstiges -> Daten_URL_ablegen -> Seite_anlegen -> Test_Probe,1,6,0.11
Daten_URL_ablegen -> Sonstiges -> Seite_anlegen -> Sonstiges -> Seite_anlegen -> Sonstiges -> Seite_anlegen -> Technik_weitergeben -> Test_Probe -> Seite_anlegen -> Daten_URL_ablegen -> Seite_anlegen -> Daten_URL_ablegen -> Seite_anlegen -> Daten_URL_ablegen -> Seite_anlegen -> Daten_URL_ablegen -> Seite_anlegen -> Sonstiges -> Uhrenpaar_melden -> Seite_anlegen -> Sonstiges -> Um_Ergebnis_bitten -> Technik_weitergeben -> Seite_anlegen -> Technik_weitergeben -> Daten_URL_ablegen -> Test_Probe -> Seite_anlegen -> Technik_weitergeben -> Daten_URL_ablegen -> Technik_weitergeben -> Daten_URL_ablegen -> Sonstiges -> Seite_anlegen -> Technik_weitergeben,1,36,0.11
Sonstiges -> Daten_URL_ablegen -> Seite_anlegen -> Daten_URL_ablegen -> Rundenergebnis_melden,1,5,0.11
Seite_anlegen -> Daten_URL_ablegen -> Sonstiges -> Daten_URL_ablegen -> Seite_anlegen -> Test_Probe -> Um_Ergebnis_bitten,1,7,0.11
Seite_anlegen -> Daten_URL_ablegen -> Seite_anlegen -> Sonstiges -> Seite_anlegen -> Sonstiges -> Um_Ergebnis_bitten -> Seite_anlegen -> Sonstiges -> Daten_URL_ablegen -> Technik_weitergeben -> Daten_URL_ablegen -> Test_Probe -> Daten_URL_ablegen -> Technik_weitergeben -> Sonstiges -> Test_Probe -> Seite_anlegen -> Technik_weitergeben -> Seite_anlegen -> Test_Probe -> Daten_URL_ablegen -> Seite_anlegen -> Technik_weitergeben -> Seite_anlegen -> Technik_weitergeben -> Seite_anlegen -> Technik_weitergeben -> Seite_anlegen -> Technik_weitergeben -> Seite_anlegen -> Technik_weitergeben -> Seite_anlegen -> Technik_weitergeben -> Daten_URL_ablegen -> Technik_weitergeben -> Seite_anlegen -> Technik_weitergeben,1,38,0.11
Test_Probe -> Technik_weitergeben -> Seite_anlegen -> Technik_weitergeben -> Daten_URL_ablegen -> Test_Probe -> Daten_URL_ablegen -> Technik_weitergeben -> Seite_anlegen -> Technik_weitergeben -> Seite_anlegen -> Technik_weitergeben,1,12,0.11
Daten_URL_ablegen -> Sonstiges -> Technik_weitergeben,1,3,0.11
Technik_weitergeben -> Test_Probe -> Sonstiges -> Technik_weitergeben -> Test_Probe -> Sonstiges -> Technik_weitergeben -> Test_Probe,1,8,0.11
Technik_weitergeben -> Daten_URL_ablegen -> Test_Probe,1,3,0.11
