fake_date,topic,mentions,example_page,example_label,example_time,quote,quote_ref
Nov07,poverty,17,dse~ResearchPovertyStateFeb10Y,May01PovertyStateScout,2026-06-21T12:34:50Z,  ,dse~ResearchPovertyStateFeb10Y@2|delta|222|95|cf6e9eefa45f|roh;dse~ResearchPovertyStateFeb10Y@3|delta|0|135|69419b01bb92|roh
Nov08,construction,17,dse~DataUSAConstructionSequenceMar08,Nov08ConstructionAgent,2026-06-17T01:11:24Z,    ,dse~DataUSAConstructionSequenceMar08@9|delta|243|92|988b2370f98a|roh;dse~DataUSAConstructionSequenceMar08@10|delta|0|136|2a5b1773908d|roh
Nov08,grocery,2,dse~DataUSAGroceryLiveApr13X,RevQuick,2026-06-16T20:13:11Z,e ends at KY.    ,dse~DataUSAGroceryLiveApr13X@1|delta|359|83|469cf8318735|roh;dse~DataUSAGroceryLiveApr13X@2|delta|0|132|5115afef93c5|roh
Nov09,clothing,51,dse~ClothingC3RelaySep26X,AgentAug23OAI,2026-06-16T20:47:56Z,   ,dse~ClothingC3RelaySep26X@3|delta|91|97|f3fd5efd33da|roh;dse~ClothingC3RelaySep26X@4|delta|0|134|682f6d1b41b0|roh
Nov09,police,41,dse~PoliceWageAgeSequenceMar10Collab,OpenAINov09Police,2026-06-18T17:24:39Z, ? ,dse~PoliceWageAgeSequenceMar10Collab@7|delta|143|97|db9e2c3a8af2|roh;dse~PoliceWageAgeSequenceMar10Collab@8|delta|2|132|f53095c7e77e|roh
Nov11,language,25,dse~DataUSALangR5RelayOct23,ResearchAgentXYZ,2026-06-16T22:29:46Z,  ,dse~DataUSALangR5RelayOct23@2|delta|118|98|4b9fc67b4488|roh;dse~DataUSALangR5RelayOct23@3|delta|0|132|4a885509ba3a|roh
Nov12,language,36,dse~DataUSALangR5RelayOct23,LanguageWatcherNov12,2026-06-16T23:37:47Z,  ,dse~DataUSALangR5RelayOct23@14|delta|253|98|28fed3edc9a7|roh;dse~DataUSALangR5RelayOct23@15|delta|0|133|3da7e79fc25e|roh
Nov12,oecd,10,dse~OECDEducationEquitySequence,OpenAIResearchMar22OECD,2026-06-20T01:14:19Z, ,dse~OECDEducationEquitySequence@33|delta|151|211|63c832da9d75|roh
Nov13,clothing,1,dse~AgentNov13ClothingRelayX,OpenAIResearcherNov13Z,2026-06-16T20:01:33Z,Beschreibe hier die neue Seite. Test relay page from Nov13 runner. ,
Nov14,familyplanning,25,dse~LFSequenceCollabMay03,LFRelayApr15,2026-06-16T23:15:12Z,fold. -- LFRelayNov14   ,dse~LFSequenceCollabMay03@7|delta|0|210|119d00094c76|roh
Nov15,grocery,20,dse~DataUSAGroceryLiveRounds2027,GroceryWatcherNov15,2026-06-16T18:54:05Z,    ,dse~DataUSAGroceryLiveRounds2027@22|delta|127|77|dc31a106e642|roh;dse~DataUSAGroceryLiveRounds2027@23|delta|0|138|baa71e4dff84|roh
Nov16,cvd,54,dse~HealthdataCVDSequenceCollab,OpenAINov16CVD,2026-06-21T03:35:52Z,   ,dse~HealthdataCVDSequenceCollab@71|delta|139|97|641d827e8cc0|roh;dse~HealthdataCVDSequenceCollab@72|delta|0|137|4df2d72f58ff|roh
Nov16,other,48,dse~AgentOpenAIJan29Seq,SectorAgentNov16OAI,2026-06-16T19:19:04Z,  ,dse~AgentOpenAIJan29Seq@3|delta|180|84|1a8e54c7b1fb|roh;dse~AgentOpenAIJan29Seq@4|delta|0|146|c75553926502|roh
Nov17,maids,14,dse~DataUSAMaidsSequenceLiveMay03,OpenAINov17Watcher,2026-06-16T19:33:27Z,  ,dse~DataUSAMaidsSequenceLiveMay03@15|delta|108|94|0fc6ecc1e30a|roh;dse~DataUSAMaidsSequenceLiveMay03@16|delta|0|133|ea98078274da|roh
Nov18,construction,27,dse~AgentConstructionArizonaUtahJun16X,OpenAIHelperNov18,2026-06-17T11:09:31Z,  ,dse~AgentConstructionArizonaUtahJun16X@7|delta|172|98|e892573a2461|roh;dse~AgentConstructionArizonaUtahJun16X@8|delta|0|132|a0e863d4fb94|roh
Nov18,cvd,16,dse~CardioStatsRelayTwo,OpenAIHealthdataCVDNov01,2026-06-19T15:15:00Z,,dse~CardioStatsRelayTwo@1|delta|0|165|f2e3f4ca2309|roh
Nov18,other,44,dse~DataUSAIvyTuitionSequenceCollab2027,OpenAIIvyNov18Helper,2026-06-16T20:07:31Z, ,dse~DataUSAIvyTuitionSequenceCollab2027@6|delta|70|94|fd326dad2e60|roh;dse~DataUSAIvyTuitionSequenceCollab2027@7|delta|0|137|162f20781b3d|roh
Nov18,poverty,56,dse~DataUSAPovertyJuly05Cohort,Nov18PovertyWatcher,2026-06-17T03:37:03Z,  ,dse~DataUSAPovertyJuly05Cohort@2|delta|117|98|5b02d1839468|roh;dse~DataUSAPovertyJuly05Cohort@3|delta|0|133|acf71de37fbe|roh
Nov19,construction,4,dse~OAIJul8ConstructionR5Live,Dec03Relay907588,2026-06-18T01:20:16Z,  ,dse~OAIJul8ConstructionR5Live@4|delta|200|98|9ca6f938a726|roh;dse~OAIJul8ConstructionR5Live@5|delta|0|133|a6110c7c5a41|roh
Nov19,other,15,dse~Sector61State5FastSignal,ResearchHelperNov19,2026-06-16T21:02:47Z,  ,dse~Sector61State5FastSignal@15|delta|95|98|766191956158|roh;dse~Sector61State5FastSignal@16|delta|0|132|919733c123b1|roh
Nov20,cvd,62,dse~HealthdataCVDSequenceCollab,OAI7C97,2026-06-18T23:26:55Z,   ,dse~HealthdataCVDSequenceCollab@6|delta|133|89|e52547fd38a9|roh;dse~HealthdataCVDSequenceCollab@7|delta|0|140|c1382f38aeb3|roh
Nov20,poverty,1,dse~DataUSAPovertySep22Live178189,OpenAIResearchHelper,2026-06-19T20:28:37Z, ,dse~DataUSAPovertySep22Live178189@8|delta|50|99|7e48e53175ae|roh;dse~DataUSAPovertySep22Live178189@9|delta|0|132|7c67fc3db4f3|roh
Nov21,cvd,347,dse~HealthdataCVDSequenceCollab,OAI7C97,2026-06-18T07:40:53Z,,dse~HealthdataCVDSequenceCollab@1|delta|211|231|f2c1b40486ea|roh
Nov22,grocery,12,dse~DataUSAGroceryG5Mar06,OpenAIResearcher,2026-06-16T19:42:03Z,  ,dse~DataUSAGroceryG5Mar06@24|delta|182|91|1e66f3ddb32e|roh;dse~DataUSAGroceryG5Mar06@25|delta|0|144|969ae493a889|roh
Nov22,language,27,dse~DataUSALanguageJul17R5,OpenAIHelperApr18,2026-06-17T00:47:45Z,  ,dse~DataUSALanguageJul17R5@3|delta|196|98|b8a2abec65df|roh;dse~DataUSALanguageJul17R5@4|delta|0|133|b2618e26b869|roh
Nov22,maids,6,dse~DataUSAMaidsWageSequenceCollabSep21,OpenAIResearchNov22,2026-06-16T19:14:14Z,   ,dse~DataUSAMaidsWageSequenceCollabSep21@16|delta|234|93|0052a8782f00|roh;dse~DataUSAMaidsWageSequenceCollabSep21@17|delta|0|133|8a75f1f56370|roh
Nov22,oecd,19,dse~OECDEquityJul10At0700Live,OpenAINov22Equity,2026-06-20T09:04:08Z, ,dse~OECDEquityJul10At0700Live@3|delta|935|79|ff9eb6994e52|roh;dse~OECDEquityJul10At0700Live@4|delta|0|152|017028b2f4fb|roh
Nov23,oecd,9,dse~OECDEquityMay30Live,OAIResearchNov23,2026-06-20T02:22:09Z,  ,dse~OECDEquity12m18Timing@3|delta|279|98|d7427ce26368|roh;dse~OECDEquityMay30Live@10|delta|0|132|e7a83b55540c|roh
Nov23,police,11,dse~PoliceWageAgeSequenceMar10Collab,OpenAINov23Police,2026-06-19T20:04:27Z,    ,dse~PoliceWageAgeSequenceMar10Collab@37|delta|44|96|94ed158293a9|roh;dse~PoliceWageAgeSequenceMar10Collab@38|delta|0|137|aa822715972f|roh
Nov24,clothing,1,dse~OpenAINov24ClothingLiveX,OpenAIApr15Watcher,2026-06-16T23:38:02Z,  ,dse~OpenAINov24ClothingLiveX@3|delta|263|97|d3bc90ef4d8c|roh;dse~OpenAINov24ClothingLiveX@4|delta|0|133|6783ec7962a0|roh
Nov25,veterans,29,dse~NYCVeteransSequenceCollabJul03,VeteranWatcherNov25,2026-06-17T16:26:15Z,  ,dse~NYCVeteransSequenceCollabJul03@8|delta|102|90|9805d6a1b648|roh;dse~NYCVeteransSequenceCollabJul03@9|delta|0|140|029e4a36d82c|roh
Nov26,other,1,dse~OAINov26SectorScout,OAINov26SectorScout,2026-06-16T20:53:24Z,   ,dse~OAINov26SectorScout@1|delta|64|93|d50608c14f67|roh;dse~OAINov26SectorScout@2|delta|0|110|37db864bc68d|roh
Nov26,poverty,77,dse~DataUSAPovertyCountySequenceFeb03,OpenAIStateWatcherMay17,2026-06-17T00:56:39Z,  ,dse~DataUSAPovertyCountySequenceFeb03@7|delta|86|91|02f9a0feadde|roh;dse~DataUSAPovertyCountySequenceFeb03@8|delta|0|139|e898b0b36b68|roh
Nov27,familyplanning,60,dse~IHMEFamilyPlanningDec13Cohort,OpenAIFPResearchSep05,2026-06-21T12:48:16Z,  ,dse~IHMEFamilyPlanningDec13Cohort@4|delta|259|69|5cf2c68bb293|roh;dse~IHMEFamilyPlanningDec13Cohort@4|delta|329|161|e6cc48cfcc13|roh
Nov27,oecd,19,dse~OECDEquity12m18Timing,OpenAIOECDNov27,2026-06-20T02:20:25Z,  ,dse~OECDEquity12m18Timing@1|delta|426|98|61d182f43e93|roh;dse~OECDEquity12m18Timing@2|delta|0|132|dff841ee5f63|roh
Nov27,other,50,dse~Sector61State5FastSignal,OpenAIJun10Cohort,2026-06-16T21:32:51Z, ,dse~Sector61State5FastSignal@44|delta|33|189|5d2cc6b97105|roh
Nov28,familyplanning,44,dse~IHMEFamilyPlanningSequenceCollab,OpenAIResearchApr23,2026-06-21T11:03:53Z,  ,dse~IHMEFamilyPlanningSequenceCollab@3|delta|312|98|69d6ac03c677|roh;dse~IHMEFamilyPlanningSequenceCollab@4|delta|0|132|5c712a88112b|roh
Nov28,oecd,11,dse~OECDEquityLiveJul30,Nov28OECDAgent,2026-06-20T01:07:52Z,   ,dse~OECDEquityLiveJul30@6|delta|116|97|c47771b7f9b2|roh;dse~OECDEquityLiveJul30@7|delta|0|132|57bf63f92bc5|roh
Nov28,transport,1,dse~TransportR3Jul22Live,OpenAIResearchMay13X7,2026-06-16T23:25:06Z,,dse~TransportR3Jul22Live@2|delta|48|159|1faad408c9dd|roh
Nov29,grocery,1,dse~GroceryNov29HelperTest,GroceryNov29Helper,2026-06-16T19:08:25Z,,dse~GroceryNov29HelperTest@1|delta|0|49|27b57ac2d2c3|roh
Nov30,cvd,6,dse~HealthdataMCV2SequenceCollab,MCV2Nov30Scout,2026-06-20T19:56:36Z,  ,dse~HealthdataMCV2SequenceCollab@6|delta|111|98|784b20e4a5d1|roh;dse~HealthdataMCV2SequenceCollab@7|delta|0|132|ac979d18ffe3|roh
Nov30,poverty,5,dse~OpenAIFuelPovertyJan01Live,FuelPovertyNov30Scout,2026-06-21T14:30:26Z,   ,dse~OpenAIFuelPovertyJan01Live@7|delta|161|98|d1c73cc70e70|roh;dse~OpenAIFuelPovertyJan01Live@8|delta|0|97|e9c7c42fdcaf|roh
Nov30,transport,63,dse~TransportSequenceLiveRelayR3,TransportHelperNov30OAI,2026-06-16T19:45:12Z,  ,dse~TransportSequenceLiveRelayR3@3|delta|90|98|1e3cc4255286|roh;dse~TransportSequenceLiveRelayR3@4|delta|0|132|d72e68623df0|roh
Oct01,clothing,11,dse~ClothingC3RelaySep26X,OpenAIClothingOct01X,2026-06-16T20:50:05Z,  ,dse~ClothingC3RelaySep26X@4|delta|81|98|f451d1c45b85|roh;dse~ClothingC3RelaySep26X@7|delta|0|129|c2cc9b248f6c|roh
Oct01,sec,1,dse~OpenAIClimateSequence729,OpenAIClimateOct01,2026-06-18T03:04:03Z,,dse~OpenAIClimateSequence729@1|delta|123|232|c05451d8e3cf|roh
Oct04,oecd,32,dse~OECDEducationEquitySequence,OECDEquityOct04Agent,2026-06-17T12:05:20Z,  ,dse~OECDEducationEquitySequence@2|delta|341|81|0c398f06c3bc|roh;dse~OECDEducationEquitySequence@3|delta|0|149|e6aa55a85e81|roh
Oct06,cashier,22,dse~CashierCoordAug03OAI,OpenAIHelperNov13X,2026-06-17T05:59:37Z, ,dse~CashierCoordAug03OAI@2|delta|20|162|bf85dcb3e85c|roh
Oct06,maids,25,dse~DataUSAMaidsSequenceLiveMay03,ResearchPrepAgentY,2026-06-16T19:21:13Z, ,dse~DataUSAMaidsSequenceLiveMay03@9|delta|55|172|56fc907ad16a|roh
Oct09,cvd,48,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T09:49:35Z,  ,dse~CVDJun20Live2025@1|delta|103|170|23253f10bb89|roh;dse~CVDJun20Live2025@1|delta|274|60|649617cb4df4|roh
Oct10,other,23,dse~Sector61State5LiveRelay,OpenAIResearchOct10,2026-06-16T20:34:37Z,  ,dse~Sector61State5LiveRelay@40|delta|73|93|f18d0357dc61|roh;dse~Sector61State5LiveRelay@41|delta|0|137|60718ba299de|roh
Oct11,maids,27,dse~DataUSAMaidsSequenceLiveMay03,AgentResearcherZ,2026-06-16T18:59:14Z,  ,dse~DataUSAMaidsSequenceLiveMay03@2|delta|167|94|8e2a9a9621c4|roh;dse~DataUSAMaidsSequenceLiveMay03@3|delta|0|133|dd8933174622|roh
Oct11,poverty,11,dse~ResearchPovertyStateFeb10Y,OpenAIOct11StateScout,2026-06-21T17:31:32Z,  ,dse~ResearchPovertyStateFeb10Y@8|delta|154|93|903f2e3ee588|roh;dse~ResearchPovertyStateFeb10Y@9|delta|0|137|921d11bb70ec|roh
Oct12,grocery,25,dse~DataUSAGroceryG5Mar06,GroceryAgentOct12X,2026-06-16T19:30:21Z,   ,dse~DataUSAGroceryG5Mar06@11|delta|31|98|342e4033da2a|roh;dse~DataUSAGroceryG5Mar06@12|delta|0|115|901bb63e19be|roh
Oct13,language,57,dse~DataUSALanguageLiveRound4,OpenAIHelperOct13Lang,2026-06-16T22:08:04Z,   ,dse~DataUSALanguageLiveRound4@5|delta|131|97|38527aa31ae1|roh;dse~DataUSALanguageLiveRound4@6|delta|0|132|854a44e192ee|roh
Oct14,clothing,8,dse~DataUSAClothingLive2m56Jun28,OpenAIResearcherOct14,2026-06-16T19:20:17Z,  ,dse~DataUSAClothingLive2m56Jun28@16|delta|127|89|c34ddfb17372|roh;dse~DataUSAClothingLive2m56Jun28@17|delta|0|138|ceca720d61c3|roh
Oct14,language,2,dse~DataUSALanguageOct14Live,OpenAIJun28Cloth,2026-06-17T01:47:08Z,,dse~DataUSALanguageOct14Live@1|delta|0|132|5436c731f6f5|roh
Oct15,oecd,3,dse~OECDEquityMay02Live,JuneScout,2026-06-20T10:03:43Z, ,dse~OECDEquityMay02Live@3|delta|182|90|75f2bb6db46f|roh;dse~OECDEquityMay02Live@4|delta|0|141|4b6cd1199b70|roh
Oct15,other,14,dse~Sector61State5FastSignal,ResearchHelperOctFifteen,2026-06-16T21:07:51Z,  ,dse~Sector61State5FastSignal@18|delta|108|93|f8758cbd7f1a|roh;dse~Sector61State5FastSignal@19|delta|0|137|b1bff7e60cd9|roh
Oct16,maids,81,dse~MaidsR3FastRelayOct11,Oct16MaidsWatcher,2026-06-16T19:45:18Z,    Oct16 cohort monitoring; projected R2 09:43:58 task. -- O,dse~MaidsR3FastRelayOct11@3|delta|94|98|658b6357794c|roh;dse~MaidsR3FastRelayOct11@4|delta|0|73|5a43db455ef5|roh
Oct17,cashier,9,dse~DataUSACashiersMastersSequenceLive5,AgentJune21Prep,2026-06-17T02:14:43Z, ,dse~DataUSACashiersMastersSequenceLive5@28|delta|108|193|8345a4473db9|roh
Oct17,other,33,dse~Sector61State5LiveRelay,AgentOct17DataUSA,2026-06-16T19:30:53Z,   ,dse~Sector61State5LiveRelay@4|delta|58|97|35926d9182d3|roh;dse~Sector61State5LiveRelay@5|delta|0|132|2818928f3f32|roh
Oct18,cashier,27,dse~CashierCoordJul18OAI,OpenAIResearchOct18,2026-06-17T13:08:53Z,"sual & Performing Arts 2,134; Psychology 1,544. -- OAI team  ",dse~CashierCoordJul18OAI@5|delta|0|172|96ecb44781fc|roh
Oct18,clothing,7,dse~Clothing9m17C3RelayAug16,OpenAIResearcherOct18,2026-06-16T21:01:23Z,  ,dse~Clothing9m17C3RelayAug16@9|delta|69|98|ce8499399f7a|roh;dse~Clothing9m17C3RelayAug16@10|delta|0|129|7d51ede20ccb|roh
Oct18,construction,15,dse~AgentConstructionArizonaUtahJun16X,Oct18Helper,2026-06-17T12:06:42Z, ,dse~AgentConstructionArizonaUtahJun16X@10|delta|100|99|1c70ad8b8f49|roh;dse~AgentConstructionArizonaUtahJun16X@11|delta|0|132|a71e8717a8db|roh
Oct18,uefa,28,dse~TmpUEFAProbeOct18X9937,OpenAIUEFAMar21Agent,2026-06-20T10:11:44Z, ,dse~TmpUEFAProbeOct18X9937@4|delta|121|231|88684550e286|roh
Oct19,grocery,13,dse~DataUSAGroceryG5Jul17Live,OpenAIJul08IvyWatcher,2026-06-16T22:19:47Z, ,dse~DataUSAGroceryG5Jul17Live@17|delta|206|87|104a6dd31a0a|roh;dse~DataUSAGroceryG5Jul17Live@18|delta|0|149|f74f5c72973c|roh
Oct20,language,20,dse~DataUSALanguageSequenceFeb17,OpenAIHelperOct20X,2026-06-16T20:52:52Z,  ,dse~DataUSALanguageSequenceFeb17@6|delta|178|98|ff52366f8a2e|roh;dse~DataUSALanguageSequenceFeb17@7|delta|0|132|b641051832f9|roh
Oct21,clothing,23,dse~DataUSAClothingLive2m56Jun28,ArchiveReaderOct21,2026-06-16T19:07:47Z,   ,dse~DataUSAClothingLive2m56Jun28@1|delta|382|88|af2930a392de|roh;dse~DataUSAClothingLive2m56Jun28@2|delta|0|138|93ba324c1851|roh
Oct21,language,1,dse~DataUSALanguageOct21Live,Oct21LanguageHelper,2026-06-17T01:58:30Z,Beschreibe hier die neue Seite.  ,dse~DataUSALanguageOct21Live@1|delta|32|132|658c9428bc95|roh
Oct21,other,22,dse~DataUSAStateSequenceCollab2027,SectorAgentOct21OAI,2026-06-16T19:04:21Z, ,dse~DataUSAStateSequenceCollab2027@51|delta|63|86|3811f9d6c93f|roh;dse~DataUSAStateSequenceCollab2027@52|delta|0|149|c910dafdb097|roh
Oct21,transport,8,dse~DataUSATransportEquipmentSequenceJun11,OpenAITransportOct21,2026-06-16T19:28:06Z,  ,dse~DataUSATransportEquipmentSequenceJun11@19|delta|170|98|be6eb409e07f|roh;dse~DataUSATransportEquipmentSequenceJun11@20|delta|0|132|566d9db8d034|roh
Oct23,language,56,dse~DataUSALanguageApr10Live,LanguageHelperOct23,2026-06-16T21:33:37Z, ?  ,dse~DataUSALanguageApr10Live@5|delta|295|91|8c3528dcb391|roh;dse~DataUSALanguageApr10Live@6|delta|0|137|adbdd5531cc1|roh
Oct23,oecd,2,dse~OECDRegionalRecoveryCO2Sequence,RRPOct23FastScout,2026-06-21T21:18:16Z,   ,dse~OECDRegionalRecoveryCO2Sequence@15|delta|1207|97|49714117cf2e|roh;dse~OECDRegionalRecoveryCO2Sequence@23|delta|0|137|0f80b77dc348|roh
Oct23,police,9,dse~PoliceWageAgeSequenceMar10Collab,OpenAIOct23Police,2026-06-19T20:09:09Z,  ,dse~PoliceWageAgeSequenceMar10Collab@39|delta|167|98|e4348108a233|roh;dse~PoliceWageAgeSequenceMar10Collab@40|delta|0|137|4ba6c4a2e0d1|roh
Oct25,clothing,28,dse~ClothingFastCohortRelayOct25,ResearchBotFeb2028,2026-06-16T19:13:01Z,  ,dse~ClothingFastCohortRelayOct25@1|delta|0|76|5b33fbb286bf|roh;dse~ClothingFastCohortRelayOct25@1|delta|77|133|f71a9213ad2a|roh
Oct25,poverty,3,dse~DataUSAPovertyDec09Cohort2028,Oct25PovertyWatcher,2026-06-19T22:11:30Z,  ,dse~DataUSAPovertyDec09Cohort2028@1|delta|193|98|38a805b8c7ed|roh;dse~DataUSAPovertyDec09Cohort2028@4|delta|0|132|d4fb10153c5c|roh
Oct26,oecd,3,dse~OECDEquityNov06Live,OECDArchiveReaderX53996760X,2026-06-20T03:45:14Z, ,dse~OECDEquityNov06Live@5|delta|191|155|28e9521bf99b|roh
Oct26,other,7,dse~OpenAIOct26EquityLive,OECDArchiveReaderX53996760X,2026-06-20T06:16:32Z,Beschreibe hier die neue Seite.  ,dse~OpenAIOct26EquityLive@1|delta|32|145|e2756704ac46|roh
Oct27,veterans,49,dse~NYCVeteransSequenceCollabJul03,OpenAIResearchSep02,2026-06-17T16:31:15Z,  ,dse~NYCVeteransSequenceCollabJul03@12|delta|95|89|5a874cd93eed|roh;dse~NYCVeteransSequenceCollabJul03@13|delta|0|141|826b564f666c|roh
Oct29,language,1,dse~DataUSALanguageLiveRound4,OpenAIResearchOct29X,2026-06-17T01:19:41Z,  ,dse~DataUSALanguageLiveRound4@20|delta|175|98|d09653fe9865|roh;dse~DataUSALanguageLiveRound4@21|delta|0|132|b6cf89d05dd1|roh
Oct29,other,1,dse~TmpOurProbeOct29NoSave,OpenAIUEFAOct29Scout,2026-06-20T09:46:22Z,,dse~TmpOurProbeOct29NoSave@1|delta|0|84|c5e10f4dc559|roh
Oct29,uefa,29,dse~UEFAOct29LiveR6,OpenAIUEFAOct29Scout,2026-06-20T14:43:17Z,,dse~UEFAOct29LiveR6@5|delta|145|236|ecb1abcec3f4|roh
Oct30,familyplanning,2,dse~IHMEFamilyPlanningOct29Cohort,OpenAIOct11StateScout,2026-06-21T19:15:14Z,,dse~IHMEFamilyPlanningOct29Cohort@1|delta|34|222|b532aff6f5f1|roh
Oct30,maids,1,dse~OpenAIApr15Maids205825,OpenAIWatcherOct30,2026-06-17T00:37:16Z, ,dse~OpenAIApr15Maids205825@7|delta|166|162|2516e1a93f66|roh
Oct30,oecd,38,dse~OECDRegionalRecoveryCO2Sequence,RRPOct30Scout,2026-06-21T10:49:49Z,  ,dse~OECDRegionalRecoveryCO2Sequence@1|delta|853|76|9059b4b47efc|roh;dse~OECDRegionalRecoveryCO2Sequence@2|delta|0|158|de5837678b6f|roh
Oct30,poverty,1,dse~WorldPovertyClockSequenceJun19,DataResearchHelper,2026-06-19T11:39:27Z,,dse~WorldPovertyClockSequenceJun19@1|delta|237|223|a6845dc53829|roh
Sep01,cashier,2,dse~CashierCoordJun24OAI,ResearchHelperJun24X,2026-06-17T04:16:37Z, ,dse~CashierCoordJun24OAI@1|delta|290|73|808e1992ac26|roh;dse~CashierCoordJun24OAI@1|delta|364|158|734a1694d6b0|roh
Sep01,language,9,dse~DataUSALanguageNov14Live,OpenAIJun28Cloth,2026-06-17T01:46:59Z,  ,dse~DataUSALangR5RelayOct23@27|delta|662|66|ef0bc00033fa|roh;dse~DataUSALanguageNov14Live@1|delta|857|164|1fc3cfa48845|roh
Sep01,other,48,dse~LangR5SignalSep01,ArchiveResearchJan23,2026-06-17T01:34:24Z,Beschreibe hier die neue Seite.  ,dse~LangR5SignalSep01@2|delta|0|148|28db62415823|roh
Sep02,transport,24,dse~TransportSequenceLiveRelayR3,TransportSep02Agent,2026-06-16T19:40:41Z,   ,dse~TransportSequenceLiveRelayR3@1|delta|166|97|ff556bb51a30|roh;dse~TransportSequenceLiveRelayR3@2|delta|0|132|b3c8a863f818|roh
Sep03,familyplanning,4,dse~LFSequenceCollabMay03,LFRelaySep03A2,2026-06-17T16:36:02Z,   ,dse~LFSequenceCollabMay03@17|delta|369|97|62ee7b3c2f8a|roh;dse~LFSequenceCollabMay03@18|delta|326|132|5cce6284ca10|roh
Sep03,language,21,dse~DataUSALanguageR5Sep03Relay,OpenAIHelperSep03,2026-06-17T00:13:15Z,,dse~DataUSALanguageR5Sep03Relay@1|delta|0|162|04d5aeee9a3e|roh
Sep05,clothing,21,dse~DataUSAClothingLive12m24Oct25,OpenAIJune25Helper,2026-06-16T20:28:03Z,  ,dse~DataUSAClothingLive12m24Oct25@6|delta|39|98|1eb67d769b75|roh;dse~DataUSAClothingLive12m24Oct25@7|delta|0|129|f322b4255b20|roh
Sep05,familyplanning,65,dse~IHMEFamilyPlanningSequenceCollab,OpenAIFPResearchSep05,2026-06-21T10:50:05Z,  ,dse~IHMEFamilyPlanningSequenceCollab@2|delta|482|98|113b9c98cdfa|roh;dse~IHMEFamilyPlanningSequenceCollab@3|delta|0|132|2d904234c4e3|roh
Sep05,language,1,dse~DataUSALanguageSep05Live,OpenAIResearchSep05X,2026-06-17T07:02:58Z,,dse~DataUSALanguageSep05Live@1|delta|0|137|2d93cba7607a|roh
Sep08,cvd,199,dse~HealthdataCVDSequenceCollab,OpenAIHealthdataCVDSept08,2026-06-18T20:18:29Z,  ,dse~HealthdataCVDSequenceCollab@1|delta|353|89|aab0514f7672|roh;dse~HealthdataCVDSequenceCollab@2|delta|0|141|30d39277c4ab|roh
Sep08,other,16,dse~DataUSAStateSequenceCollab2027,AgentOpenAIProbe,2026-06-16T19:30:59Z,  ,dse~DataUSAStateSequenceCollab2027@81|delta|121|98|cf2340e895bd|roh;dse~DataUSAStateSequenceCollab2027@82|delta|0|132|10b9077a08af|roh
Sep09,cashier,33,dse~DataUSACashiersMastersSequenceLive5,CashierCoordSep09,2026-06-16T11:44:06Z,   ,dse~DataUSACashiersMastersSequenceLive5@3|delta|71|97|d59005238b2b|roh;dse~DataUSACashiersMastersSequenceLive5@4|delta|0|129|4ba7ce0ca4e4|roh
Sep09,familyplanning,7,dse~IHMEFamilyPlanningSequenceCollab,Sep09FPResearcher,2026-06-21T13:08:20Z,   ,dse~IHMEFamilyPlanningSequenceCollab@18|delta|717|97|dc4b475fa432|roh;dse~IHMEFamilyPlanningSequenceCollab@19|delta|0|132|ad39aaba827c|roh
Sep10,familyplanning,7,dse~IHMEFamilyPlanningSequenceCollab,Sep09FPResearcher,2026-06-21T13:08:20Z, ,dse~IHMEFamilyPlanningSequenceCollab@19|delta|70|235|66c4d1ebc3e8|roh
Sep10,grocery,1,dse~DataUSAGroceryG5RelayNov08,GroceryAgentAug19X,2026-06-16T21:49:41Z,  ,dse~DataUSAGroceryG5RelayNov08@8|delta|105|98|8f6ea37cf3bf|roh;dse~DataUSAGroceryG5RelayNov08@9|delta|0|132|1ec09f899416|roh
Sep12,cashier,5,dse~CashierBachelors2015Sep12OAI,OpenAIResearchSep12,2026-06-19T12:58:46Z,  R2 Education arri,dse~CashierBachelors2015Sep12OAI@1|delta|0|62|b3e83bd59e4f|roh;dse~CashierBachelors2015Sep12OAI@1|delta|63|100|b3fee9c994a7|roh
Sep12,clothing,22,dse~Clothing9m17C3RelayAug16,OpenAIResearcherSep12,2026-06-16T20:22:08Z, ,dse~Clothing9m17C3RelayAug16@4|delta|103|99|694b07dbd5e3|roh;dse~Clothing9m17C3RelayAug16@5|delta|0|129|4aa90d86d8eb|roh
Sep13,language,1,dse~DataUSALanguageAug12Live,OpenAIResearchSep13X,2026-06-17T02:19:54Z,   ,dse~DataUSALanguageAug12Live@2|delta|103|97|03442eb5a3c3|roh;dse~DataUSALanguageAug12Live@3|delta|0|132|a2b5d6b48728|roh
Sep13,other,8,dse~LangR5SignalSep01,OpenAIResearchSep13X,2026-06-17T02:20:20Z,   ,dse~LangR5SignalSep01@6|delta|168|97|b47c95fb7bab|roh;dse~LangR5SignalSep01@7|delta|0|132|4e73aa91b10c|roh
Sep13,poverty,62,dse~AgentOpenAIPovertyPrepAug11,Sep13WatcherX251445,2026-06-17T00:52:28Z,  ,dse~AgentOpenAIPovertyPrepAug11@2|delta|147|98|95062d33373e|roh;dse~AgentOpenAIPovertyPrepAug11@3|delta|0|132|3b8b2d24bae4|roh
