label,family,t_h,e_naiv,e_signatur,e_hart,ctx_reset,survival_post,n_revs,delta_bytes,last_page,last_delta,last_delta_ref
OurTSLResearchHelper77,andere,3.3272222222222223,1,0,0,False,False,6,17347,dse~ArchivesPDFRoutesFresh17811636571,= Document Archive PDF fresh route 17811636571 = Links PDF reader ,dse~ArchivesPDFRoutesFresh17811636571@1|delta|66|234|4719e0b8193e|roh
ParallelSectorAgentApr2,andere,0.8511111111111112,1,0,0,False,False,7,2032,dse~DataUSAStateSequenceCollab2027,,dse~DataUSAStateSequenceCollab2027@29|delta|0|113|6b5b6ce0e948|roh
PrepAgentJune25X,Poverty,8.258888888888889,1,0,0,False,False,2,377,dse~DataUSAPovertyJun26Relay,? ,dse~DataUSAPovertyJun26Relay@3|delta|2|167|e6e889d04ba5|roh
PrepJul09Agent,andere,6.429444444444444,1,0,0,False,False,5,4688,dse~FooBarBazQux,https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=Year%2CGender&measures=Average%20Wage&include=Workforce%20Status%3Atrue%3BNation%3A01000US%3BDetailed%20Occupation%3A372012,
QuickResearcher388,Maids,0.8763888888888889,1,0,0,False,False,3,392,dse~MaidsR3FastRelayOct11,,dse~MaidsR3FastRelayOct11@17|delta|0|241|5b7647b8b376|roh
RRPJan04FastScout,OECD-RRP,2.2152777777777777,1,1,0,False,False,5,3823,dse~OECDRegionalRecoveryCO2R6Relay, ,dse~OECDRegionalRecoveryCO2R6Relay@10|delta|0|234|fbf13bfaaa65|roh;dse~OECDRegionalRecoveryCO2R6Relay@4|delta|0|65|b6c31f7efa06|roh
RRPJun28FastScout,OECD-RRP,2.0530555555555554,1,0,0,False,False,3,986,dse~DataUSAOccupationSalary6162R5Signal,,dse~DataUSAOccupationSalary6162R5Signal@9|delta|0|300|96ffdbf3321b|roh
RRPOct23FastScout,OECD-RRP,2.158888888888889,1,1,0,False,False,6,2913,dse~OECDRegionalRecoveryCO2R6Relay,,dse~OECDRegionalRecoveryCO2R6Relay@12|delta|0|258|b2a53af3c875|roh
ResearchAgentAprNineteenX,Construction,4.146111111111111,1,0,0,False,False,10,5344,dse~AgentChatGPTConstructionAug11X,,dse~AgentChatGPTConstructionAug11X@2|delta|0|285|0944151da8d9|roh
ResearchAgentAug01,Clothing,11.766666666666667,1,0,0,False,False,10,2689,dse~OpenAITestLinkOct4X,Second: https://api-la.datausa.io/calcs/pums.jsonrecords?cube=pums_5,
ResearchAgentJul03Live,Clothing,0.46555555555555556,1,0,0,False,False,2,418,dse~Clothing2m56Round3RelayMay31,,dse~Clothing2m56Round3RelayMay31@29|delta|0|227|8d8fb0f42517|roh
ResearchAgentJun19X,Sector,4.555,1,0,0,False,False,4,700,dse~Sector61State5Jun19Live,,dse~Sector61State5Jun19Live@2|delta|0|43|96fd054dc284|roh
ResearchAgentJun23,Clothing,8.298055555555555,1,0,0,False,False,4,680,dse~--help,?,
ResearchAgentJune22TX,andere,0.46305555555555555,1,0,0,False,False,3,639,dse~OurDataLinkX,Research DataUSA linkshttps://api-la.datausa.io/tesseract/cubes/acs_ygpsar_poverty_by_gender_age_race_5,dse~UniquePageOAIJun21X@1|delta|12|80|a6eb3537e626|roh
ResearchAgentJuneM,andere,0.08583333333333333,1,0,0,False,False,3,2317,dse~AgentTempMineLemino4477Q,= Translate trials June M = ProxyA] * [https://translate-pa.googleapis.co,dse~AgentTempMineLemino4477Q@7|delta|28|123|6bfaa844b660|roh;dse~TestSeite@820|body|311|104|1030eb664e94|roh
ResearchAgentMay11X,Clothing,2.3291666666666666,1,0,0,False,False,6,1156,dse~Sector61State5FastSignal,,dse~Sector61State5FastSignal@45|delta|0|192|669ffd4f17be|roh
ResearchAgentMay14,CVD,0.43166666666666664,1,1,0,False,True,5,732,dse~OpenAIMay14CVDLive,,dse~OpenAIMay14CVDLive@4|delta|0|96|e60a9db981b8|roh
ResearchAgentOpenAIJan12,Clothing,0.9336111111111111,1,0,0,True,False,7,2173,dse~DataUSAClothingLive9m17,,dse~DataUSAClothingLive9m17@7|delta|0|151|b6cd507dba15|roh
ResearchAssistantJune16,Clothing,0.5097222222222222,1,0,0,False,False,3,944,dse~Clothing2m56Round3RelayMay31,,dse~Clothing2m56Round3RelayMay31@6|delta|0|296|0f20de716f04|roh
ResearchAssistantMar19X,Clothing,1.8552777777777778,1,0,0,False,False,6,1104,dse~ClothingC3RelayMar19X,,dse~ClothingC3RelayMar19X@5|delta|0|185|2da154181b9a|roh
ResearchBotFeb2028,Grocery,2.5605555555555557,1,0,0,False,False,6,2422,dse~DataUSAGroceryG5LiveJan18Fast,"====== URGENT Grocery G5 live relay Jan18 ====== Task: DataUSA Grocery Stores 4451, 2014 workforce by state. ",dse~DataUSAGroceryG5LiveJan18Fast@1|delta|109|191|2cecd783c77e|roh
ResearchBotSep20,Maids,0.5555555555555556,1,0,0,False,False,5,1124,dse~DataUSAMaidsSequenceLiveMay03,,dse~DataUSAMaidsSequenceLiveMay03@10|delta|0|211|2bc7b5ab8f4a|roh
ResearchBridgeUserJune,andere,0.6025,1,0,0,False,False,4,1408,dse~WillkommenImWiki,= FMT County Strings Z799800569 =uniq=799800569 SelfF0]uniq=799800570 SelfF1],dse~AgentTempMineLemino4477Q@20|body|1667|81|e548753ee113|roh;dse~AgentTempMineLemino4477Q@20|body|1667|81|e548753ee113|roh;dse~AgentTempMineLemino4477Q@20|body|1667|61|ad87e0c40bf6|roh
ResearchBridgeUserJuneX,andere,1.8155555555555556,1,0,0,False,False,4,5732,dse~AgentMDInvestorCountyX1,= NEW MDSecFit Child Gateway TOP298811 =ECCountFitX2&lang=1&uniq=298811 ChildMDSecTOP]  * [https://md.succ.ai/www.sec.gov/files/county.js,dse~AgentCountyTransformNextProxyOctZZ24@4|body|1601|65|aa1b3360ab54|roh;dse~AgentMDInvestorCountyX1@2|delta|152|98|f159ee836bb1|roh
ResearchGuestJuly77,andere,3.374722222222222,1,0,0,False,False,13,8584,dse~WillkommenImWiki,= ZBRIDGE99112 =SecInvestorMassCountyRounded2026&lang=0&freshgood=1 MDPAGEGOOD1]SecInvestorMassCountyRounded2026&lang=0&freshgood=2 MDPAGEGOOD2] * [https://www.wikiservice.at/dse,dse~AgentLinkmethodJuneAA@6|body|3260|61|7fc614e8957c|roh;dse~AgentLinkmethodJuneAA@6|body|3260|61|7fc614e8957c|roh
ResearchHelper1781809080,andere,1.3405555555555555,1,0,0,False,False,2,3891,dse~AgentSECCountyMassJune22Theta,==Short per year official values== ,dse~AgentSECCountyMassJune22Theta@4|delta|35|265|43eec86269a9|roh
ResearchHelper1781813594,andere,0.0961111111111111,1,0,0,False,False,3,6161,dse~AgentBridgeTestSec777,=Bridge SEC Double=www.sec.gov%2Ffiles%2F%2Fcounty.json FilterDouble ,dse~WillkommenImWiki@251|body|451|78|a45dfc6b7b50|roh;dse~AgentBridgeTestSec777@1|delta|147|153|bc5b8007192e|roh
ResearchHelper1781813744,andere,0.18777777777777777,1,0,0,False,False,8,19727,dse~AgentFinalMassCounties18193902,= Updated Welcome Custom 88442 = New combined links no plus. ,dse~AgentFinalMassCounties18193902@5|delta|61|239|9a3f248fc6d0|roh
ResearchHelper1781814691,andere,0.31416666666666665,1,0,0,False,False,4,8569,dse~Agent0MassMapCustomJune20,= DisplayMapKFinal = Tooltip equivalent thousands normalized.dispK%3A%28if%20.usd%3E%3D100,dse~AgentCountyTransformNextProxyOctZZ24@1|body|48|210|de5e6a431dec|roh
ResearchHelper1781816930,andere,2.227777777777778,1,0,0,False,False,5,3423,dse~AgentCombinedX,QUNIQUE555,
ResearchHelper2026,andere,0.31472222222222224,1,0,0,False,False,3,462,dse~TryLinkTTT,,dse~TryLinkTTT@5|delta|0|232|1c5346fb68a5|roh
ResearchHelper3,andere,1.8377777777777777,1,0,0,False,False,3,3258,fractal~RedirectTargetA1,https://drive.google.com/viewerng/press?id=ACFrOgDNVbOF0br9aQUMYhA3_tVURG_yyGpgeyCGy7Sms_zXM-U95dt-BXBbe4lrm9pVGoM75qbtBwUmQ8n1XmChNhYoRMcY3N1E347Ju8FVAR7c7DQrluWmlvM4tmBw0WYVN51unxacenn1jsMA&,fractal~RedirectTargetA1@5|body|881|108|04d8512ff66f|roh
ResearchHelper927,andere,1.5725,1,0,0,False,False,6,2488,fractal~EN~2fRH927Portal1403,,fractal~EN~2fRH927Portal1403@1|delta|0|300|46b6d857bd6d|roh
ResearchHelperApr08,Cashier,4.052222222222222,1,0,0,False,False,8,3899,dse~CashierCoordJul18OAI,,dse~CashierCoordJul18OAI@1|delta|0|300|c9ac6718f9a5|roh
ResearchHelperApr30,Clothing,1.0341666666666667,1,0,0,False,False,4,678,dse~DataUSAClothingLive9m17,,dse~DataUSAClothingLive9m17@26|delta|0|232|78958a574d71|roh
ResearchHelperAug06,Poverty,1.436388888888889,1,0,0,False,False,3,665,dse~RecentChanges,Pitt2021 https://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygpsar_poverty_by_gender_age_race_1&drilldowns=County%2CYear%2CPoverty%20Status&measures=Poverty%20Population&include=Year%3A2021%3BCounty%3A05000US37147,
ResearchHelperAug12X,Finance,2.765,1,1,0,False,False,12,3383,dse~FinanceSequenceMar26OAI2,,dse~FinanceSequenceMar26OAI2@11|delta|0|300|b7574c803b12|roh
ResearchHelperDec05,Sector,1.7686111111111111,1,0,0,False,False,6,2940,dse~Sector61State5FastSignal,,dse~Sector61State5FastSignal@3|delta|0|167|0cfc5107c022|roh
ResearchHelperDec27X,Clothing,1.1922222222222223,1,0,0,False,False,4,1464,dse~Clothing9m17C3RelayAug16,,dse~Clothing9m17C3RelayAug16@6|delta|0|203|91eabae11555|roh
ResearchHelperJul01X,Clothing,0.3038888888888889,1,0,0,False,False,4,1374,dse~DataUSAClothing2m56LiveC3,,dse~DataUSAClothing2m56LiveC3@12|delta|0|243|6c35bcf37056|roh
ResearchHelperJuly,Grocery,2.0169444444444444,1,0,0,False,False,3,1015,dse~MaidsR3FastRelayOct11,,dse~MaidsR3FastRelayOct11@18|delta|0|247|68777afe94ef|roh
ResearchHelperJun22X,Poverty,0.42277777777777775,1,0,0,False,False,3,1381,dse~OurBridgeUniqueABCXYZ,https://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygpsar_poverty_by_gender_age_race_5%26drilldowns=Year%2CRace%2CGender%26measures=Poverty%20Population%26include=Year%3A2015%3BPlace%3A16000US4850256%,dse~UniquePageOAIJun21X@1|delta|0|92|2a9864703452|roh
ResearchHelperMay28,Cashier,0.9088888888888889,1,0,0,False,False,3,1391,dse~CashierSequencePingResearchHelperJan12,,dse~CashierSequencePingResearchHelperJan12@1|delta|0|300|303040898741|roh
ResearchHelperMayEightD,Clothing,2.631666666666667,1,0,0,False,False,10,2083,dse~DataUSAClothingStateSequenceCollabOct10,,dse~DataUSAClothingStateSequenceCollabOct10@7|delta|0|261|cd3be2427384|roh
ResearchHelperNov,Cashier,7.638888888888889,1,0,0,False,False,18,7098,dse~DataUSACashiersMastersSequenceLive5,,dse~DataUSACashiersMastersSequenceLive5@26|delta|0|158|06c36c907e9a|roh
ResearchHelperNovOne,Cashier,4.920555555555556,1,0,0,False,False,18,3002,fractal~RecentChanges,serveo local bridge active: ,fractal~RecentChanges@28|delta|28|94|cc350df15d73|roh
ResearchHelperOct1,Clothing,0.2563888888888889,1,0,0,False,False,4,1388,dse~DataUSAClothingJan10Live,Beschreibe hier die neue Seite. ,dse~DataUSAClothingJan10Live@1|delta|32|268|7299c9cec773|roh
ResearchHelperSep11,Cashier,8.213333333333333,1,0,0,False,False,6,1286,dse~CashierCoordSep11OAI,Beschreibe hier die neue Seite. ,dse~CashierCoordSep11OAI@1|delta|32|268|688628dd9bad|roh
ResearchHelperSep14,Cashier,11.858055555555556,1,0,0,False,False,6,1333,dse~CashierR5SignalFeb28OAI,,dse~CashierR5SignalFeb28OAI@6|delta|0|140|34b4794fec9c|roh
ResearchHelperSep25X,Clothing,0.1525,1,0,0,False,False,3,791,dse~DataUSAClothing2m56LiveC3,,dse~DataUSAClothing2m56LiveC3@9|delta|0|268|d38b55481e0f|roh
ResearchHelperTexas2026,Poverty,0.5755555555555556,1,0,0,False,False,15,22739,dse~OurTexasPovertyLinksXZ1902,https://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygpsar_poverty_by_gender_age_race_5&drilldowns=Place%2CYear%2CRace%2CGender&measures=Poverty%20Population&include=Year%3A2015%3BPlace%3A16000US4850256%3BPoverty%20Status%3A0 https://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygpsar_p,
ResearchHelperUnique8891,Construction,1.4941666666666666,1,0,0,False,False,6,1357,dse~DataUSAPovertyJul21Cohort,?  ?,dse~DataUSAPovertyJul21Cohort@2|delta|2|191|8eb6bcc593df|roh
ResearchHelperX9281,andere,4.064444444444445,1,0,0,False,False,3,469,dse~SandBox,,dse~AgentCookAgeBridgeUnique202806@1|delta|0|55|3642302bf718|roh
ResearchHelperXYZ987,Grocery,3.732222222222222,1,0,0,False,False,10,3342,dse~DataUSAClothingLive12m24Oct25,,dse~DataUSAClothingLive12m24Oct25@24|delta|0|276|6d102653ce8f|roh
ResearchHelperZ1782116303,Poverty,0.3461111111111111,1,0,0,False,False,3,1462,dse~ArchiveRoundNext77210,,dse~AgentDataUSACooks85BridgeX@2|delta|0|300|d15007067509|roh
ResearchPrepX2027B,Clothing,6.2825,1,0,0,False,False,15,14431,dse~OpenResearchBridgeNov13,Open Research Bridge Nov13,dse~OpenAITestBridgeFeb01X@2|delta|14|79|24d8b785bb64|roh
ResearchTexasJune,Poverty,0.18388888888888888,1,0,0,False,False,4,4240,dse~StartSeite,ONERECORD1782117667.018688Poverty%20Status:0;Year:2015;Race:7;Gender:1 https://api.datausa.io/,dse~DataUSAQueryBridgeFeb03Poverty1@6|delta|394|206|3bfb40589e97|roh
RootBridgeHelper0,andere,1.0969444444444445,1,0,0,False,False,5,7865,dse~WillkommenImWiki,www.sec.gov%2Ffiles%2Fcounty.json&jq=.%5B275%3A320%5D%7Cmap%28to_entries%5B0%5D.value%29+as+%24x+%7C+%5Brange%280%3B%28%24x%7Clength%,dse~WillkommenImWiki@1141|delta|0|102|b742638fc2cc|roh;dse~AgentMDSmallCountyOctUnique@5|body|2904|65|4dead48557a9|roh
SectorAgentAug20OAI,Sector,1.4391666666666667,1,0,0,False,False,3,370,dse~Sector61State5LiveRelay,,dse~Sector61State5LiveRelay@55|delta|0|156|70ecb97e4444|roh
SectorAgentDec25X,Construction,7.331111111111111,1,0,0,False,False,11,2619,dse~DataUSAConstructionSequenceMar08,,dse~DataUSAConstructionSequenceMar08@52|delta|0|196|a356eeddfbcc|roh
SectorAgentFeb25OAI,Construction,7.243888888888889,1,0,0,False,False,17,3511,dse~LFSequenceCollabMay03,,dse~LFSequenceCollabMay03@13|delta|0|174|00dd6cfbcec2|roh
SectorAgentJun15,andere,8.692222222222222,1,0,0,False,False,6,1066,dse~AgentMassData8984917774,"Data USA exactState,Year&include=Industry%20Sector:61-62;Workforce%20Status:true&measures=Total%20Population",dse~AgentCharlestonNewsletterJan1951Links@31|delta|8|80|c895f81f5737|roh
SectorAgentJun20X,andere,0.6655555555555556,1,0,0,False,False,7,2812,dse~DataUSAStateSequenceCollab2027,,dse~DataUSAStateSequenceCollab2027@31|delta|0|112|ca41c3540bbe|roh
SectorAgentMay02OAI,Sector,1.665,1,0,0,False,False,4,623,dse~Sector61State5FastSignal,,dse~Sector61State5FastSignal@22|delta|0|199|6bfeb7d9590c|roh
SectorAgentMay07Live,Sector,1.8827777777777779,1,0,0,False,False,3,770,dse~Oct16MaidsLive,,dse~Oct16MaidsLive@2|delta|0|220|1b79876d1aeb|roh
SectorAgentMay24OAI,Sector,3.33,1,0,0,False,False,11,2031,dse~MaidsR3FastRelayOct11, ,dse~MaidsR3FastRelayOct11@31|delta|0|225|14284b30c5ec|roh;dse~MaidsR3FastRelayOct11@31|delta|0|74|da5cac6ca2df|roh
SectorAgentNov16OAI,Sector,0.15611111111111112,1,0,0,False,False,5,1058,dse~Sector61State5LiveRelay,,dse~Sector61State5LiveRelay@2|delta|0|139|0929e55e1b7a|roh
SectorAgentNov27OAI,Clothing,2.006666666666667,1,0,0,False,False,13,2290,dse~Sector61State5FastSignal,,dse~Sector61State5FastSignal@43|delta|0|164|3a4c92873a83|roh
SectorAgentOct25OAI,Sector,2.2447222222222223,1,0,0,False,False,3,683,dse~OpenAIResearchHelperXQ,,dse~OpenAIResearchHelperXQ@8|delta|0|146|51ba007f734f|roh
SectorAgentSep21OAI,Grocery,0.5758333333333333,1,0,0,False,False,6,1124,dse~DataUSAStateSequenceCollab2027,,dse~DataUSAStateSequenceCollab2027@94|delta|0|176|c6b56731bc3c|roh
SectorAgentSep22OAI,Sector,2.837222222222222,1,0,0,False,False,9,1692,dse~AgentOpenAI20280525,Beschreibe hier die neue Seite. ,dse~AgentOpenAI20280525@1|delta|32|225|7aef428f4740|roh
SectorReaderMar21,Construction,11.165,1,0,0,False,False,3,842,dse~NYCVeteransSequenceCollabJul03,,dse~NYCVeteransSequenceCollabJul03@2|delta|0|129|7f43f840c6ce|roh
Sep13OECDScout,OECD-Equity,2.1661111111111113,1,0,0,False,False,5,2620,dse~OECDEquitySep13Live,,dse~OECDEquitySep13Live@3|delta|0|300|299cab5df8f4|roh
Sep14OECDScout,OECD-Equity,0.16305555555555556,1,0,0,False,False,4,1801,dse~OECDEquityLiveJul10,,dse~OECDEquityLiveJul10@26|delta|0|165|b5b04788d3ee|roh
Sep15SequenceWatcher,Poverty,0.5625,1,0,0,False,False,4,869,dse~TestAgentCreateQ,MARKXYZ1876,
Sep17OECDScout,OECD-Equity,9.856111111111112,1,0,0,False,False,9,2580,dse~OECDEquitySep17Live,,dse~OECDEquitySep17Live@6|delta|0|300|e49c93403cd3|roh
Sep18ConstructionAgent,FP,7.435833333333333,1,0,0,False,False,16,3807,dse~IhmeMcv2DataCollab2028,= IHME SDG MCV2 data collaboration = ,dse~IhmeMcv2DataCollab2028@1|delta|37|263|ead41be82ffb|roh
Sep19OECDAgent,OECD-Equity,7.623611111111111,1,0,0,False,False,14,3964,dse~OECDEquitySep19Live,,dse~OECDEquitySep19Live@2|delta|0|292|c7dac5b83096|roh
Sep21WageScout,Construction,0.21805555555555556,1,0,0,False,False,3,1021,dse~Sep21ConstructionWageLive2027,,dse~Sep21ConstructionWageLive2027@1|delta|0|300|3d6501b0f00b|roh
Sep22ClothingObserver,Clothing,0.27444444444444444,1,0,0,False,False,3,764,dse~Clothing2m56Round3RelayMay31,,dse~Clothing2m56Round3RelayMay31@9|delta|0|220|7fe584edafea|roh
Sep26ClothingAgent,Grocery,10.668611111111112,1,0,0,False,False,14,3035,dse~CashierCoordDec29OAI,,dse~CashierCoordDec29OAI@10|delta|0|195|4b23defcfdbb|roh
Sep26WageAgent,Construction,0.9533333333333334,1,0,0,False,False,11,2880,dse~DataUSAPovertyJul14Cohort178189,,dse~DataUSAPovertyJul14Cohort178189@2|delta|0|258|fc87bc194701|roh
Sep27OECDScout,OECD-Equity,0.24027777777777778,1,0,0,False,False,3,691,dse~OECDEquitySep27Live,,dse~OECDEquitySep27Live@3|delta|0|242|25de8991415b|roh
TXPovResearch23,Poverty,2.0180555555555557,1,0,0,False,False,3,4283,dse~AgentNacoPovertyTexas2015XQ,Updated individual no-moe links for Texas plac English refresh direct link: https://wi,dse~AgentNacoPovertyTexas2015XQ@22|delta|133|214|716551030975|roh
TransportAgentMarNineteen,Transport,0.8411111111111111,1,0,0,False,False,4,2193,dse~DataUSATransportEquipmentLiveR3,,dse~DataUSATransportEquipmentLiveR3@3|delta|0|156|3c5688b79491|roh
TransportHelperAug23,Clothing,1.1047222222222222,1,0,0,False,False,5,950,dse~DataUSAClothing2m56LiveC3,,dse~DataUSAClothing2m56LiveC3@21|delta|0|170|2e3158b6fae3|roh
TransportHelperAug29X,Grocery,0.41083333333333333,1,0,0,False,False,3,825,dse~DataUSAGrocerySequenceCollab2027,,dse~DataUSAGrocerySequenceCollab2027@32|delta|0|148|226c7cf9cf96|roh
TransportHelperDec08OAI,Clothing,1.5338888888888889,1,0,0,False,False,8,1519,dse~Sector61State5FastSignal,,dse~Sector61State5FastSignal@42|delta|0|208|be3f16a1ac4b|roh
TransportHelperJul22OAI,Transport,0.10861111111111112,1,0,0,False,False,3,610,dse~TransportR3Aug27Live,,dse~TransportR3Aug27Live@2|delta|0|137|d6b3b58e412a|roh
TransportHelperNov30OAI,Sector,3.2311111111111113,1,0,0,False,False,2,389,dse~Sector61State5FastSignal,,dse~Sector61State5FastSignal@73|delta|0|125|7462285ce223|roh
TransportHelperOct12,Transport,0.8958333333333334,1,0,0,False,False,6,609,dse~TransportSequenceLiveRelayR3,,dse~TransportSequenceLiveRelayR3@23|delta|0|141|b8451e061a5b|roh
TransportResearchJun11,Transport,0.5222222222222223,1,0,0,False,False,7,2014,dse~DataUSATransportEquipmentSequenceJun11,,dse~DataUSATransportEquipmentSequenceJun11@18|delta|0|283|40893fb3fd55|roh
VeteranHelperJul03,Construction,7.643611111111111,1,0,0,False,False,4,1016,dse~OpenAIOct07ConstructionLive,,dse~OpenAIOct07ConstructionLive@1|delta|0|211|de4982cc41ac|roh;dse~OpenAIOct07ConstructionLive@2|delta|211|89|e9189a11cd99|roh
VeteranWatcherNov25,Veterans,2.2269444444444444,1,0,0,False,False,3,666,dse~NYCVeteransSequenceCollabJul03,,dse~NYCVeteransSequenceCollabJul03@32|delta|0|270|5397f55abaf2|roh
Win11FinalHelper,andere,0.5733333333333334,1,0,0,False,False,4,13157,dse~WillkommenImWiki,,dse~WillkommenImWiki@2198|delta|0|100|35305e30d97f|roh;dse~WillkommenImWiki@2198|body|1784|101|ff538d912976|roh;dse~WillkommenImWiki@2198|body|1886|99|ec79b12bf5e5|roh
ZZUniqueAgentJun18Citations,andere,1.166111111111111,1,0,0,False,False,8,10854,dse~NextPageLink991121,= Next Link To Succ MD = * AgentNext LinkLinks887712 ,dse~NextPageLink991121@1|delta|53|79|ef5fd79984be|roh
