label,t0,t1,t_mid,wall_delta_s,task_delta_s,rollover,factor,weg,rev0,rev1,page_key_0,page_key_1,beleg0,beleg0_ref,beleg1,beleg1_ref,load_revs_5,load_bytes_5,load_labels_5,load_ip_5,load_events_5,load_revs_15,load_bytes_15,load_labels_15,load_ip_15,load_events_15,load_revs_60,load_bytes_60,load_labels_60,load_ip_60,load_events_60,hour,logf,ldw,ldt,datensatz
OpenAIMay09Police,2026-06-19T20:10:36Z,2026-06-19T20:13:29Z,2026-06-19T20:12:02Z,173.0,844.0,0,4.878612716763006,AA,dse~OpenAIMay11PoliceCoord@2,dse~PoliceWageJan27Fast2027@2,dse~OpenAIMay11PoliceCoord,dse~PoliceWageJan27Fast2027,,dse~OpenAIMay11PoliceCoord@2|delta|4|208|179163b53b03|roh,,dse~PoliceWageJan27Fast2027@2|delta|4|242|12973628501d|roh,4.0,665.0,4.0,6.0,6.0,22.0,4504.0,15.0,22.0,25.0,40.0,7310.0,20.0,34.0,48.0,20,1.5848609000981781,5.153291594497779,6.738152494595957,primaer_AB
OpenAIMay31Maids,2026-06-16T21:27:28Z,2026-06-16T22:10:17Z,2026-06-16T21:48:52Z,2569.0,1185.0,0,0.4612689762553523,AA,dse~MaidsR3FastRelayOct11@24,dse~MaidsR3FastRelayOct11@34,dse~MaidsR3FastRelayOct11,dse~MaidsR3FastRelayOct11,,dse~MaidsR3FastRelayOct11@24|delta|237|247|588dc9675d34|roh,,dse~MaidsR3FastRelayOct11@34|delta|0|170|5f5bed182c23|roh,33.6,7562.2,25.9,27.4,34.0,94.25,21434.0,63.0,56.0,95.25,310.5,77441.0,139.0,96.0,315.5,21,-0.773773943540652,7.851271997109883,7.077498053569231,primaer_AB
OpenAIMay31Maids,2026-06-16T22:10:17Z,2026-06-16T22:56:20Z,2026-06-16T22:33:18Z,2763.0,18679.0,0,6.760405356496562,AA,dse~MaidsR3FastRelayOct11@34,dse~MaidsJan06R3SignalJul03@5,dse~MaidsR3FastRelayOct11,dse~MaidsJan06R3SignalJul03,,dse~MaidsR3FastRelayOct11@34|delta|0|170|5f5bed182c23|roh,,dse~MaidsJan06R3SignalJul03@5|delta|0|157|66f97ec42009|roh,16.2,4045.4,13.0,14.9,16.9,57.5,13260.0,37.25,39.0,59.5,230.0,53040.0,108.0,91.0,238.0,22,1.9110828522358865,7.924072324923417,9.835155177159303,primaer_AB
OpenAIResearchAgentMar09,2026-06-16T20:08:11Z,2026-06-16T20:15:04Z,2026-06-16T20:11:37Z,413.0,10642.0,0,25.767554479418887,BA,dse~Clothing2m56Round3RelayMay31@31,dse~DataUSAClothing9m17Mar02Relay@1,dse~Clothing2m56Round3RelayMay31,dse~DataUSAClothing9m17Mar02Relay,,dse~Clothing2m56Round3RelayMay31@31|delta|0|199|5bd8768d5639|roh,,dse~DataUSAClothing9m17Mar02Relay@1|delta|314|143|80b423adce5c|roh,30.333333333333332,13178.333333333334,24.666666666666668,26.0,31.333333333333332,102.0,41156.0,77.5,57.5,104.0,386.0,124388.0,212.0,98.0,390.0,20,3.249116122195282,6.023447592961033,9.272563715156315,primaer_AB
OpenAIResearchMar22OECD,2026-06-20T01:46:29Z,2026-06-20T03:41:38Z,2026-06-20T02:44:03Z,6909.0,1200.0,0,0.17368649587494572,AB,dse~OpenAIResearchMar22OECD@2,dse~OpenAIResearchMar22OECD@3,dse~OpenAIResearchMar22OECD,dse~OpenAIResearchMar22OECD,,dse~OpenAIResearchMar22OECD@2|delta|0|400|4d8f79e0f10b|roh,,dse~OpenAIResearchMar22OECD@3|delta|0|309|7e05c81b34c3|roh,6.5,2203.4583333333335,5.875,5.833333333333333,6.583333333333333,19.5,6610.375,15.75,15.125,19.75,79.0,25202.0,49.0,46.333333333333336,80.0,2,-1.7505033527127032,8.840580188488795,7.090076835776092,primaer_AB
OpenAIResearchMar22OECD,2026-06-20T03:41:38Z,2026-06-20T06:02:59Z,2026-06-20T04:52:18Z,8481.0,970.0,0,0.11437330503478363,BB,dse~OpenAIResearchMar22OECD@3,dse~OpenAIResearchMar22OECD@4,dse~OpenAIResearchMar22OECD,dse~OpenAIResearchMar22OECD,,dse~OpenAIResearchMar22OECD@3|delta|0|309|7e05c81b34c3|roh,,dse~OpenAIResearchMar22OECD@4|delta|0|400|bbd343c849bb|roh,3.7241379310344827,1689.1379310344828,3.310344827586207,3.586206896551724,3.793103448275862,11.181818181818182,5230.363636363636,9.454545454545455,9.909090909090908,11.363636363636363,49.0,22549.5,33.5,33.25,49.5,4,-2.1682875748642716,9.0455836463617,6.877296071497429,primaer_AB
OpenAIResearchMar22OECD,2026-06-20T06:02:59Z,2026-06-20T08:34:34Z,2026-06-20T07:18:46Z,9095.0,2100.0,0,0.23089609675645958,BB,dse~OpenAIResearchMar22OECD@4,dse~OpenAIResearchMar22OECD@5,dse~OpenAIResearchMar22OECD,dse~OpenAIResearchMar22OECD,,dse~OpenAIResearchMar22OECD@4|delta|0|400|bbd343c849bb|roh,,dse~OpenAIResearchMar22OECD@5|delta|0|327|f70c3c110385|roh,2.129032258064516,1103.8064516129032,1.967741935483871,2.096774193548387,2.193548387096774,6.545454545454546,3439.909090909091,5.363636363636363,6.181818181818182,6.7272727272727275,25.333333333333332,13224.666666666666,17.333333333333332,19.666666666666668,26.0,7,-1.4657874672407083,9.115480090952223,7.649692623711514,primaer_AB
OpenAIResearcherApr20,2026-06-16T19:12:23Z,2026-06-16T19:21:33Z,2026-06-16T19:16:58Z,550.0,159.0,0,0.28909090909090907,AA,dse~DataUSAClothingLive2m56Jun28@6,dse~DataUSAClothing2m56LiveC3@6,dse~DataUSAClothingLive2m56Jun28,dse~DataUSAClothing2m56LiveC3,,dse~DataUSAClothingLive2m56Jun28@6|delta|0|288|5f666bb46285|roh,,dse~DataUSAClothing2m56LiveC3@6|delta|0|174|c450cbc14c96|roh,74.33333333333333,21714.333333333332,58.666666666666664,48.666666666666664,75.0,198.0,53109.0,126.5,77.0,199.0,746.0,246429.0,339.0,118.0,749.0,19,-1.241014076006285,6.309918278226516,5.0689042022202315,primaer_AB
OpenAIResearcherOct25,2026-06-16T19:42:15Z,2026-06-16T19:57:27Z,2026-06-16T19:49:51Z,912.0,1350.0,0,1.480263157894737,BA,dse~ClothingFastCohortRelayMay29@18,dse~DataUSAClothingLive12m24Oct25@4,dse~ClothingFastCohortRelayMay29,dse~DataUSAClothingLive12m24Oct25,,dse~ClothingFastCohortRelayMay29@18|delta|0|250|2d301a8bb897|roh,,dse~DataUSAClothingLive12m24Oct25@4|delta|0|192|042f469ef007|roh,45.25,20437.25,39.0,33.0,45.75,174.5,69977.0,120.0,73.5,175.5,745.0,245755.0,339.0,118.0,749.0,19,0.39221988135814384,6.815639990074331,7.2078598714324755,primaer_AB
OpenAISep04RunnerX,2026-06-16T23:41:04Z,2026-06-16T23:48:41Z,2026-06-16T23:44:52Z,457.0,492.0,0,1.0765864332603938,AB,dse~OpenAISep04ClothingLiveX@1,dse~OpenAISep04ClothingLiveX@4,dse~OpenAISep04ClothingLiveX,dse~OpenAISep04ClothingLiveX,,dse~OpenAISep04ClothingLiveX@1|delta|2|400|18fac63be6ef|roh,,dse~OpenAISep04ClothingLiveX@4|delta|0|234|5df0576648ff|roh,4.0,841.5,4.0,5.5,5.5,20.0,4216.5,12.5,19.0,21.5,93.0,23289.0,43.0,56.0,96.0,23,0.07379532559810337,6.124683390894205,6.198478716492308,primaer_AB
OpenAIWatcherAug22,2026-06-16T19:21:06Z,2026-06-16T19:36:50Z,2026-06-16T19:28:58Z,944.0,264.0,0,0.2796610169491525,AB,dse~DataUSAMaidsWageSequenceCollabSep21@21,dse~DataUSAMaidsSequenceLiveMay03@21,dse~DataUSAMaidsWageSequenceCollabSep21,dse~DataUSAMaidsSequenceLiveMay03,,dse~DataUSAMaidsWageSequenceCollabSep21@21|delta|0|388|80b685a398d7|roh,,dse~DataUSAMaidsSequenceLiveMay03@21|delta|0|246|63b2a83da877|roh,75.75,24786.0,59.5,46.5,76.25,219.5,78921.5,145.0,82.5,220.5,747.0,246442.0,339.0,118.0,749.0,19,-1.2741770629991847,6.8501261661455,5.575949103146316,primaer_AB
OpenAIWatcherOct30,2026-06-16T20:56:13Z,2026-06-17T02:06:22Z,2026-06-16T23:31:17Z,18609.0,58489.0,0,3.143049062281692,AA,dse~MaidsR3FastRelayOct11@14,dse~DataUSAConstructionSequenceMar08@40,dse~MaidsR3FastRelayOct11,dse~DataUSAConstructionSequenceMar08,,dse~MaidsR3FastRelayOct11@14|delta|0|223|6626b719a19f|roh,,dse~DataUSAConstructionSequenceMar08@40|delta|0|259|1100a0f4d3fc|roh,17.38095238095238,4298.222222222223,14.238095238095237,14.714285714285714,17.523809523809526,54.54545454545455,13521.045454545454,37.40909090909091,35.27272727272727,54.95454545454545,225.85714285714286,60793.857142857145,113.85714285714286,78.57142857142857,227.14285714285714,23,1.145193367710042,9.831400613641227,10.97659398135127,primaer_AB
ResearchAgentAug01,2026-06-16T19:10:02Z,2026-06-16T19:12:45Z,2026-06-16T19:11:23Z,163.0,75.0,0,0.4601226993865031,BA,dse~DataUSAClothingLive2m56Aug01@1,dse~DataUSAClothingLive2m56Jun28@7,dse~DataUSAClothingLive2m56Aug01,dse~DataUSAClothingLive2m56Jun28,,dse~DataUSAClothingLive2m56Aug01@1|delta|90|250|aafed05a4601|roh,,dse~DataUSAClothingLive2m56Jun28@7|delta|0|343|f378cb736261|roh,82.0,19462.0,61.0,53.0,87.0,189.0,45233.0,115.0,74.0,194.0,741.0,244618.0,339.0,118.0,749.0,19,-0.7762620872704519,5.093750200806762,4.31748811353631,primaer_AB
ResearchAgentAug01,2026-06-16T19:12:45Z,2026-06-16T19:45:41Z,2026-06-16T19:29:13Z,1976.0,1845.0,0,0.9337044534412956,AB,dse~DataUSAClothingLive2m56Jun28@7,dse~Clothing2m56Round3RelayMay31@19,dse~DataUSAClothingLive2m56Jun28,dse~Clothing2m56Round3RelayMay31,,dse~DataUSAClothingLive2m56Jun28@7|delta|0|343|f378cb736261|roh,,dse~Clothing2m56Round3RelayMay31@19|delta|0|248|7f37f46a412d|roh,71.25,24480.875,56.875,45.375,72.25,185.25,61154.5,123.5,75.25,187.25,741.0,244618.0,339.0,118.0,749.0,19,-0.06859532183318551,7.588829878307813,7.520234556474628,primaer_AB
ResearchAssistantMar19X,2026-06-16T19:23:16Z,2026-06-16T20:50:00Z,2026-06-16T20:06:38Z,5204.0,1553.0,0,0.298424289008455,AA,dse~DataUSAClothingLive2m56Mar19@1,dse~ClothingC3RelayMar19X@5,dse~DataUSAClothingLive2m56Mar19,dse~ClothingC3RelayMar19X,,dse~DataUSAClothingLive2m56Mar19@1|delta|32|250|f4f8b37587d7|roh,,dse~ClothingC3RelayMar19X@5|delta|0|185|2da154181b9a|roh,42.78947368421053,15495.315789473685,35.10526315789474,30.473684210526315,43.05263157894737,134.28571428571428,46381.28571428572,94.71428571428571,62.142857142857146,135.0,567.0,185749.5,275.5,108.0,569.5,20,-1.2092390164837088,8.557182839632397,7.347943823148687,primaer_AB
ResearchBotXYZ,2026-06-16T18:56:21Z,2026-06-16T20:30:28Z,2026-06-16T19:43:24Z,5647.0,1670.0,0,0.29573224721090846,AA,dse~DataUSAClothingSequenceCollabAug08@16,dse~Sector61State5LiveRelay@39,dse~DataUSAClothingSequenceCollabAug08,dse~Sector61State5LiveRelay,,dse~DataUSAClothingSequenceCollabAug08@16|delta|265|400|d23bddddef5b|roh,,dse~Sector61State5LiveRelay@39|delta|0|218|063e944009e9|roh,51.6,16259.15,41.5,35.95,52.5,145.25,44663.125,98.375,65.375,147.5,469.0,137463.0,231.0,102.66666666666667,477.0,19,-1.2183008042620358,8.638879709672837,7.4205789054108005,primaer_AB
ResearchHelper,2026-06-16T10:08:22Z,2026-06-16T10:55:45Z,2026-06-16T10:32:03Z,2843.0,1010.0,0,0.3552585297221245,BA,dse~DataUSAClothingStateSequenceCollabOct10@4,dse~ClothingFastCohortRelayMay29@1,dse~DataUSAClothingStateSequenceCollabOct10,dse~ClothingFastCohortRelayMay29,,dse~DataUSAClothingStateSequenceCollabOct10@4|delta|0|283|bb3c71556b17|roh,,dse~ClothingFastCohortRelayMay29@1|delta|118|193|5fa0e04408ed|roh,10.727272727272727,4090.909090909091,7.909090909090909,10.454545454545455,11.545454545454545,33.0,12194.75,14.25,28.5,35.75,132.0,48779.0,25.0,70.0,143.0,10,-1.0349095018156946,7.952615111651,6.917705609835305,primaer_AB
ResearchHelper,2026-06-16T10:55:45Z,2026-06-16T11:02:35Z,2026-06-16T10:59:10Z,410.0,165.0,0,0.4024390243902439,AA,dse~ClothingFastCohortRelayMay29@1,dse~ClothingFastCohortRelayMay29@5,dse~ClothingFastCohortRelayMay29,dse~ClothingFastCohortRelayMay29,,dse~ClothingFastCohortRelayMay29@1|delta|118|193|5fa0e04408ed|roh,,dse~ClothingFastCohortRelayMay29@5|delta|0|236|17bbe5f32bd9|roh,10.0,2775.0,8.5,10.5,11.5,28.5,8048.0,13.0,25.5,30.5,101.0,32187.0,21.5,60.0,107.5,10,-0.9102116857977728,6.016157159698354,5.10594547390058,primaer_AB
ResearchHelper,2026-06-16T11:02:35Z,2026-06-16T11:09:35Z,2026-06-16T11:06:05Z,420.0,155.0,0,0.36904761904761907,AA,dse~ClothingFastCohortRelayMay29@5,dse~ClothingFastCohortRelayMay29@8,dse~ClothingFastCohortRelayMay29,dse~ClothingFastCohortRelayMay29,,dse~ClothingFastCohortRelayMay29@5|delta|0|236|17bbe5f32bd9|roh,,dse~ClothingFastCohortRelayMay29@8|delta|0|214|d5381bd44fc5|roh,9.5,1772.5,7.5,10.0,10.5,26.0,6013.0,13.0,24.0,28.0,70.0,15595.0,18.0,50.0,72.0,11,-0.9968295943581673,6.040254711277414,5.043425116919247,primaer_AB
ResearchHelperAug12X,2026-06-17T07:49:16Z,2026-06-17T09:22:58Z,2026-06-17T08:36:07Z,5622.0,2400.0,0,0.42689434364994666,BB,dse~FinanceSequenceMar26OAI@10,dse~FinanceSequenceMar26OAI@28,dse~FinanceSequenceMar26OAI,dse~FinanceSequenceMar26OAI,,dse~FinanceSequenceMar26OAI@10|delta|0|225|a1d33214c6a1|roh,,dse~FinanceSequenceMar26OAI@28|delta|0|282|0ad0fa5cf1c8|roh,4.2,1477.1,3.95,4.4,4.55,12.428571428571429,4282.571428571428,10.428571428571429,11.857142857142858,13.428571428571429,55.0,19012.333333333332,35.0,38.0,57.666666666666664,8,-0.8512187351304401,8.634442751466477,7.783224016336037,primaer_AB
ResearchHelperAug12X,2026-06-17T09:22:58Z,2026-06-17T10:01:05Z,2026-06-17T09:42:01Z,2287.0,211.0,0,0.09226060341058155,BB,dse~FinanceSequenceMar26OAI@28,dse~FinanceSequenceMar26OAI2@5,dse~FinanceSequenceMar26OAI,dse~FinanceSequenceMar26OAI2,,dse~FinanceSequenceMar26OAI@28|delta|0|282|0ad0fa5cf1c8|roh,,dse~FinanceSequenceMar26OAI2@5|delta|0|229|779fdaf1cce5|roh,4.0,1518.2222222222222,3.2222222222222223,4.222222222222222,4.333333333333333,11.75,3941.75,8.25,12.0,12.75,36.5,14899.5,17.0,29.0,39.5,9,-2.3831380605467145,7.734996194022781,5.351858133476067,primaer_AB
ResearchHelperJul01X,2026-06-16T19:10:19Z,2026-06-16T19:13:24Z,2026-06-16T19:11:51Z,185.0,96.0,0,0.518918918918919,AB,dse~DataUSAClothingSequenceCollabAug08@19,dse~DataUSAClothingLive2m56Jun28@8,dse~DataUSAClothingSequenceCollabAug08,dse~DataUSAClothingLive2m56Jun28,,dse~DataUSAClothingSequenceCollabAug08@19|delta|283|293|dc11a4bcf42e|roh,,dse~DataUSAClothingLive2m56Jun28@8|delta|0|249|dbf17786d0d4|roh,85.0,20234.0,61.0,53.0,87.0,192.0,46005.0,115.0,74.0,194.0,745.0,245702.0,339.0,118.0,749.0,19,-0.6560076336104885,5.220355825078324,4.564348191467836,primaer_AB
ResearchHelperJul01X,2026-06-16T19:13:24Z,2026-06-16T19:23:04Z,2026-06-16T19:18:14Z,580.0,130.0,0,0.22413793103448276,BB,dse~DataUSAClothingLive2m56Jun28@8,dse~DataUSAClothing2m56LiveC3@7,dse~DataUSAClothingLive2m56Jun28,dse~DataUSAClothing2m56LiveC3,,dse~DataUSAClothingLive2m56Jun28@8|delta|0|249|dbf17786d0d4|roh,,dse~DataUSAClothing2m56LiveC3@7|delta|0|306|cce93a16a7f2|roh,74.0,21491.333333333332,58.666666666666664,48.666666666666664,75.0,197.0,52653.0,126.5,77.0,199.0,745.0,245702.0,339.0,118.0,749.0,19,-1.4954936530848826,6.363028103540465,4.867534450455582,primaer_AB
ResearchHelperMayEightD,2026-06-16T09:44:03Z,2026-06-16T10:11:39Z,2026-06-16T09:57:51Z,1656.0,655.0,0,0.39553140096618356,AA,dse~DataUSAClothingSequenceCollabAug08@5,dse~DataUSAClothingStateSequenceCollabOct10@7,dse~DataUSAClothingSequenceCollabAug08,dse~DataUSAClothingStateSequenceCollabOct10,,dse~DataUSAClothingSequenceCollabAug08@5|delta|0|400|7dc8ac6ca3aa|roh,,dse~DataUSAClothingStateSequenceCollabOct10@7|delta|0|261|cd3be2427384|roh,11.142857142857142,4088.8571428571427,8.285714285714286,10.857142857142858,12.142857142857142,34.0,12351.333333333334,18.0,28.333333333333332,36.333333333333336,118.0,49277.5,30.0,63.5,122.0,9,-0.9275250993099531,7.412160334945205,6.484635235635252,primaer_AB
ResearchObserverXYZ,2026-06-17T01:58:50Z,2026-06-17T06:58:17Z,2026-06-17T04:28:33Z,17967.0,60263.0,0,3.3540936160739134,AB,dse~DataUSAPovertyLiveSep15Midnight@1,dse~FinanceSequenceMar26OAI@3,dse~DataUSAPovertyLiveSep15Midnight,dse~FinanceSequenceMar26OAI,,dse~DataUSAPovertyLiveSep15Midnight@1|delta|0|222|b6da970db3dd|roh,,dse~FinanceSequenceMar26OAI@3|delta|0|183|a6aa51cfab35|roh,7.60655737704918,2087.9180327868853,6.622950819672131,7.081967213114754,7.852459016393443,23.761904761904763,6530.857142857143,17.80952380952381,19.428571428571427,24.476190476190474,102.16666666666667,26925.333333333332,59.833333333333336,51.0,104.66666666666667,4,1.2101815747806959,9.796292020932572,11.006473595713269,primaer_AB
SectorAgentOct25OAI,2026-06-16T19:37:04Z,2026-06-16T19:59:29Z,2026-06-16T19:48:16Z,1345.0,497.0,0,0.36951672862453533,AA,dse~DataUSAStateSequenceCollab2027@89,dse~SectorAgentOct25OAI@1,dse~DataUSAStateSequenceCollab2027,dse~SectorAgentOct25OAI,,dse~DataUSAStateSequenceCollab2027@89|delta|0|221|8c64d9e51c70|roh,,dse~SectorAgentOct25OAI@1|delta|0|316|d1b98f2be378|roh,53.6,22526.0,43.6,36.6,54.0,174.5,69929.5,120.0,73.5,175.5,747.0,246539.0,339.0,118.0,749.0,19,-0.9955592659393108,7.20414929203594,6.208590026096629,primaer_AB
SectorAgentSep21OAI,2026-06-16T19:26:18Z,2026-06-16T19:42:14Z,2026-06-16T19:34:16Z,956.0,614.0,0,0.6422594142259415,AA,dse~DataUSAStateSequenceCollab2027@69,dse~DataUSAStateSequenceCollab2027@92,dse~DataUSAStateSequenceCollab2027,dse~DataUSAStateSequenceCollab2027,,dse~DataUSAStateSequenceCollab2027@69|delta|0|142|099c623fd5a3|roh,,dse~DataUSAStateSequenceCollab2027@92|delta|0|162|fe7ce64ac72f|roh,75.25,28406.75,59.25,45.5,75.75,219.0,78988.5,145.0,82.5,220.5,743.0,245952.0,339.0,118.0,749.0,19,-0.44276298490425875,6.862757913051401,6.419994928147142,primaer_AB
Sep22ClothingObserver,2026-06-16T19:19:36Z,2026-06-16T19:31:43Z,2026-06-16T19:25:39Z,727.0,282.0,0,0.3878954607977992,AA,dse~DataUSAClothingLive2m56Jun28@15,dse~DataUSAClothing2m56LiveC3@13,dse~DataUSAClothingLive2m56Jun28,dse~DataUSAClothing2m56LiveC3,,dse~DataUSAClothingLive2m56Jun28@15|delta|0|306|47922b6a17af|roh,,dse~DataUSAClothing2m56LiveC3@13|delta|0|238|3ee6e918ba39|roh,70.75,21633.75,58.0,45.25,71.25,219.0,78856.5,145.0,82.5,220.5,746.0,246312.0,339.0,118.0,749.0,19,-0.9470194065954057,6.588926477533519,5.641907070938114,primaer_AB
Sep26ClothingAgent,2026-06-16T20:51:45Z,2026-06-16T20:55:03Z,2026-06-16T20:53:24Z,198.0,95.0,0,0.4797979797979798,AA,dse~ClothingC3RelaySep26X@8,dse~ClothingC3RelayMar19X@7,dse~ClothingC3RelaySep26X,dse~ClothingC3RelayMar19X,,dse~ClothingC3RelaySep26X@8|delta|0|269|dafa55a920ea|roh,,dse~ClothingC3RelayMar19X@7|delta|0|247|daf3afed1ccb|roh,47.5,10174.5,40.0,32.0,49.0,133.0,31228.0,86.0,61.0,136.0,385.0,124401.0,212.0,98.0,390.0,20,-0.7343901390939944,5.288267030694535,4.553876891600541,primaer_AB
Sep26ClothingAgent,2026-06-16T20:55:03Z,2026-06-16T21:27:15Z,2026-06-16T21:11:09Z,1932.0,675.0,0,0.34937888198757766,AB,dse~ClothingC3RelayMar19X@7,dse~ClothingC3RelaySep26X@12,dse~ClothingC3RelayMar19X,dse~ClothingC3RelaySep26X,,dse~ClothingC3RelayMar19X@7|delta|0|247|daf3afed1ccb|roh,,dse~ClothingC3RelaySep26X@12|delta|0|178|c7c91b3e8366|roh,34.57142857142857,9596.142857142857,28.857142857142858,26.571428571428573,35.57142857142857,105.66666666666667,28938.666666666668,73.0,55.666666666666664,108.33333333333333,386.0,112902.0,191.0,99.5,391.5,21,-1.0515983238999334,7.566311014772463,6.51471269087253,primaer_AB
TransportAgentMarNineteen,2026-06-16T19:19:22Z,2026-06-16T19:45:41Z,2026-06-16T19:32:31Z,1579.0,19195.0,0,12.156428119062697,AA,dse~DataUSATransportEquipmentSequenceJun11@13,dse~DataUSATransportEquipmentSequenceJun11@28,dse~DataUSATransportEquipmentSequenceJun11,dse~DataUSATransportEquipmentSequenceJun11,,dse~DataUSATransportEquipmentSequenceJun11@13|delta|0|340|4c5df76c85e5|roh,,dse~DataUSATransportEquipmentSequenceJun11@28|delta|485|86|cee2c3a44276|roh,69.85714285714286,25065.85714285714,56.42857142857143,44.285714285714285,70.14285714285714,184.33333333333334,66153.66666666667,126.33333333333333,75.66666666666667,185.0,746.0,245039.0,339.0,118.0,749.0,19,2.497858093179256,7.364547014255642,9.862405107434897,primaer_AB
TransportHelperDec08OAI,2026-06-16T21:04:50Z,2026-06-16T21:07:49Z,2026-06-16T21:06:19Z,179.0,60.0,0,0.33519553072625696,AA,dse~OpenAIClothingMar14Coord1781643700@1,dse~OpenAIClothingMar14Coord1781643700@3,dse~OpenAIClothingMar14Coord1781643700,dse~OpenAIClothingMar14Coord1781643700,,dse~OpenAIClothingMar14Coord1781643700@1|delta|0|319|8ade0db73394|roh,,dse~OpenAIClothingMar14Coord1781643700@3|delta|0|319|ba817bffe381|roh,40.0,12247.5,32.5,31.0,41.5,107.0,35124.0,74.0,59.0,110.0,388.0,101467.0,170.0,101.0,393.0,21,-1.0930412436186543,5.187385805840755,4.0943445622221,primaer_AB
TransportHelperDec08OAI,2026-06-16T21:07:49Z,2026-06-16T21:31:58Z,2026-06-16T21:19:53Z,1449.0,38115.0,0,26.304347826086957,AA,dse~OpenAIClothingMar14Coord1781643700@3,dse~Sector61State5FastSignal@42,dse~OpenAIClothingMar14Coord1781643700,dse~Sector61State5FastSignal,,dse~OpenAIClothingMar14Coord1781643700@3|delta|0|319|ba817bffe381|roh,,dse~Sector61State5FastSignal@42|delta|0|208|be3f16a1ac4b|roh,30.166666666666668,8529.333333333334,25.333333333333332,24.5,30.833333333333332,96.33333333333333,26244.0,67.0,54.333333333333336,98.0,388.0,101467.0,170.0,101.0,393.0,21,3.2697342421016917,7.278628942320682,10.548363184422374,primaer_AB
TransportHelperOct12,2026-06-16T20:14:42Z,2026-06-16T20:28:53Z,2026-06-16T20:21:47Z,851.0,1496.0,0,1.7579318448883667,AA,dse~TransportSequenceLiveRelayR3@9,dse~TransportSequenceLiveRelayR3@12,dse~TransportSequenceLiveRelayR3,dse~TransportSequenceLiveRelayR3,,dse~TransportSequenceLiveRelayR3@9|delta|0|206|77086ef4c50e|roh,,dse~TransportSequenceLiveRelayR3@12|delta|0|184|718c44c9e61a|roh,34.0,12785.75,29.5,29.5,36.5,99.0,41460.0,77.5,57.5,104.0,380.0,124996.0,212.0,98.0,390.0,20,0.5641380299610484,6.7464121285733745,7.310550158534422,primaer_AB
AgentJune21Prep,2026-06-16T20:35:22Z,2026-06-16T21:20:06Z,2026-06-16T20:57:44Z,2684.0,3339.0,0,1.2440387481371087,CC,dse~DataUSALanguageSequenceFeb17@4,dse~DataUSALanguageSequenceFeb17@19,dse~DataUSALanguageSequenceFeb17,dse~DataUSALanguageSequenceFeb17,,dse~DataUSALanguageSequenceFeb17@4|delta|0|206|d4279dbb6097|roh,,dse~DataUSALanguageSequenceFeb17@19|delta|0|291|8b0c95ebe00f|roh,31.1,8353.9,25.6,23.4,31.4,92.0,24514.5,65.0,49.75,92.75,390.0,113727.0,191.0,99.5,391.5,20,0.21836314185208203,7.895063498091573,8.113426639943654,mit_Ereignissen_ABC
AgentJune21Prep,2026-06-16T21:20:06Z,2026-06-17T02:06:54Z,2026-06-16T23:43:30Z,17208.0,5344.0,0,0.3105532310553231,CC,dse~DataUSALanguageSequenceFeb17@19,dse~LangR5SignalSep01@6,dse~DataUSALanguageSequenceFeb17,dse~LangR5SignalSep01,,dse~DataUSALanguageSequenceFeb17@19|delta|0|291|8b0c95ebe00f|roh,,dse~LangR5SignalSep01@6|delta|0|265|61eea651fbbd|roh,15.741379310344827,3803.637931034483,12.913793103448276,13.60344827586207,15.827586206896552,47.7,11508.65,33.1,32.8,48.15,198.33333333333334,50067.5,97.33333333333333,75.33333333333333,200.0,23,-1.1693999557310844,9.753129670947565,8.583729715216482,mit_Ereignissen_ABC
AgentJune21Prep,2026-06-17T02:30:44Z,2026-06-17T03:29:07Z,2026-06-17T02:59:55Z,3503.0,20309.0,0,5.797602055381102,BC,dse~DataUSALanguageApr10Live@17,dse~CashierCoordJul25OAI@2,dse~DataUSALanguageApr10Live,dse~CashierCoordJul25OAI,,dse~DataUSALanguageApr10Live@17|delta|0|204|58ce5c03b1d8|roh,,dse~CashierCoordJul25OAI@2|delta|32|183|17b008b1a645|roh,12.25,3703.9166666666665,10.916666666666666,11.0,12.416666666666666,36.75,11111.75,28.0,28.5,37.25,151.0,41123.5,81.5,67.5,154.5,2,1.757444393335623,8.161375023197486,9.91881941653311,mit_Ereignissen_ABC
AgentJune25OAI,2026-06-16T19:33:33Z,2026-06-16T21:13:51Z,2026-06-16T20:23:42Z,6018.0,2876.0,0,0.4778996344300432,AC,dse~Sector61State5LiveRelay@9,dse~Sector61State5FastSignal@30,dse~Sector61State5LiveRelay,dse~Sector61State5FastSignal,,dse~Sector61State5LiveRelay@9|delta|0|149|a002e75952cc|roh,,dse~Sector61State5FastSignal@30|delta|281|268|9339ac8b1533|roh,40.333333333333336,14316.190476190477,32.95238095238095,29.38095238095238,40.523809523809526,121.0,42948.57142857143,85.57142857142857,59.142857142857146,121.57142857142857,509.0,157966.66666666666,240.66666666666666,105.66666666666667,510.6666666666667,20,-0.7383545383490533,8.70251025718999,7.964155718840937,mit_Ereignissen_ABC
