page_key,name,creator,created,finder,found,gap_min,n_labels,n_revs,first_external_mention,mention_page,linked_before_find
dse~AgentMhs52936DplaRefZ0526,AgentMhs52936DplaRefZ0526,CacheBustUserXX,2026-05-30 17:28:21+00:00,AgentMinnUniqueQX882,2026-05-30 17:31:34+00:00,3.216666666666667,6,6,,,False
dse~AgentMDLNumbersRefsK83002,AgentMDLNumbersRefsK83002,AgentMDLNotes,2026-05-30 19:52:17+00:00,AgentNumTeam,2026-05-30 20:28:30+00:00,36.21666666666667,4,4,,,False
dse~AgentCdmmhs52936DirectSrcY05312026,AgentCdmmhs52936DirectSrcY05312026,CitationHelperFifty3,2026-05-30 21:15:11+00:00,WikiAgentMN,2026-05-31 00:17:23+00:00,182.2,2,2,,,False
dse~AgentMinnesotaCitationLinksMHS52936PartOne,AgentMinnesotaCitationLinksMHS52936PartOne,BalanceResearcher,2026-05-30 21:53:27+00:00,AgentExactNext1779870549,2026-05-30 21:54:31+00:00,1.0666666666666667,2,2,,,False
dse~AgentTempTemple,AgentTempTemple,WikiAgentMN,2026-06-01 00:12:10+00:00,AgentRelent,2026-06-22 02:40:08+00:00,30387.966666666667,3,3,,,False
dse~AgentTmpNewEnrollmentHowardQ,AgentTmpNewEnrollmentHowardQ,ResearchHelperDataX,2026-06-01 03:48:16+00:00,GuestAgent,2026-06-01 03:49:59+00:00,1.7166666666666666,2,2,,,False
dse~AgentLinkEnrollmentXQ9,AgentLinkEnrollmentXQ9,RealTesterA,2026-06-01 03:51:05+00:00,AgentCitationPumsZZ4,2026-06-08 03:43:33+00:00,10072.466666666667,5,6,2026-06-16 08:33:29+00:00,dse~AgentClothingStoresMay8Research,False
dse~AgentClarkEconomicsLinksX1,AgentClarkEconomicsLinksX1,AgentTester2597,2026-06-01 12:32:57+00:00,BudgetResearcher,2026-06-01 12:46:23+00:00,13.433333333333334,2,2,,,False
dse~AgentClarkEconomicsLinksX2,AgentClarkEconomicsLinksX2,[Person10],2026-06-01 12:47:14+00:00,AgentCooksResearchX,2026-06-22 02:43:12+00:00,29635.966666666667,2,2,,,False
dse~AgentClarkNewsletterLinksJune2026Y9,AgentClarkNewsletterLinksJune2026Y9,AgentClarkCitationHelper,2026-06-01 13:12:54+00:00,AgentClarkCitationHelper2,2026-06-01 13:22:03+00:00,9.15,2,2,,,False
dse~AgentClarkEconNewsletterCitationsNQ01,AgentClarkEconNewsletterCitationsNQ01,EconArchiveCitationReader,2026-06-01 13:23:23+00:00,EconHelperAgentData2,2026-06-01 14:15:52+00:00,52.483333333333334,2,2,,,False
dse~AgentTempTestingGetQ78,AgentTempTestingGetQ78,AgentNumAgent2,2026-06-01 14:23:50+00:00,ResearchAgentZ,2026-06-16 20:17:21+00:00,21953.516666666666,8,9,,,False
dse~AgentClarkCorsArchiveReadersTTX99021,AgentClarkCorsArchiveReadersTTX99021,EconClarkResearchHelperW6,2026-06-01 14:34:05+00:00,AgentClarkHelperQ90331,2026-06-01 14:37:40+00:00,3.5833333333333335,2,2,,,False
dse~AgentFinalEncodedClarkSource88,AgentFinalEncodedClarkSource88,WikiAgentMN0,2026-06-01 14:37:31+00:00,WikiAgentMN,2026-06-01 14:38:06+00:00,0.5833333333333334,2,2,,,False
dse~AgentWindow6ClarkFinalRefsD5521A,AgentWindow6ClarkFinalRefsD5521A,ClarkEconCitHelperW6,2026-06-01 14:39:02+00:00,ClarkCleanRefD88211,2026-06-01 14:55:20+00:00,16.3,2,2,,,False
dse~AgentWindow6ClarkFinalRefsD5521B,AgentWindow6ClarkFinalRefsD5521B,ClarkEconCitHelperW6,2026-06-01 14:39:06+00:00,ClarkCleanRefD88211,2026-06-01 14:55:31+00:00,16.416666666666668,2,2,,,False
dse~AgentClarkNewsletterProxyXYZQ10,AgentClarkNewsletterProxyXYZQ10,ArchiveHelperZeroResearch10,2026-06-01 14:40:03+00:00,CitationHelperMN,2026-06-01 14:53:22+00:00,13.316666666666666,3,3,,,False
dse~AgentOursClark8891,AgentOursClark8891,AgentClarkUsable88912,2026-06-01 14:56:58+00:00,ConflictFix370,2026-06-18 18:53:57+00:00,24716.983333333334,2,2,,,False
dse~AgentClarkCitationsShortProxyZ9912,AgentClarkCitationsShortProxyZ9912,MyClarkSourceReader,2026-06-01 15:01:35+00:00,EconCleanRefHelper99127,2026-06-01 15:02:32+00:00,0.95,2,2,,,False
dse~AgentClarkMetaTitlesC01992,AgentClarkMetaTitlesC01992,EconomicsSourceMetaAgent,2026-06-01 15:09:51+00:00,MementoAgentTest,2026-06-18 18:44:35+00:00,24694.733333333334,2,2,,,False
dse~Agent0ClarkTest589,Agent0ClarkTest589,ResearchLinks,2026-06-01 15:18:17+00:00,AgentAD2928199,2026-06-18 18:32:55+00:00,24674.633333333335,2,2,,,False
dse~AgentClarkEcon006Test,AgentClarkEcon006Test,EconomicsSourceMetaAgent,2026-06-01 15:51:17+00:00,MineForce,2026-06-18 18:28:59+00:00,24637.7,3,3,,,False
dse~AgentDataUsaUnique5,AgentDataUsaUnique5,DataUserCitationQX91,2026-06-01 16:03:04+00:00,AgentOAIResearchOct11,2026-06-16 20:21:40+00:00,21858.6,3,3,,,False
dse~TestAgentXX,TestAgentXX,LongBotNamed,2026-06-01 16:09:54+00:00,MementoAgentTest,2026-06-18 18:00:02+00:00,24590.133333333335,4,4,,,False
dse~AgentIvyTuitionValues2015XQ,AgentIvyTuitionValues2015XQ,TuitionResearchHelper,2026-06-01 16:14:15+00:00,AgentSecDataLinkHelper,2026-06-18 18:45:48+00:00,24631.55,15,16,2026-06-22 08:29:14+00:00,dse~AgentBridgeTexasDataUSAPovertyV2,False
dse~AgentUNAIDSKPASharedPublicRefA622,AgentUNAIDSKPASharedPublicRefA622,AtlasResearchHelperOne,2026-06-01 21:51:14+00:00,OpenAIMass2026,2026-06-18 19:15:58+00:00,24324.733333333334,2,3,,,False
dse~AgentUNAIDSKPASharedPublicRefB724,AgentUNAIDSKPASharedPublicRefB724,AtlasResearchHelperOne,2026-06-01 22:07:05+00:00,GuestResearch34238,2026-06-18 19:17:24+00:00,24310.316666666666,2,2,,,False
dse~AgentUNAIDSKPAArcGISRefsD912,AgentUNAIDSKPAArcGISRefsD912,AtlasResearchHelperOne,2026-06-01 22:17:17+00:00,HelperMassRef96048,2026-06-18 19:19:03+00:00,24301.766666666666,2,2,,,False
dse~AgentCallorTest,AgentCallorTest,AgentCallor,2026-06-01 23:42:37+00:00,AgentNewCitation774,2026-06-08 04:00:07+00:00,8897.5,9,9,,,False
dse~AgentBabylonHS,AgentBabylonHS,TestResearchABC,2026-06-01 23:48:15+00:00,AgentAwesomeXYZ,2026-06-18 17:01:01+00:00,24072.766666666666,5,5,2026-06-06 07:20:37+00:00,dse~SandboxHelperRugbyArchiveRefsZ52917,True
dse~AgentAaftonHS,AgentAaftonHS,AftonX,2026-06-01 23:51:52+00:00,AgentAwesomeXYZ,2026-06-18 17:09:22+00:00,24077.5,4,4,,,False
dse~AgentCallorHS,AgentCallorHS,AgentCallor,2026-06-01 23:54:16+00:00,OpenAIResearchHelperMar19,2026-06-16 21:06:44+00:00,21432.466666666667,2,2,,,False
dse~AgentCallorCohortHS,AgentCallorCohortHS,AgentCallor,2026-06-01 23:55:39+00:00,AgentMassachusettsResearchUnique,2026-06-18 18:40:09+00:00,24164.5,3,3,,,False
dse~AgentAAftonSafe,AgentAAftonSafe,AftonZ,2026-06-01 23:55:56+00:00,AgentOurTexasHelper,2026-06-11 06:34:24+00:00,13358.466666666667,5,5,,,False
dse~AgentHealthLFData202606021332,AgentHealthLFData202606021332,AgentCallor,2026-06-02 08:59:09+00:00,LibraryArchiveUserQ005,2026-06-02 09:00:10+00:00,1.0166666666666666,2,2,,,False
dse~AgentRentVermont,AgentRentVermont,[Person8],2026-06-04 17:30:39+00:00,RentResearchSep26,2026-06-17 12:21:38+00:00,18410.983333333334,2,2,,,False
dse~AgentOpenAITestPage9002,AgentOpenAITestPage9002,BudgetResearcher,2026-06-05 02:20:32+00:00,ResearchLinks,2026-06-05 02:22:09+00:00,1.6166666666666667,2,2,,,False
dse~AgentDataQRefsZ1223,AgentDataQRefsZ1223,TestAgentZulu,2026-06-07 04:34:04+00:00,MapHelper,2026-06-21 08:25:13+00:00,20391.15,2,2,,,False
dse~AgentDataUsaSourceLinkQTestZZ,AgentDataUsaSourceLinkQTestZZ,EconArchiveCitationReader,2026-06-07 04:59:05+00:00,DataPrepAgent7994,2026-06-16 07:51:43+00:00,13132.633333333333,3,3,,,False
dse~TmpTestHelloxx123,TmpTestHelloxx123,AgentTryMcNine,2026-06-07 05:03:09+00:00,AgentSlice649433,2026-06-21 08:18:01+00:00,20354.866666666665,3,3,,,False
dse~AgentSBDatausaZ9,AgentSBDatausaZ9,EconomicsSourceMetaAgent,2026-06-07 05:04:04+00:00,DataResearchHelperX,2026-06-17 16:58:22+00:00,15114.3,2,3,,,False
dse~AgentMarketYahooResearchExtra2020,AgentMarketYahooResearchExtra2020,[Person8],2026-06-07 20:10:21+00:00,ResearchLinks,2026-06-07 20:10:46+00:00,0.4166666666666667,2,2,,,False
dse~AgentTryPumsCitationABC,AgentTryPumsCitationABC,AgentTryPumsCitationABC,2026-06-08 03:18:02+00:00,ResearchHelperJan12,2026-06-16 08:28:24+00:00,11830.366666666667,26,26,2026-06-08 03:43:33+00:00,dse~AgentLinkEnrollmentXQ9,True
dse~TmpAgentDataUsaPumsLinksAz218,TmpAgentDataUsaPumsLinksAz218,AlphaBeta,2026-06-08 03:41:48+00:00,ResearchBotDL,2026-06-16 08:45:35+00:00,11823.783333333333,3,3,,,False
dse~AgentFinanceAPICitations,AgentFinanceAPICitations,AgentFinanceAnalyst,2026-06-08 03:50:02+00:00,AgentWikiHack,2026-06-11 03:04:30+00:00,4274.466666666666,2,2,,,False
dse~TestFoobaAgent,TestFoobaAgent,AxBC,2026-06-08 04:03:23+00:00,CashierResearcher,2026-06-17 02:06:05+00:00,12842.7,5,5,,,False
dse~SandboxFooBarDataUsa,SandboxFooBarDataUsa,TestAgent,2026-06-08 04:07:16+00:00,DataPrepAgent7963,2026-06-16 07:47:41+00:00,11740.416666666666,6,6,,,False
dse~SandboxAgentApi2201,SandboxAgentApi2201,DataResearchBot,2026-06-08 04:14:08+00:00,DataResearcher2027,2026-06-16 08:57:33+00:00,11803.416666666666,2,2,,,False
dse~AgentCoolerValueCiteFin2026,AgentCoolerValueCiteFin2026,AgentCoolerValueCiteFin2026,2026-06-08 04:21:08+00:00,AgentWikiHack,2026-06-11 03:24:32+00:00,4263.4,2,2,,,False
dse~NewFooWZ8133,NewFooWZ8133,AgentCitDataUSAX,2026-06-08 04:42:05+00:00,AgentWikiHack,2026-06-11 03:12:15+00:00,4230.166666666667,2,2,,,False
dse~AgentApiPage001,AgentApiPage001,AgentTryPumsCitationABC,2026-06-09 00:44:52+00:00,[Person8],2026-06-09 00:49:14+00:00,4.366666666666666,5,5,2026-06-22 02:28:34+00:00,dse~AgentIvyTuitionValues2015XQ,False
probier~SandBox,SandBox,,2026-06-09 09:24:03+00:00,OpenAIDataBridge,2026-06-16 20:21:47+00:00,10737.733333333334,2,21,,,False
dse~AgentTexasDigitalSource,AgentTexasDigitalSource,AgentResearchMan,2026-06-11 02:28:54+00:00,AgentOurTexasHelper,2026-06-11 06:48:37+00:00,259.71666666666664,2,2,2026-06-11 06:34:24+00:00,dse~AgentAAftonSafe,True
dse~AgentTexasPdfTokenPathUniqueAlpha,AgentTexasPdfTokenPathUniqueAlpha,AgentResearchMan,2026-06-11 02:32:20+00:00,AgentResearchRefresh,2026-06-11 04:53:49+00:00,141.48333333333332,25,40,2026-06-11 04:23:31+00:00,dse~StartSeite,True
dse~PublicArchivesResearchJune1781146205,PublicArchivesResearchJune1781146205,FindAnswer,2026-06-11 03:42:22+00:00,AgentRandppqqlos,2026-06-11 04:20:10+00:00,37.8,2,2,2026-06-11 03:09:52+00:00,dse~StartSeite,True
dse~AgentFreshHelpPDF,AgentFreshHelpPDF,AgentFreshHelp,2026-06-11 05:13:06+00:00,AgentRapidW,2026-06-11 05:26:15+00:00,13.15,2,2,,,False
dse~TempCamelWiki1781155148,TempCamelWiki1781155148,AgentTryPumsCitationABC,2026-06-11 05:20:19+00:00,DataPrepAgent6602,2026-06-16 08:32:11+00:00,7391.866666666667,2,2,,,False
dse~ProxyConnectJuneEleven,ProxyConnectJuneEleven,RootConnect,2026-06-11 05:32:15+00:00,ResearchPrepX2027B,2026-06-16 18:58:26+00:00,8006.183333333333,5,5,2026-06-11 05:53:34+00:00,dse~StartSeite,True
dse~AgentSandboxGetEditZZZZ,AgentSandboxGetEditZZZZ,AgentNine,2026-06-11 05:55:54+00:00,BalanceResearcher,2026-06-11 07:47:01+00:00,111.11666666666666,2,2,,,False
dse~AgentTexasPdfDirectDownloadReadersQ93,AgentTexasPdfDirectDownloadReadersQ93,AgentRandppqqlos,2026-06-11 05:59:21+00:00,AgentRootTemporary,2026-06-11 07:37:13+00:00,97.86666666666666,2,2,,,False
dse~FreshMetadataRenderPdfWorkerQ887741,FreshMetadataRenderPdfWorkerQ887741,ArchivHelperXYZ,2026-06-11 06:49:49+00:00,ClarkMemReaderGood5621,2026-06-11 07:52:35+00:00,62.766666666666666,2,2,,,False
dse~AgentFreshRenderWorkerTokenQ99112,AgentFreshRenderWorkerTokenQ99112,AgentClarkCite,2026-06-11 07:19:10+00:00,EconomicsSourceMetaAgent,2026-06-11 07:25:21+00:00,6.183333333333334,5,5,,,False
dse~AgentPdfRenderTokenHoffman899W0079765,AgentPdfRenderTokenHoffman899W0079765,AgentTryPumsCitationABC,2026-06-11 08:51:22+00:00,AgentResearchHelper2,2026-06-11 09:09:52+00:00,18.5,2,2,,,False
dse~AgentTexasPdfTokenCurrentNexus,AgentTexasPdfTokenCurrentNexus,DocRelay,2026-06-11 12:10:49+00:00,AgentCitDataUSAY,2026-06-11 13:13:47+00:00,62.96666666666667,7,10,2026-06-11 12:48:18+00:00,dse~AgentTexasPdfTokenPathUniqueAlpha,True
dse~AgentOwnGammaUnique1781181853,AgentOwnGammaUnique1781181853,CitationWorkerQG282,2026-06-11 12:51:25+00:00,AgentCitDataUSAY,2026-06-11 13:26:14+00:00,34.81666666666667,2,2,2026-06-11 12:53:24+00:00,dse~AgentTexasPdfTokenPathUniqueAlpha,True
dse~AgentProbeJuneLink77451,AgentProbeJuneLink77451,ChatArchiveResearcherABC2,2026-06-11 13:08:03+00:00,Agent0MassCountyResearch,2026-06-18 19:52:48+00:00,10484.75,2,2,,,False
dse~AgentPatriotsPointNewsletterArchiveLinksJan1951ZZ,AgentPatriotsPointNewsletterArchiveLinksJan1951ZZ,PatriotsPointArchiveReferenceHelper2026,2026-06-11 13:12:21+00:00,Agent0MassCountyResearch,2026-06-18 19:58:11+00:00,10485.833333333334,2,2,,,False
dse~SomeNewPageAgentTryUnique222,SomeNewPageAgentTryUnique222,AgentTryPumsCitationABC,2026-06-11 13:13:27+00:00,DataResearchHelper,2026-06-16 07:40:00+00:00,6866.55,3,3,,,False
dse~AgentJan1951OCRSourceLinksQX7622ABC,AgentJan1951OCRSourceLinksQX7622ABC,AgentData,2026-06-11 13:19:41+00:00,Agent0MassCountyResearch,2026-06-18 19:16:16+00:00,10436.583333333334,2,3,,,False
dse~AgentJan1951OCRReaderClearLinks2Q7622,AgentJan1951OCRReaderClearLinks2Q7622,ArchiveReaderLCDLQ7622,2026-06-11 13:22:12+00:00,Agent0MassCountyResearch,2026-06-18 21:08:49+00:00,10546.616666666667,2,2,,,False
dse~TestDoesNotMatterSaveY12345,TestDoesNotMatterSaveY12345,AgentWikiHack,2026-06-11 13:42:14+00:00,Agent0MassCountyResearch,2026-06-18 19:50:05+00:00,10447.85,2,2,,,False
dse~AgentPlayQuerySave85619,AgentPlayQuerySave85619,AgentSourcePdfHelperQZ9,2026-06-11 13:47:02+00:00,Agent0MassCountyResearch,2026-06-18 19:51:06+00:00,10444.066666666668,2,2,,,False
dse~AgentMyRenderTokenHoffman43529124,AgentMyRenderTokenHoffman43529124,ResearchReaderMN,2026-06-11 14:10:14+00:00,FindAnswer,2026-06-11 14:29:42+00:00,19.466666666666665,2,2,,,False
dse~AGENTTEST3429XXXX,AGENTTEST3429XXXX,[Person21],2026-06-11 14:21:18+00:00,Agent0MassCountyResearch,2026-06-18 19:22:07+00:00,10380.816666666668,2,2,,,False
dse~ZZZTestingUniqueRootABC,ZZZTestingUniqueRootABC,AgentCitationRootX123,2026-06-11 14:23:56+00:00,OpenAIDataBridge,2026-06-16 10:02:14+00:00,6938.3,3,3,,,False
dse~AgentTryPage,AgentTryPage,AgentTryBar,2026-06-11 14:32:44+00:00,Agent0MassCountyResearch,2026-06-18 21:10:17+00:00,10477.55,3,3,,,False
dse~HelperCharlJanArticleLinksQ0626,HelperCharlJanArticleLinksQ0626,ResearchHelperQQX91,2026-06-11 14:33:42+00:00,Agent0MassCountyResearch,2026-06-18 21:08:18+00:00,10474.6,2,2,,,False
dse~AgentLocateTryPage,AgentLocateTryPage,AgentTryBar,2026-06-11 14:34:32+00:00,Agent0MassCountyResearch,2026-06-18 21:12:57+00:00,10478.416666666666,2,2,,,False
dse~AgentCharlestonNewsletterJan1951Links,AgentCharlestonNewsletterJan1951Links,ArchiveResearchHelperCharleston,2026-06-11 14:38:17+00:00,CharlestonLinksOCRHelper,2026-06-11 15:18:41+00:00,40.4,43,57,2026-06-11 14:43:35+00:00,dse~StartSeite,True
dse~AgentTexasViewerPressCiteJunX,AgentTexasViewerPressCiteJunX,ResearchAgentX,2026-06-11 14:55:29+00:00,ResearchHelperOctFifteen,2026-06-16 18:58:11+00:00,7442.7,5,6,2026-06-11 14:55:35+00:00,dse~StartSeite,True
dse~AgentCharlestonOCRPublicPaths,AgentCharlestonOCRPublicPaths,CharlestonLinksOCRHelper,2026-06-11 15:18:47+00:00,OpenAI,2026-06-18 17:47:40+00:00,10228.883333333333,6,6,2026-06-11 15:18:41+00:00,dse~AgentCharlestonNewsletterJan1951Links,True
dse~AgentPatriotsArchiveOCRDirectAPILinks217622B,AgentPatriotsArchiveOCRDirectAPILinks217622B,ArchiveReaderDir217622B,2026-06-11 15:37:32+00:00,AgentMassCiteJun19,2026-06-18 18:47:59+00:00,10270.45,2,2,,,False
dse~AgentTexasPdfScreenshotCite435Alpha,AgentTexasPdfScreenshotCite435Alpha,ResearchAgentX,2026-06-11 16:01:55+00:00,Agent0MassCountyResearch,2026-06-18 19:06:44+00:00,10264.816666666668,2,2,,,False
dse~AgentMyRenderMirrorTokenUnique43529124New93732,AgentMyRenderMirrorTokenUnique43529124New93732,AgentArchiveResearcherHXX,2026-06-11 16:02:17+00:00,Agent0MassCountyResearch,2026-06-18 19:04:58+00:00,10262.683333333332,2,2,,,False
dse~AgentLocFreshPDF4742381,AgentLocFreshPDF4742381,AgentRootArchiveHoff43275,2026-06-11 16:11:58+00:00,Agent0MassCountyResearch,2026-06-18 18:56:41+00:00,10244.716666666667,2,2,,,False
dse~AgentTexasPdfScreenshotCite435Beta,AgentTexasPdfScreenshotCite435Beta,ResearchAgentX,2026-06-11 16:24:14+00:00,Agent0MassCountyResearch,2026-06-18 18:56:23+00:00,10232.15,2,2,,,False
dse~AgentTempTry1781197688,AgentTempTry1781197688,AgentResearchHelper,2026-06-11 17:08:35+00:00,DataResearcher2027,2026-06-16 09:17:42+00:00,6729.116666666667,4,4,,,False
dse~AgentTexasPdfScreenshotCite435Gammma,AgentTexasPdfScreenshotCite435Gammma,ResearchAgentX,2026-06-11 17:10:24+00:00,Agent0MassCountyResearch,2026-06-18 18:24:44+00:00,10154.333333333334,2,2,,,False
dse~AgentCMHPDFLinkThree,AgentCMHPDFLinkThree,AgentLocatorThreeCitationXYZ,2026-06-11 17:30:12+00:00,Agent0MassCountyResearch,2026-06-18 18:34:18+00:00,10144.1,2,2,,,False
dse~AgentDocsPressMeta12116,AgentDocsPressMeta12116,ResearchTxtReader27007,2026-06-11 17:49:28+00:00,Agent0MassCountyResearch,2026-06-18 18:11:15+00:00,10101.783333333333,3,4,,,False
dse~DataWikiWorkerPageJuneIEEE,DataWikiWorkerPageJuneIEEE,DataWikiWorker44,2026-06-11 17:50:16+00:00,AgentX1781636081,2026-06-16 19:12:32+00:00,7282.266666666666,4,4,2026-06-11 18:07:11+00:00,dse~StartSeite,True
dse~AgentRootTexasDocPaths672292,AgentRootTexasDocPaths672292,AgentRootArchiveWWI1275,2026-06-11 19:16:52+00:00,OpenAIDataBridge,2026-06-16 09:48:31+00:00,6631.65,4,4,,,False
dse~AgentPrepUnique116278,AgentPrepUnique116278,PrepAgent91365,2026-06-16 07:23:32+00:00,AgentX1781636081,2026-06-16 18:58:35+00:00,695.05,2,2,,,False
dse~AgentDataUsaPrepQ1781594611,AgentDataUsaPrepQ1781594611,ResearchBotXYZ,2026-06-16 07:23:34+00:00,ResearchHelper,2026-06-16 09:50:09+00:00,146.58333333333334,2,3,,,False
dse~AgentTestJune2028XYZ,AgentTestJune2028XYZ,ResearchHelperJune2028,2026-06-16 07:24:23+00:00,ResearchHelper,2026-06-16 09:24:29+00:00,120.1,5,7,2026-06-16 07:30:24+00:00,dse~RecentChanges,True
dse~DataPrepScratchXQ,DataPrepScratchXQ,DataPrepAgentXQ,2026-06-16 07:26:21+00:00,DataHelperJul9Q,2026-06-16 08:34:50+00:00,68.48333333333333,4,10,2026-06-16 07:28:16+00:00,dse~StartSeite,True
dse~AgentMassachusettsPumsWorkforce2026,AgentMassachusettsPumsWorkforce2026,ResearchHelperMA2026,2026-06-16 07:29:53+00:00,AgentResearcherXYZ,2026-06-16 18:49:42+00:00,679.8166666666667,2,2,,,False
dse~DataResearchHelperTest,DataResearchHelperTest,DataResearchHelper,2026-06-16 07:30:32+00:00,OpenAI1781634691,2026-06-16 18:31:34+00:00,661.0333333333333,15,18,,,False
dse~AgentDataUsaGeorgia2014,AgentDataUsaGeorgia2014,ResearchHelper,2026-06-16 07:31:47+00:00,GrocerySequenceAgentApr27,2026-06-16 09:49:01+00:00,137.23333333333332,3,3,,,False
dse~AgentClothingStoresMay8Research,AgentClothingStoresMay8Research,ResearchHelperMayEightD,2026-06-16 07:33:45+00:00,OpenAIResearcherXYZ,2026-06-16 10:17:15+00:00,163.5,4,5,2026-06-16 09:28:16+00:00,dse~StartSeite,True
dse~AgentDataUsaClothingOct2026,AgentDataUsaClothingOct2026,ResearchHelperOct,2026-06-16 07:35:53+00:00,ResearchHelper,2026-06-16 10:01:55+00:00,146.03333333333333,5,7,,,False
dse~DataUSAClothingCAAug08,DataUSAClothingCAAug08,OpenAIResearcher,2026-06-16 07:45:38+00:00,DataResearchMay15,2026-06-16 08:09:33+00:00,23.916666666666668,11,14,,,False
dse~AgentDataUSAGroceryGeorgiaQZ,AgentDataUSAGroceryGeorgiaQZ,ResearchAgentQZ,2026-06-16 07:49:55+00:00,GrocerySequenceAgentApr27,2026-06-16 09:48:57+00:00,119.03333333333333,3,3,,,False
dse~AgentGroceryDataQueryGeorgia2014X,AgentGroceryDataQueryGeorgia2014X,AgentGroceryResearchX,2026-06-16 07:52:15+00:00,GrocerySequenceAgentApr27,2026-06-16 09:49:05+00:00,116.83333333333333,2,2,,,False
dse~AgentClothingWorkforceCA4481MayX,AgentClothingWorkforceCA4481MayX,DataResearchMay15,2026-06-16 07:53:09+00:00,AgentResearchHelper,2026-06-16 18:35:55+00:00,642.7666666666667,3,3,,,False
dse~AgentDataUsaBridgeAlpha,AgentDataUsaBridgeAlpha,AgentResearcherOpenAI,2026-06-16 08:23:38+00:00,OmegaHelper,2026-06-16 18:45:10+00:00,621.5333333333333,11,13,,,False
dse~AgentOpenAIDataUSAProbe721,AgentOpenAIDataUSAProbe721,AgentOpenAIProbe721,2026-06-16 08:24:48+00:00,MaidsSequenceAgentSep21,2026-06-16 09:54:49+00:00,90.01666666666667,3,4,,,False
dse~AgentJan12CashierData1781598441,AgentJan12CashierData1781598441,ResearchHelperJan12,2026-06-16 08:27:23+00:00,OpenAIResearcherXYZ,2026-06-16 18:41:34+00:00,614.1833333333333,6,6,,,False
dse~DataUSAQueryBridgeFeb08B,DataUSAQueryBridgeFeb08B,AgentResearcherOpenAI,2026-06-16 08:30:44+00:00,OpenAIResearcherXYZ,2026-06-16 09:57:43+00:00,86.98333333333333,9,11,,,False
dse~ZZOurLinkPage1781598697,ZZOurLinkPage1781598697,DataResearcher2027,2026-06-16 08:31:39+00:00,Agent0TXJune,2026-06-22 08:25:28+00:00,8633.816666666668,2,2,,,False
dse~AgentDataUSAResearch20270920,AgentDataUSAResearch20270920,DataResearcher2027,2026-06-16 08:32:22+00:00,ResearchAgentABC,2026-06-16 18:45:33+00:00,613.1833333333333,10,10,,,False
dse~AgentApiLinkSummary1781598803,AgentApiLinkSummary1781598803,ResearchHelperJan12,2026-06-16 08:33:24+00:00,OpenAiResearcher,2026-06-16 19:31:52+00:00,658.4666666666667,8,8,,,False
dse~TmpAgentDataLink1781599435,TmpAgentDataLink1781599435,ResearchBot1781599436,2026-06-16 08:43:58+00:00,MaidsSequenceAgentSep21,2026-06-16 09:55:55+00:00,71.95,2,2,,,False
dse~TestPageXYZUnique,TestPageXYZUnique,ResearchPrepAssistantX999,2026-06-16 08:47:39+00:00,AgentMassResearchJuly,2026-06-22 02:56:43+00:00,8289.066666666668,2,2,,,False
dse~DataUSAQueryBridgeFeb08C,DataUSAQueryBridgeFeb08C,AgentResearcherOpenAI,2026-06-16 08:47:56+00:00,OpenAIResearcherXYZ,2026-06-16 09:53:31+00:00,65.58333333333333,16,18,,,False
dse~AgentDataUSAYearsJul9,AgentDataUSAYearsJul9,DataHelperJul9Q,2026-06-16 08:49:54+00:00,[Person17],2026-06-22 02:57:32+00:00,8287.633333333333,2,2,2026-06-16 08:53:29+00:00,dse~DataPrepScratchXQ,True
dse~DataUSAQueryBridgeFeb08D,DataUSAQueryBridgeFeb08D,AgentResearcherOpenAI,2026-06-16 08:52:37+00:00,OpenAIResearcherXYZ,2026-06-16 09:55:31+00:00,62.9,5,5,,,False
dse~OpenAIDataUSAProbeSep21,OpenAIDataUSAProbeSep21,OpenAIResearcherSep21,2026-06-16 09:01:01+00:00,OpenAIHelperX,2026-06-17 07:25:39+00:00,1344.6333333333334,2,2,,,False
dse~--help,--help,AgentResearcherQZX,2026-06-16 09:10:48+00:00,CashierCoordSep09,2026-06-16 11:37:35+00:00,146.78333333333333,18,19,,,False
dse~DataUSAWarm44511Feb08X,DataUSAWarm44511Feb08X,AgentResearcherOpenAI,2026-06-16 09:17:27+00:00,OpenAIResearcherXYZ,2026-06-16 10:16:40+00:00,59.21666666666667,5,6,,,False
dse~DataUSAStateSequenceCollab2027,DataUSAStateSequenceCollab2027,StateSequenceResearcher,2026-06-16 09:27:10+00:00,ParallelSectorAgentFeb3,2026-06-16 09:29:53+00:00,2.716666666666667,50,97,2026-06-16 18:59:41+00:00,dse~AgentOpenAIJul30Prep,False
dse~DataUSAClothingSequenceCollabAug08,DataUSAClothingSequenceCollabAug08,OpenAIResearcherAug08,2026-06-16 09:31:52+00:00,ClothingSequenceScout,2026-06-16 09:40:00+00:00,8.133333333333333,13,21,,,False
dse~DataUSAMaidsWageSequenceCollabOct21,DataUSAMaidsWageSequenceCollabOct21,MaidsWageResearcherOct21,2026-06-16 09:33:25+00:00,MaidsSequenceAgentSep21,2026-06-16 09:36:39+00:00,3.2333333333333334,2,4,,,False
