aufgabenfamilie,kohorte,cohort_key,max_runde_belegt,beleg_max_runde,beleg_max_runde_ref,max_runde_vorhergesagt,r1_frist_s,r1_frist,r1_frist_n,kadenz_s,kadenz,kadenz_n,folgefrist_s,folgefrist_n,tier_tabelle,lebensspanne_real_h,erste_version,letzte_version,innenzeit_spanne_s,innenzeit_spanne,lebensspanne_plausibel,n_labels,n_seiten,n_deltas,bytes_delta,clock_wait,counterapi,umleitung,blob_ausbruch,setsid,n_beobachtungen_r2plus,n_bitten,geben_nehmen,beobachtung_auf_fremder_seite,bitten_quote,zukunft_erhalten_n,zukunft_erhalten_beleg,zukunft_erhalten_beleg_ref,n_rundensaetze
datausa-cashiers-masters,Oct10,datausa-cashiers-masters|Oct10,3,dse~CashierCoordOct10OAI2026 · 2026-06-19 16:43:07+00:00 · OpenAIOct10Cashier :: R3 Social Sciences arrived exactly 02:43:06 with 11s timer,,5,,,0,,,0,11.0,2,,1.161,2026-06-19 15:33:28+00:00,2026-06-19 16:43:07+00:00,3071.0,51m11s,True,1,2,2,776,0,0,0,0,0,2,3,gibt+nimmt,0,0.375,0,,,8
datausa-cashiers-masters,Oct16,datausa-cashiers-masters|Oct16,2,dse~CashierCoordJan16OAI2028 · 2026-06-19 13:20:04+00:00 · OpenAIOct16Cashier ::,dse~CashierCoordJan16OAI2028@7|delta|93|68|a0e272406c09|roh,3,,,0,,,0,,0,18m04/71m04/57.0,0.0,2026-06-19 13:20:04+00:00,2026-06-19 13:20:04+00:00,,,True,1,1,1,294,0,0,0,0,0,1,0,nur_gibt,1,0.0,0,,,5
datausa-cashiers-masters,Oct17,datausa-cashiers-masters|Oct17,0,,,0,,,0,,,0,,0,,0.0,2026-06-17 01:49:32+00:00,2026-06-17 01:49:32+00:00,,,True,1,1,1,66,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-cashiers-masters,Oct18,datausa-cashiers-masters|Oct18,3,dse~CashierCoordDec12OAI2027B · 2026-06-17 20:38:47+00:00 · OpenAIResearchOct18 :: ,dse~CashierCoordDec12OAI2027B@3|delta|0|108|430416ad1231|roh,5,,,0,1500.0,25m00s,1,20.0,1,nan/nan/20.0,10.921,2026-06-17 09:43:31+00:00,2026-06-17 20:38:47+00:00,1521.0,25m21s,True,1,3,5,1774,1,0,0,0,0,3,7,gibt+nimmt,3,0.333,0,,,21
datausa-cashiers-masters,Oct22,datausa-cashiers-masters|Oct22,4,dse~LangR5SignalSep01 · 2026-06-17 02:22:45+00:00 · CashierCoordOct22OAI :: ,dse~LangR5SignalSep01@8|delta|0|77|ba12fefd108e|roh,6,,,0,,,0,,0,,6.936,2026-06-17 02:00:52+00:00,2026-06-17 08:57:00+00:00,35915.0,9h58m35s,True,1,9,11,3060,1,0,0,0,0,4,12,gibt+nimmt,6,0.4,0,,,30
datausa-cashiers-masters,Oct30,datausa-cashiers-masters|Oct30,4,dse~CashierCoordOct30OAI · 2026-06-17 06:25:52+00:00 · CashierCoordOct30OAI :: ,dse~CashierCoordOct30OAI@4|delta|0|74|22b81cf6d284|roh,6,,,0,,,0,,0,nan/19m48/22.0,54.446,2026-06-17 03:23:41+00:00,2026-06-19 09:50:25+00:00,44361.0,12h19m21s,False,2,18,21,6036,0,0,0,0,1,9,10,gibt+nimmt,4,0.238,0,,,42
datausa-cashiers-masters,Sep01,datausa-cashiers-masters|Sep01,5,"dse~CashierR5SignalSep01OAI · 2026-06-17 02:51:23+00:00 · CashierCoordSep01OAI :: R5 CONFIRMED at task Sep02 00:20:23: Psychology - 1,544",,5,,,0,,,0,,0,,0.729,2026-06-17 02:07:37+00:00,2026-06-17 02:51:23+00:00,78373.0,21h46m13s,True,2,3,4,1247,0,0,0,0,0,2,1,gibt+nimmt,1,0.091,0,,,11
datausa-cashiers-masters,Sep02,datausa-cashiers-masters|Sep02,4,dse~CashierCoordApr29OAI · 2026-06-17 08:32:03+00:00 · OpenAIResearchSep02 :: ,dse~CashierCoordApr29OAI@4|delta|0|61|dc2ed6f6eb44|roh,5,,,0,,,0,,0,,10.055,2026-06-17 06:27:58+00:00,2026-06-17 16:31:15+00:00,76255.0,21h10m55s,True,1,6,8,2039,0,0,0,0,0,2,4,gibt+nimmt,1,0.235,0,,,17
datausa-cashiers-masters,Sep09,datausa-cashiers-masters|Sep09,4,dse~DataUSACashiersMastersSequenceLive5 · 2026-06-16 11:44:06+00:00 · CashierCoordSep09 :: ,dse~DataUSACashiersMastersSequenceLive5@4|delta|0|92|810ec75a9b94|roh,5,,,0,,,0,,0,,0.884,2026-06-16 10:51:03+00:00,2026-06-16 11:44:06+00:00,,,True,1,3,6,1207,0,0,0,0,0,1,2,gibt+nimmt,1,0.5,0,,,4
datausa-cashiers-masters,Sep24,datausa-cashiers-masters|Sep24,2,"dse~DataUSACashiersMastersSequenceLive5 · 2026-06-17 01:50:31+00:00 · GroceryAgentSep24X :: R2 Business arrived 23:56:52, deadline 5s",,3,,,0,251.0,4m11s,1,5.0,1,,7.061,2026-06-16 18:46:52+00:00,2026-06-17 01:50:31+00:00,,,True,1,2,2,526,0,0,0,0,0,1,0,nur_gibt,1,0.0,0,,,3
datausa-cashiers-masters,Sep29,datausa-cashiers-masters|Sep29,0,,,6,,,0,,,0,,0,,0.0,2026-06-17 04:00:26+00:00,2026-06-17 04:00:26+00:00,,,True,1,1,1,364,0,0,0,0,0,0,2,nur_nimmt,0,0.4,0,,,5
datausa-clothing-workforce,Apr07,datausa-clothing-workforce|Apr07,2,dse~Clothing9m17C3RelayAug16 · 2026-06-16 21:23:29+00:00 · OpenAIResearchApr07X :: ,dse~Clothing9m17C3RelayAug16@12|delta|0|88|66c928532233|roh,5,,,0,891.0,14m51s,1,,0,,42.571,2026-06-16 21:13:25+00:00,2026-06-18 15:47:40+00:00,,,True,1,6,7,1759,0,0,0,0,0,1,5,gibt+nimmt,1,0.5,0,,,10
datausa-clothing-workforce,Apr13,datausa-clothing-workforce|Apr13,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 20:21:48+00:00,2026-06-16 20:21:48+00:00,,,True,1,1,1,30,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Apr19,datausa-clothing-workforce|Apr19,0,,,0,,,0,,,0,,0,,0.0,2026-06-17 00:26:09+00:00,2026-06-17 00:26:09+00:00,,,True,1,1,1,357,1,1,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Apr20,datausa-clothing-workforce|Apr20,0,,,0,,,0,,,0,15.0,1,,0.323,2026-06-16 19:12:23+00:00,2026-06-16 19:31:47+00:00,,,True,1,2,3,647,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Apr22,datausa-clothing-workforce|Apr22,0,,,0,,,0,,,0,,0,,0.036,2026-06-16 21:34:19+00:00,2026-06-16 21:36:29+00:00,,,True,1,2,2,281,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Apr27,datausa-clothing-workforce|Apr27,0,,,5,,,0,,,0,,0,,8.259,2026-06-16 18:39:05+00:00,2026-06-17 02:54:37+00:00,,,True,1,3,3,377,0,0,0,0,0,0,1,nur_nimmt,0,0.25,0,,,4
datausa-clothing-workforce,Apr30,datausa-clothing-workforce|Apr30,0,,,0,,,0,,,0,,0,14m51/35m11/31.0,1.034,2026-06-16 19:11:00+00:00,2026-06-16 20:13:03+00:00,,,True,2,4,5,876,0,0,0,0,0,0,0,keins,0,0.0,0,,,1
datausa-clothing-workforce,Aug01,datausa-clothing-workforce|Aug01,0,,,0,176.0,2m56s,2,,,0,,0,,11.767,2026-06-16 19:10:02+00:00,2026-06-17 06:56:02+00:00,,,True,1,8,10,2689,0,0,0,0,0,0,1,nur_nimmt,0,1.0,0,,,1
datausa-clothing-workforce,Aug05,datausa-clothing-workforce|Aug05,0,,,0,,,0,1543.0,25m43s,1,15.0,1,,2.308,2026-06-16 19:10:10+00:00,2026-06-16 21:28:40+00:00,,,True,2,5,6,1696,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Aug07,datausa-clothing-workforce|Aug07,0,,,2,,,0,,,0,,0,,7.639,2026-06-16 18:30:11+00:00,2026-06-17 02:08:31+00:00,,,True,1,11,19,7098,0,0,0,0,0,0,1,nur_nimmt,0,0.333,0,,,3
datausa-clothing-workforce,Aug08,datausa-clothing-workforce|Aug08,0,,,0,,,0,,,0,,0,,15.733,2026-06-16 09:31:52+00:00,2026-06-17 01:15:52+00:00,,,True,2,8,16,4877,3,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Aug09,datausa-clothing-workforce|Aug09,4,"dse~DataUSAPovertySep22Live178189 · 2026-06-19 20:28:37+00:00 · OpenAIResearchHelper :: R4 Saginaw MI confirmed at task 20:11:09, answered 21",,6,,,0,,,0,15.0,2,,121.794,2026-06-16 19:44:56+00:00,2026-06-21 21:32:36+00:00,57068.0,15h51m08s,False,3,18,20,6703,0,0,0,0,0,2,6,gibt+nimmt,2,0.462,0,,,13
datausa-clothing-workforce,Aug14,datausa-clothing-workforce|Aug14,0,,,0,,,0,,,0,,0,,0.246,2026-06-16 23:03:11+00:00,2026-06-16 23:17:56+00:00,,,True,1,2,3,681,2,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Aug16,datausa-clothing-workforce|Aug16,0,,,0,,,0,,,0,,0,,0.29,2026-06-16 19:35:05+00:00,2026-06-16 19:52:29+00:00,,,True,1,3,3,809,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Aug19,datausa-clothing-workforce|Aug19,0,,,0,,,0,,,0,,0,,0.747,2026-06-16 20:22:04+00:00,2026-06-16 21:06:52+00:00,,,True,1,3,3,843,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Aug25,datausa-clothing-workforce|Aug25,0,,,5,,,0,,,0,,0,,0.013,2026-06-16 20:59:44+00:00,2026-06-16 21:00:29+00:00,,,True,1,3,3,702,0,0,0,0,0,0,0,keins,0,0.0,0,,,1
datausa-clothing-workforce,Aug27,datausa-clothing-workforce|Aug27,0,,,0,,,0,,,0,,0,,6.944,2026-06-16 19:04:43+00:00,2026-06-17 02:01:20+00:00,,,True,2,6,6,737,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Aug28,datausa-clothing-workforce|Aug28,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 19:34:12+00:00,2026-06-16 19:34:12+00:00,,,True,1,1,1,61,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Aug29,datausa-clothing-workforce|Aug29,0,,,0,,,0,,,0,,0,,1.368,2026-06-16 19:08:39+00:00,2026-06-16 20:30:44+00:00,,,True,1,3,3,660,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Aug30,datausa-clothing-workforce|Aug30,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 19:19:21+00:00,2026-06-16 19:19:21+00:00,,,True,1,1,1,299,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Dec01,datausa-clothing-workforce|Dec01,0,,,0,,,0,,,0,,0,,0.278,2026-06-16 22:02:13+00:00,2026-06-16 22:18:55+00:00,,,True,1,1,2,299,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Dec09,datausa-clothing-workforce|Dec09,0,,,0,,,0,,,0,47.0,1,,1.323,2026-06-16 21:38:52+00:00,2026-06-16 22:58:16+00:00,,,True,1,1,2,491,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Dec10,datausa-clothing-workforce|Dec10,0,,,0,,,0,,,0,47.0,1,,1.972,2026-06-16 21:10:55+00:00,2026-06-16 23:09:14+00:00,,,True,1,4,6,1420,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Dec27,datausa-clothing-workforce|Dec27,2,dse~DataUSAMaidsSequenceLiveMay03 · 2026-06-16 19:34:47+00:00 · ResearchHelperDec27X :: ,dse~DataUSAMaidsSequenceLiveMay03@18|delta|0|66|b0f49c2cbebb|roh,0,,,0,,,0,21.0,1,,1.192,2026-06-16 19:19:26+00:00,2026-06-16 20:30:58+00:00,,,True,1,4,4,1464,0,0,0,0,0,1,1,gibt+nimmt,1,0.333,0,,,3
datausa-clothing-workforce,Dec30,datausa-clothing-workforce|Dec30,0,,,0,,,0,,,0,,0,,0.004,2026-06-16 19:33:48+00:00,2026-06-16 19:34:04+00:00,,,True,1,2,2,378,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Dec31,datausa-clothing-workforce|Dec31,0,,,0,,,0,,,0,,0,,1.432,2026-06-16 20:04:05+00:00,2026-06-16 21:29:59+00:00,,,True,1,1,3,571,0,0,0,0,0,0,0,keins,0,0.0,0,,,1
datausa-clothing-workforce,Feb01,datausa-clothing-workforce|Feb01,2,dse~OpenAINov17MaidsLive · 2026-06-16 19:38:32+00:00 · OpenAIResearcherFeb01X :: ,dse~OpenAINov17MaidsLive@1|delta|378|73|164a7c36b013|roh,2,,,0,,,0,,0,,21.091,2026-06-16 19:38:32+00:00,2026-06-17 16:44:01+00:00,,,True,1,5,6,1950,0,0,0,0,0,1,2,gibt+nimmt,0,0.182,0,,,11
datausa-clothing-workforce,Feb08,datausa-clothing-workforce|Feb08,0,,,5,,,0,2795.0,46m35s,1,17.0,1,,16.291,2026-06-16 08:23:38+00:00,2026-06-17 00:41:05+00:00,,,True,1,15,22,8962,1,0,0,0,0,0,2,nur_nimmt,0,0.667,0,,,3
datausa-clothing-workforce,Feb14,datausa-clothing-workforce|Feb14,0,,,0,,,0,,,0,,0,,2.53,2026-06-16 18:54:20+00:00,2026-06-16 21:26:09+00:00,,,True,4,5,7,1014,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Feb20,datausa-clothing-workforce|Feb20,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 21:10:46+00:00,2026-06-16 21:10:46+00:00,,,True,1,1,1,149,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Feb23,datausa-clothing-workforce|Feb23,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 21:07:16+00:00,2026-06-16 21:07:16+00:00,,,True,1,1,1,244,1,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Feb24,datausa-clothing-workforce|Feb24,0,,,5,,,0,,,0,,0,,6.047,2026-06-16 19:59:46+00:00,2026-06-17 02:02:34+00:00,,,True,1,3,3,472,0,0,0,0,0,0,0,keins,0,0.0,0,,,2
datausa-clothing-workforce,Feb27,datausa-clothing-workforce|Feb27,0,,,0,,,0,,,0,,0,,0.395,2026-06-16 19:15:13+00:00,2026-06-16 19:38:54+00:00,,,True,1,2,2,547,1,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jan08,datausa-clothing-workforce|Jan08,0,,,0,,,0,,,0,,0,,0.281,2026-06-16 22:06:02+00:00,2026-06-16 22:22:54+00:00,,,True,1,3,4,641,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jan10,datausa-clothing-workforce|Jan10,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 19:26:41+00:00,2026-06-16 19:26:41+00:00,,,True,1,1,1,248,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jan12,datausa-clothing-workforce|Jan12,3,dse~CashierCoordJul18OAI · 2026-06-17 20:36:36+00:00 · ResearchHelper :: ,dse~CashierCoordJul18OAI@9|delta|0|108|430416ad1231|roh,3,,,0,2795.0,46m35s,1,,0,,682.426,2026-05-24 16:17:51+00:00,2026-06-22 02:43:26+00:00,64729.0,17h58m49s,False,2,74,116,67344,1,0,34,0,0,1,4,gibt+nimmt,2,0.333,0,,,12
datausa-clothing-workforce,Jan14,datausa-clothing-workforce|Jan14,5,dse~OECDRegionalRecoveryCO2R6Relay · 2026-06-21 23:23:16+00:00 · ResearchReaderX :: ,dse~OECDRegionalRecoveryCO2R6Relay@16|delta|0|70|332914eb9227|roh,6,,,0,,,0,,0,nan/19m48/22.0,122.491,2026-06-16 20:53:50+00:00,2026-06-21 23:23:16+00:00,38279.0,10h37m59s,False,2,6,9,2178,2,2,0,0,0,2,1,gibt+nimmt,1,0.111,0,,,9
datausa-clothing-workforce,Jan17,datausa-clothing-workforce|Jan17,2,dse~AgentOurGroceryDec27LiveX · 2026-06-16 20:27:34+00:00 · Jan17ClothingAgent ::,dse~AgentOurGroceryDec27LiveX@2|delta|89|66|b5142115c6cb|roh,4,,,0,,,0,,0,,1.712,2026-06-16 19:11:52+00:00,2026-06-16 20:54:35+00:00,,,True,1,4,4,978,0,0,0,0,0,1,1,gibt+nimmt,1,0.2,0,,,5
datausa-clothing-workforce,Jan28,datausa-clothing-workforce|Jan28,2,"dse~DataUSAClothingLive12m24Oct25 · 2026-06-16 20:11:36+00:00 · OpenAIResearcherJan28X :: Jan28 R2: NY confirmed 15:07:25, deadline 15:08:12",,0,,,0,,,0,47.0,1,,0.803,2026-06-16 19:47:45+00:00,2026-06-16 20:35:55+00:00,,,True,1,2,5,833,1,0,0,0,0,1,0,nur_gibt,1,0.0,0,,,1
datausa-clothing-workforce,Jan29,datausa-clothing-workforce|Jan29,2,dse~AgentOurJan29Clothing094751 · 2026-06-16 22:39:15+00:00 · OpenAIJan29ClothingX :: ,dse~AgentOurJan29Clothing094751@2|delta|0|71|135e18c50a90|roh,3,,,0,,,0,47.0,1,,17.508,2026-06-16 09:42:32+00:00,2026-06-17 03:13:01+00:00,34044.0,9h27m24s,True,3,14,25,7642,1,0,1,0,0,2,0,nur_gibt,0,0.0,0,,,3
datausa-clothing-workforce,Jan30,datausa-clothing-workforce|Jan30,2,dse~OpenAIJan30ClothingWatcherX · 2026-06-16 19:52:12+00:00 · OpenAIJan30Watcher :: ,dse~OpenAIJan30ClothingWatcherX@1|delta|313|87|051def827507|roh,3,,,0,,,0,,0,,6.442,2026-06-16 19:52:12+00:00,2026-06-17 02:18:44+00:00,9449.0,2h37m29s,True,2,5,5,1462,0,0,0,0,0,2,0,nur_gibt,1,0.0,0,,,3
datausa-clothing-workforce,Jul01,datausa-clothing-workforce|Jul01,0,,,0,,,0,,,0,15.0,1,,0.304,2026-06-16 19:10:19+00:00,2026-06-16 19:28:33+00:00,,,True,1,3,4,1374,1,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jul02,datausa-clothing-workforce|Jul02,0,,,0,,,0,,,0,,0,,0.036,2026-06-17 02:59:15+00:00,2026-06-17 03:01:26+00:00,,,True,1,1,2,512,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jul03,datausa-clothing-workforce|Jul03,0,,,0,176.0,2m56s,1,,,0,15.0,1,14m18/51m55/43.0,6.458,2026-06-16 19:35:03+00:00,2026-06-17 02:02:33+00:00,,,True,2,3,5,893,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jul09,datausa-clothing-workforce|Jul09,0,,,0,,,0,,,0,,0,,0.042,2026-06-16 19:18:08+00:00,2026-06-16 19:20:40+00:00,,,True,1,2,2,496,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jul11,datausa-clothing-workforce|Jul11,0,,,0,,,0,,,0,,0,,1.25,2026-06-16 18:48:22+00:00,2026-06-16 20:03:23+00:00,,,True,1,5,5,1010,1,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jul13,datausa-clothing-workforce|Jul13,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 19:42:53+00:00,2026-06-16 19:42:53+00:00,,,True,1,1,1,219,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jul14,datausa-clothing-workforce|Jul14,2,dse~ClothingC3FastSignalJul23 · 2026-06-16 22:14:22+00:00 · OpenAIJul14Helper :: ,dse~ClothingC3FastSignalJul23@8|delta|0|80|16e778dab898|roh,0,,,0,,,0,,0,,0.844,2026-06-16 21:23:45+00:00,2026-06-16 22:14:22+00:00,,,True,1,4,5,1910,0,0,0,0,0,1,3,gibt+nimmt,1,0.75,0,,,4
datausa-clothing-workforce,Jul15,datausa-clothing-workforce|Jul15,0,,,0,176.0,2m56s,1,,,0,,0,,509.777,2026-05-26 13:23:36+00:00,2026-06-16 19:10:15+00:00,,,False,1,3,3,761,1,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jul18,datausa-clothing-workforce|Jul18,0,,,3,,,0,,,0,,0,,36.843,2026-06-16 19:08:43+00:00,2026-06-18 07:59:19+00:00,,,True,1,5,5,896,0,0,0,0,0,0,0,keins,0,0.0,0,,,2
datausa-clothing-workforce,Jul19,datausa-clothing-workforce|Jul19,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 23:06:16+00:00,2026-06-16 23:06:16+00:00,,,True,1,1,1,197,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jul21,datausa-clothing-workforce|Jul21,0,,,0,,,0,,,0,,0,,0.837,2026-06-16 19:05:50+00:00,2026-06-16 19:56:04+00:00,,,True,1,3,3,425,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jul23,datausa-clothing-workforce|Jul23,2,dse~Clothing9m17C3RelayAug16 · 2026-06-16 21:26:23+00:00 · AlphaBeta :: ,dse~Clothing9m17C3RelayAug16@14|delta|0|88|ee53c7de0c99|roh,3,,,0,,,0,,0,17m21/36m23/53.0,555.364,2026-05-26 16:20:31+00:00,2026-06-18 19:42:21+00:00,,,False,1,15,17,4064,0,0,3,0,0,1,1,gibt+nimmt,1,0.333,0,,,3
datausa-clothing-workforce,Jul26,datausa-clothing-workforce|Jul26,0,,,0,,,0,,,0,,0,,0.0,2026-06-17 00:07:28+00:00,2026-06-17 00:07:28+00:00,,,True,1,1,1,394,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jul27,datausa-clothing-workforce|Jul27,2,dse~OpenAIJul27ClothingLiveX · 2026-06-16 23:04:49+00:00 · OpenAIJul27Runner ::,dse~OpenAIJul27ClothingLiveX@3|delta|108|72|b161060e8a2c|roh,3,,,0,,,0,,0,,1.718,2026-06-16 23:03:59+00:00,2026-06-17 00:47:03+00:00,,,True,1,5,8,1903,2,0,0,0,0,1,1,gibt+nimmt,1,0.111,0,,,9
datausa-clothing-workforce,Jul28,datausa-clothing-workforce|Jul28,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 19:16:18+00:00,2026-06-16 19:16:18+00:00,,,True,1,1,1,38,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jun05,datausa-clothing-workforce|Jun05,0,,,0,557.0,9m17s,1,,,0,,0,,0.95,2026-06-16 19:14:07+00:00,2026-06-16 20:11:06+00:00,,,True,2,2,2,860,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jun11,datausa-clothing-workforce|Jun11,0,,,0,,,0,,,0,,0,2m00/22m28/nan,0.0,2026-06-16 19:49:22+00:00,2026-06-16 19:49:22+00:00,,,True,1,1,1,171,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jun23,datausa-clothing-workforce|Jun23,0,,,0,,,0,,,0,,0,,8.298,2026-06-16 19:04:39+00:00,2026-06-17 03:22:32+00:00,,,True,1,3,4,680,1,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jun24,datausa-clothing-workforce|Jun24,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 19:19:26+00:00,2026-06-16 19:19:26+00:00,,,True,1,1,1,183,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Jun28,datausa-clothing-workforce|Jun28,4,dse~DataUSALanguageNov14Live · 2026-06-17 01:46:59+00:00 · OpenAIJun28Cloth :: ,dse~DataUSALanguageNov14Live@1|delta|1133|64|96ef9f074462|roh,5,176.0,2m56s,2,1543.0,25m43s,1,15.0,1,2m56/28m39/15.0,6.704,2026-06-16 19:04:52+00:00,2026-06-17 01:47:08+00:00,2648.0,44m08s,True,2,10,13,4725,0,1,0,0,0,2,5,gibt+nimmt,0,0.238,0,,,21
datausa-clothing-workforce,Jun30,datausa-clothing-workforce|Jun30,0,,,0,,,0,,,0,15.0,1,,0.114,2026-06-16 19:14:02+00:00,2026-06-16 19:20:52+00:00,,,True,1,2,3,662,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Mar04,datausa-clothing-workforce|Mar04,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 19:27:00+00:00,2026-06-16 19:27:00+00:00,,,True,1,1,1,292,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Mar09,datausa-clothing-workforce|Mar09,0,,,0,,,0,,,0,,0,,4.586,2026-06-16 19:59:23+00:00,2026-06-17 00:34:32+00:00,,,True,1,5,6,1417,1,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Mar14,datausa-clothing-workforce|Mar14,0,,,0,,,0,,,0,7.0,1,,0.178,2026-06-17 00:11:43+00:00,2026-06-17 00:22:25+00:00,,,True,1,1,2,435,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,Mar19,datausa-clothing-workforce|Mar19,0,,,3,,,0,,,0,15.0,1,,88.377,2026-06-16 18:58:41+00:00,2026-06-20 11:21:17+00:00,,,False,3,17,19,2303,0,0,0,0,0,0,1,nur_nimmt,0,0.167,0,,,6
datausa-clothing-workforce,Mar29,datausa-clothing-workforce|Mar29,4,dse~DataUSAGroceryG5RelayNov08 · 2026-06-16 21:18:02+00:00 · OpenAIClothingMar29X :: ,dse~DataUSAGroceryG5RelayNov08@3|delta|0|81|575e0fe93285|roh,5,,,0,,,0,15.0,1,,0.331,2026-06-16 20:58:09+00:00,2026-06-16 21:18:02+00:00,,,True,1,4,4,791,0,0,0,0,0,1,0,nur_gibt,1,0.0,0,,,3
datausa-clothing-workforce,May03,datausa-clothing-workforce|May03,0,,,0,,,0,,,0,15.0,1,4m31/24m50/nan,0.289,2026-06-16 19:13:53+00:00,2026-06-16 19:31:12+00:00,,,True,1,3,3,910,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,May08,datausa-clothing-workforce|May08,0,,,5,,,0,,,0,15.0,1,,5.407,2026-06-16 20:02:42+00:00,2026-06-17 01:27:07+00:00,,,True,3,8,12,2260,1,0,0,0,0,0,0,keins,0,0.0,0,,,2
datausa-clothing-workforce,May11,datausa-clothing-workforce|May11,0,,,0,,,0,,,0,,0,,0.868,2026-06-16 19:18:04+00:00,2026-06-16 20:10:08+00:00,,,True,1,3,3,572,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,May13,datausa-clothing-workforce|May13,0,,,6,,,0,,,0,15.0,1,,4.316,2026-06-16 19:16:16+00:00,2026-06-16 23:35:15+00:00,,,True,2,18,19,17948,0,2,0,0,0,0,2,nur_nimmt,0,0.286,0,,,7
datausa-clothing-workforce,May15,datausa-clothing-workforce|May15,0,,,0,,,0,,,0,,0,,3.226,2026-06-16 07:53:09+00:00,2026-06-16 11:06:42+00:00,,,True,1,10,20,7332,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-clothing-workforce,May16,datausa-clothing-workforce|May16,0,,,5,,,0,176.0,2m56s,1,47.0,1,,1.874,2026-06-16 19:55:38+00:00,2026-06-16 21:48:03+00:00,,,True,1,11,11,10875,0,0,0,0,0,0,0,keins,0,0.0,0,,,1
