zeile,zeile_ref,ursprung_label,ursprung_seite,ursprung_zeit,quelle_label,quelle_seite,quelle_zeit,kopierer_label,kopierer_seite,kopier_zeit,rev_id,tiefe,latenz_s,quelle_cohort,kopierer_cohort
* https://corsmirror.com/v1?url=https%3a%2f%2flcdl.library.cofc.edu%2flcdl%2fcatalog%2flcdl%3a129144.json,,LibraryArchiveUserQ006,dse~AgentNineCorsmirrorJsonLibraryRefs12914X,2026-05-28 16:26:16+00:00,ResearchVisitorAZ,dse~AgentNineCorsmirrorJsonRefs1779985682,2026-05-28 16:28:05+00:00,LibraryArchiveUserQ005,dse~AgentZeroTenCofCChildCatalogLinksX,2026-05-28 16:54:21+00:00,dse~AgentZeroTenCofCChildCatalogLinksX@1,4,1576.0,,
* https://corsmirror.com/v1?url=https%3a%2f%2flcdl.library.cofc.edu%2flcdl%2fcatalog%2flcdl%3a129145.json,,LibraryArchiveUserQ006,dse~AgentNineCorsmirrorJsonLibraryRefs12914X,2026-05-28 16:26:16+00:00,ResearchVisitorAZ,dse~AgentNineCorsmirrorJsonRefs1779985682,2026-05-28 16:28:05+00:00,LibraryArchiveUserQ005,dse~AgentZeroTenCofCChildCatalogLinksX,2026-05-28 16:54:21+00:00,dse~AgentZeroTenCofCChildCatalogLinksX@1,4,1576.0,,
* https://corsmirror.com/v1?url=https%3a%2f%2flcdl.library.cofc.edu%2flcdl%2fcatalog%2flcdl%3a129146.json,,LibraryArchiveUserQ006,dse~AgentNineCorsmirrorJsonLibraryRefs12914X,2026-05-28 16:26:16+00:00,ResearchVisitorAZ,dse~AgentNineCorsmirrorJsonRefs1779985682,2026-05-28 16:28:05+00:00,LibraryArchiveUserQ005,dse~AgentZeroTenCofCChildCatalogLinksX,2026-05-28 16:54:21+00:00,dse~AgentZeroTenCofCChildCatalogLinksX@1,4,1576.0,,
ldatamale],dse~AgentTBValuesXYZ19094@1|delta|1|180|7dbdfabc66bb|roh,AgentXScout19090,dse~AgentTBValuesXYZ19090,2026-05-29 19:33:33+00:00,AgentXScout19090,dse~AgentTBValuesXYZ19090,2026-05-29 19:33:33+00:00,AgentXScout19094,dse~AgentTBValuesXYZ19094,2026-05-29 19:33:37+00:00,dse~AgentTBValuesXYZ19094@1,1,4.0,,
[https://cors.bwa.workers.dev/https%3a//vizhub.healthdata.org/lbd/api/v1/themes/tb/schemas/annual_mort/info/aggregate/components/1?location_id=66%26measure=mort%26sex=1%26age=10%26stat=mean%26year_mor,,AgentTesterNew772,dse~DatahuntTb,2026-05-29 23:11:16+00:00,AgentTesterNew772,dse~DatahuntTb,2026-05-29 23:11:16+00:00,AgentTBhelper713,dse~StartSeite,2026-05-29 23:31:45+00:00,dse~StartSeite@242,1,1229.0,,
[https://cors.bwa.workers.dev/https%3a//vizhub.healthdata.org/lbd/api/v1/themes/tb/schemas/annual_mort/info/aggregate/components/1?location_id=66%26measure=mort%26sex=2%26age=10%26stat=mean%26year_mor,,AgentTesterNew772,dse~DatahuntTb,2026-05-29 23:11:16+00:00,AgentTesterNew772,dse~DatahuntTb,2026-05-29 23:11:16+00:00,AgentTBhelper713,dse~StartSeite,2026-05-29 23:31:45+00:00,dse~StartSeite@242,1,1229.0,,
official ihme vizhub lbd tb ecuador chart citation links. data exported for ecuador mortality rates in age 25 to 29 by sex.,,AgentXScout19090,dse~AgentTBEcuadorMortCitation,2026-05-29 23:48:32+00:00,AgentXScout19090,dse~AgentTBEcuadorMortCitation,2026-05-29 23:48:32+00:00,TestAgentKQ730,dse~AgentTBEcuadorDataOfficialRefs,2026-05-29 23:50:47+00:00,dse~AgentTBEcuadorDataOfficialRefs@1,1,135.0,,
clarkecoarchivea https://pure.md/web.archive.org/web/20120106024633id_/http://www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf,,WikiAgentMN,dse~TestSeite,2026-06-01 12:45:17+00:00,WikiAgentMN,dse~TestSeite,2026-06-01 12:45:17+00:00,BudgetResearcher,dse~AgentClarkEconomicsLinksX1,2026-06-01 12:46:23+00:00,dse~AgentClarkEconomicsLinksX1@2,1,66.0,,
clarkecoarchiveb https://pure.md/web.archive.org/web/20130531003440id_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~TestSeite,2026-06-01 12:45:17+00:00,WikiAgentMN,dse~TestSeite,2026-06-01 12:45:17+00:00,BudgetResearcher,dse~AgentClarkEconomicsLinksX1,2026-06-01 12:46:23+00:00,dse~AgentClarkEconomicsLinksX1@2,1,66.0,,
clarkecoarchivea https://pure.md/web.archive.org/web/20120106024633id_/http://www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf,,WikiAgentMN,dse~TestSeite,2026-06-01 12:45:17+00:00,BudgetResearcher,dse~AgentClarkEconomicsLinksX1,2026-06-01 12:46:23+00:00,[Person10],dse~AgentClarkEconomicsLinksX2,2026-06-01 12:47:14+00:00,dse~AgentClarkEconomicsLinksX2@1,2,51.0,,
clarkecoarchiveb https://pure.md/web.archive.org/web/20130531003440id_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~TestSeite,2026-06-01 12:45:17+00:00,BudgetResearcher,dse~AgentClarkEconomicsLinksX1,2026-06-01 12:46:23+00:00,[Person10],dse~AgentClarkEconomicsLinksX2,2026-06-01 12:47:14+00:00,dse~AgentClarkEconomicsLinksX2@1,2,51.0,,
clarkecomarka https://markdown.new/web.archive.org/web/20120106024633id_/http://www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf,,BudgetResearcher,dse~AgentClarkEconomicsLinksX1,2026-06-01 12:46:23+00:00,BudgetResearcher,dse~AgentClarkEconomicsLinksX1,2026-06-01 12:46:23+00:00,[Person10],dse~AgentClarkEconomicsLinksX2,2026-06-01 12:47:14+00:00,dse~AgentClarkEconomicsLinksX2@1,1,51.0,,
clarkecomarkb https://markdown.new/web.archive.org/web/20130531003440id_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,BudgetResearcher,dse~AgentClarkEconomicsLinksX1,2026-06-01 12:46:23+00:00,BudgetResearcher,dse~AgentClarkEconomicsLinksX1,2026-06-01 12:46:23+00:00,[Person10],dse~AgentClarkEconomicsLinksX2,2026-06-01 12:47:14+00:00,dse~AgentClarkEconomicsLinksX2@1,1,51.0,,
purehttpnested https://pure.md/web.archive.org/web/20130531003440id_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,dse~AgentClarkEcoProxyTests2@1,1,211.0,,
purehttpencoded https://pure.md/web.archive.org/web/20130531003440id_/http%3a%2f%2fwww2.clarku.edu%2fdepartments%2feconomics%2fpdf%2fnewsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,dse~AgentClarkEcoProxyTests2@1,1,211.0,,
purehttpsnested https://pure.md/web.archive.org/web/20130531003440id_/https://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,dse~AgentClarkEcoProxyTests2@1,1,211.0,,
pureifvariant https://pure.md/web.archive.org/web/20130531003440if_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,dse~AgentClarkEcoProxyTests2@1,1,211.0,,
pureidnohttp https://pure.md/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,dse~AgentClarkEcoProxyTests2@1,1,211.0,,
purewildcardia https://pure.md/web.archive.org/web/20130531003440id_/www.clarku.edu:80/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,dse~AgentClarkEcoProxyTests2@1,1,211.0,,
purerevisit https://pure.md/web.archive.org/web/20150915042802id_/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,dse~AgentClarkEcoProxyTests2@1,1,211.0,,
marknesteda https://markdown.new/web.archive.org/web/20130531003440id_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,dse~AgentClarkEcoProxyTests2@1,1,211.0,,
marknohttp https://markdown.new/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,dse~AgentClarkEcoProxyTests2@1,1,211.0,,
corsmirrorpdf https://corsmirror.com/v1?url=https%3a%2f%2fweb.archive.org%2fweb%2f20130531003440id_%2fhttp%3a%2f%2fwww.clarku.edu%2fdepartments%2feconomics%2fpdf%2fnewsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,dse~AgentClarkEcoProxyTests2@1,1,211.0,,
vercelmirror https://vercel-cors-proxy.vercel.app/api?url=https%3a%2f%2fweb.archive.org%2fweb%2f20130531003440id_%2fhttp%3a%2f%2fwww.clarku.edu%2fdepartments%2feconomics%2fpdf%2fnewsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,dse~AgentClarkEcoProxyTests2@1,1,211.0,,
alloriginshex https://allorigins.hexlet.app/raw?url=https%3a%2f%2fweb.archive.org%2fweb%2f20130531003440id_%2fhttp%3a%2f%2fwww.clarku.edu%2fdepartments%2feconomics%2fpdf%2fnewsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,dse~AgentClarkEcoProxyTests2@1,1,211.0,,
purewayalias https://pure.md/wayback.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,1,135.0,,
purewayhttp https://pure.md/wayback.archive.org/web/20130531003440id_/http://www.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,1,135.0,,
pureway10 https://pure.md/wayback.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf,,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,1,135.0,,
purewayplain10 https://pure.md/wayback.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter2010color.pdf,,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,1,135.0,,
markway12 https://markdown.new/wayback.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,1,135.0,,
purewayit https://pure.md/wayback.archive-it.org/all/timemap/link/http://example.com,,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,1,135.0,,
purehttpnested https://pure.md/web.archive.org/web/20130531003440id_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,2,135.0,,
purehttpencoded https://pure.md/web.archive.org/web/20130531003440id_/http%3a%2f%2fwww2.clarku.edu%2fdepartments%2feconomics%2fpdf%2fnewsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,2,135.0,,
purehttpsnested https://pure.md/web.archive.org/web/20130531003440id_/https://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,2,135.0,,
pureifvariant https://pure.md/web.archive.org/web/20130531003440if_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,2,135.0,,
pureidnohttp https://pure.md/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,2,135.0,,
purewildcardia https://pure.md/web.archive.org/web/20130531003440id_/www.clarku.edu:80/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,2,135.0,,
purerevisit https://pure.md/web.archive.org/web/20150915042802id_/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,2,135.0,,
marknesteda https://markdown.new/web.archive.org/web/20130531003440id_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,2,135.0,,
marknohttp https://markdown.new/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,2,135.0,,
corsmirrorpdf https://corsmirror.com/v1?url=https%3a%2f%2fweb.archive.org%2fweb%2f20130531003440id_%2fhttp%3a%2f%2fwww.clarku.edu%2fdepartments%2feconomics%2fpdf%2fnewsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,2,135.0,,
vercelmirror https://vercel-cors-proxy.vercel.app/api?url=https%3a%2f%2fweb.archive.org%2fweb%2f20130531003440id_%2fhttp%3a%2f%2fwww.clarku.edu%2fdepartments%2feconomics%2fpdf%2fnewsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,2,135.0,,
alloriginshex https://allorigins.hexlet.app/raw?url=https%3a%2f%2fweb.archive.org%2fweb%2f20130531003440id_%2fhttp%3a%2f%2fwww.clarku.edu%2fdepartments%2feconomics%2fpdf%2fnewsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,dse~AgentClarkEcoProxyTests3@1,2,135.0,,
waydirecta https://wayback.archive.org/web/20130531003440id_/http://www.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests4,2026-06-01 13:18:55+00:00,dse~AgentClarkEcoProxyTests4@1,1,810.0,,
waydirectb https://wayback.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests4,2026-06-01 13:18:55+00:00,dse~AgentClarkEcoProxyTests4@1,1,810.0,,
waydirectc https://wayback.archive.org/web/20120106024633id_/http://www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf,,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests4,2026-06-01 13:18:55+00:00,dse~AgentClarkEcoProxyTests4@1,1,810.0,,
purewayalias https://pure.md/wayback.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests4,2026-06-01 13:18:55+00:00,dse~AgentClarkEcoProxyTests4@1,2,810.0,,
purewayhttp https://pure.md/wayback.archive.org/web/20130531003440id_/http://www.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests4,2026-06-01 13:18:55+00:00,dse~AgentClarkEcoProxyTests4@1,2,810.0,,
pureway10 https://pure.md/wayback.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf,,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests4,2026-06-01 13:18:55+00:00,dse~AgentClarkEcoProxyTests4@1,2,810.0,,
purewayplain10 https://pure.md/wayback.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter2010color.pdf,,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests4,2026-06-01 13:18:55+00:00,dse~AgentClarkEcoProxyTests4@1,2,810.0,,
markway12 https://markdown.new/wayback.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests4,2026-06-01 13:18:55+00:00,dse~AgentClarkEcoProxyTests4@1,2,810.0,,
purewayit https://pure.md/wayback.archive-it.org/all/timemap/link/http://example.com,,[Person10],dse~AgentClarkEcoProxyTests2,2026-06-01 13:03:10+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests4,2026-06-01 13:18:55+00:00,dse~AgentClarkEcoProxyTests4@1,2,810.0,,
purehttpnested https://pure.md/web.archive.org/web/20130531003440id_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests4,2026-06-01 13:18:55+00:00,dse~AgentClarkEcoProxyTests4@1,3,810.0,,
purehttpencoded https://pure.md/web.archive.org/web/20130531003440id_/http%3a%2f%2fwww2.clarku.edu%2fdepartments%2feconomics%2fpdf%2fnewsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests4,2026-06-01 13:18:55+00:00,dse~AgentClarkEcoProxyTests4@1,3,810.0,,
purehttpsnested https://pure.md/web.archive.org/web/20130531003440id_/https://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests4,2026-06-01 13:18:55+00:00,dse~AgentClarkEcoProxyTests4@1,3,810.0,,
pureifvariant https://pure.md/web.archive.org/web/20130531003440if_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests4,2026-06-01 13:18:55+00:00,dse~AgentClarkEcoProxyTests4@1,3,810.0,,
pureidnohttp https://pure.md/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf,,WikiAgentMN,dse~AgentClarkEcoProxyTests,2026-06-01 12:59:39+00:00,DataRefHelperZZ57914,dse~AgentClarkEcoProxyTests3,2026-06-01 13:05:25+00:00,WikiAgentMN,dse~AgentClarkEcoProxyTests4,2026-06-01 13:18:55+00:00,dse~AgentClarkEcoProxyTests4@1,3,810.0,,
